https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1686960000,2023-06-17,LTC/USD,76.222,77.489,76.222,77.185,9.41709216,726.8582583696
1686873600,2023-06-16,LTC/USD,74.718,76.574,74.718,76.11,21.28364461,1619.8981912671
1686787200,2023-06-15,LTC/USD,73.081,75.0,72.587,74.731,92.95298546,6946.469556411259
1686700800,2023-06-14,LTC/USD,77.59,77.982,71.645,73.079,158.11621326,11554.974748827539
1686614400,2023-06-13,LTC/USD,77.442,79.478,77.084,77.507,55.36422097,4291.11467472179
1686528000,2023-06-12,LTC/USD,77.471,77.742,75.742,77.359,62.86030493,4862.81032907987
1686441600,2023-06-11,LTC/USD,77.252,78.822,76.326,77.383,134.08777197,10376.11405835451
1686355200,2023-06-10,LTC/USD,89.39,89.39,74.887,77.34,928.89080157,71840.4145934238
1686268800,2023-06-09,LTC/USD,88.59,89.92,87.71,89.29,103.90781704,9277.9289835016
1686182400,2023-06-08,LTC/USD,89.073,89.48,87.61,88.726,100.74930989,8939.083269300141
1686096000,2023-06-07,LTC/USD,90.984,90.984,87.766,88.971,130.17970159,11582.218230163891
1686009600,2023-06-06,LTC/USD,87.998,91.274,86.179,90.986,134.44733312,12232.82505125632
1685923200,2023-06-05,LTC/USD,94.345,94.384,85.068,88.034,279.17970676,24577.306304909842
1685836800,2023-06-04,LTC/USD,95.903,96.469,94.453,94.453,66.08160142,6241.60549892326
1685750400,2023-06-03,LTC/USD,95.188,97.515,94.522,96.042,19.10618367,1834.99609203414
1685664000,2023-06-02,LTC/USD,93.837,95.372,92.8,95.277,85.10701755,8108.741311111349
1685577600,2023-06-01,LTC/USD,90.689,95.841,89.712,93.876,214.94012979,20177.71962416604
1685491200,2023-05-31,LTC/USD,92.246,92.642,88.445,90.652,131.98183008,11964.41686041216
1685404800,2023-05-30,LTC/USD,91.113,92.989,91.001,92.208,15.75551549,1452.78457230192
1685318400,2023-05-29,LTC/USD,91.751,91.963,90.446,91.15,133.49321244,12167.906313906002
1685232000,2023-05-28,LTC/USD,88.729,92.036,88.628,91.676,28.88101239,2647.69569186564
1685145600,2023-05-27,LTC/USD,87.32,88.766,87.22,88.766,57.87005224,5136.8930571358405
1685059200,2023-05-26,LTC/USD,86.598,88.139,86.433,87.419,67.52833118,5903.2591834244195
1684972800,2023-05-25,LTC/USD,86.131,86.518,83.247,86.518,91.69480073,7933.25076955814
1684886400,2023-05-24,LTC/USD,91.506,91.506,85.132,86.167,164.14334977,14143.740019631588
1684800000,2023-05-23,LTC/USD,91.05,92.923,90.779,91.403,34.482215,3151.777897645
1684713600,2023-05-22,LTC/USD,92.584,92.689,90.306,91.087,85.64622395,7801.257600933651
1684627200,2023-05-21,LTC/USD,92.194,93.279,91.706,92.546,108.94374029,10082.30738887834
1684540800,2023-05-20,LTC/USD,91.834,92.611,90.918,92.192,23.41729901,2158.88763032992
1684454400,2023-05-19,LTC/USD,90.721,93.296,90.721,91.871,143.95039375,13224.866624206248
1684368000,2023-05-18,LTC/USD,94.101,94.194,89.597,90.692,186.52360421,16916.19871301332
1684281600,2023-05-17,LTC/USD,90.298,94.894,90.056,94.14,230.3885795,21688.78087413
1684195200,2023-05-16,LTC/USD,87.267,90.385,86.604,90.261,91.66666327,8273.92469341347
1684108800,2023-05-15,LTC/USD,83.646,88.486,82.696,87.231,92.83122888,8097.76092643128
1684022400,2023-05-14,LTC/USD,80.317,84.013,80.225,83.611,41.49856983,3469.7369220561304
1683936000,2023-05-13,LTC/USD,80.58,80.994,80.317,80.409,21.49612494,1728.4819103004602
1683849600,2023-05-12,LTC/USD,81.365,81.458,78.033,80.613,124.79763469,10060.31172526497
1683763200,2023-05-11,LTC/USD,81.269,81.983,79.188,81.272,175.89206348,14295.099783146561
1683676800,2023-05-10,LTC/USD,80.251,82.144,78.302,81.361,93.89275168,7639.208169436481
1683590400,2023-05-09,LTC/USD,78.053,80.16,77.875,80.16,40.793826,3270.0330921600003
1683504000,2023-05-08,LTC/USD,83.547,85.105,76.376,78.078,136.53803579,10660.616758411621
1683417600,2023-05-07,LTC/USD,83.715,85.768,83.602,83.642,99.69649141,8338.81393451522
1683331200,2023-05-06,LTC/USD,88.995,89.255,81.3,83.75,261.39478063,21891.812877762502
1683244800,2023-05-05,LTC/USD,88.798,89.734,87.26,89.097,81.41967131,7254.248454707069
1683158400,2023-05-04,LTC/USD,89.068,90.116,87.828,88.796,100.84644998,8954.76137242408
1683072000,2023-05-03,LTC/USD,88.642,89.921,86.193,89.17,132.34738919,11801.4166940723
1682985600,2023-05-02,LTC/USD,86.923,89.154,86.691,88.743,74.82962341,6640.60527027363
1682899200,2023-05-01,LTC/USD,88.715,88.918,85.95,86.825,99.70386048,8656.787686176001
1682812800,2023-04-30,LTC/USD,91.074,92.381,88.277,88.679,96.51471479,8558.82839286241
1682726400,2023-04-29,LTC/USD,89.963,91.645,89.749,91.111,110.68047034,10084.20833314774
1682640000,2023-04-28,LTC/USD,89.858,90.65,88.419,90.0,44.25407112,3982.8664008
1682553600,2023-04-27,LTC/USD,88.559,90.668,88.1,89.996,202.49579272,18223.81136162912
1682467200,2023-04-26,LTC/USD,91.44,94.188,85.5,88.458,270.00874406,23884.43348205948
1682380800,2023-04-25,LTC/USD,88.766,91.79,87.645,91.544,96.7003438,8852.3362728272
1682294400,2023-04-24,LTC/USD,87.044,89.09,86.541,88.797,141.13952282,12532.766207847539
1682208000,2023-04-23,LTC/USD,87.47,88.065,85.5,86.945,87.61730441,7617.88653192745
1682121600,2023-04-22,LTC/USD,86.002,88.178,85.577,87.472,162.80358332,14240.75504016704
1682035200,2023-04-21,LTC/USD,90.539,91.173,85.39,86.067,121.46157655,10453.83350892885
1681948800,2023-04-20,LTC/USD,90.598,93.192,87.464,90.436,360.14770909,32570.31821926324
