https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume FIL,Volume USDT,tradecount
1658707200000,2022-07-25,FILUSDT,5.64,5.69,5.21,5.24,3935799.98,21485341.8719,45260
1658620800000,2022-07-24,FILUSDT,5.58,5.92,5.54,5.64,4008816.61,22935200.673,46751
1658534400000,2022-07-23,FILUSDT,5.48,5.66,5.4,5.57,2616704.7,14459886.7057,38100
1658448000000,2022-07-22,FILUSDT,5.62,5.81,5.42,5.48,4312641.19,24409213.0321,47009
1658361600000,2022-07-21,FILUSDT,5.59,5.75,5.38,5.63,5491290.18,30474362.7348,54957
1658275200000,2022-07-20,FILUSDT,6.05,6.18,5.47,5.59,7447067.36,43909747.2524,79311
1658188800000,2022-07-19,FILUSDT,5.94,6.27,5.65,6.04,8471456.61,50280204.144,91957
1658102400000,2022-07-18,FILUSDT,5.69,6.15,5.62,5.94,7912736.66,46467825.6944,93116
1658016000000,2022-07-17,FILUSDT,5.4,5.98,5.36,5.68,6026073.74,34025053.0599,78439
1657929600000,2022-07-16,FILUSDT,5.23,5.45,5.16,5.39,2645929.39,14036594.8273,31207
1657843200000,2022-07-15,FILUSDT,5.36,5.46,5.2,5.23,3462156.29,18570017.9279,40736
1657756800000,2022-07-14,FILUSDT,5.29,5.42,5.16,5.36,3282763.85,17335646.1362,37057
1657670400000,2022-07-13,FILUSDT,5.08,5.32,5.0,5.29,4970121.7,25679548.5334,58392
1657584000000,2022-07-12,FILUSDT,5.2,5.29,5.05,5.08,2305642.57,11962150.2044,34476
1657497600000,2022-07-11,FILUSDT,5.5,5.5,5.14,5.19,2958980.23,15772967.292,40726
1657411200000,2022-07-10,FILUSDT,5.79,5.8,5.43,5.49,2373369.88,13230924.4719,34060
1657324800000,2022-07-09,FILUSDT,5.73,5.9,5.68,5.79,2294724.3,13303208.1618,32892
1657238400000,2022-07-08,FILUSDT,5.8,5.93,5.57,5.74,3344501.44,19172401.8468,41977
1657152000000,2022-07-07,FILUSDT,5.56,5.87,5.53,5.8,3082124.48,17546032.8298,38873
1657065600000,2022-07-06,FILUSDT,5.49,5.67,5.42,5.56,3062328.05,16922595.7546,40686
1656979200000,2022-07-05,FILUSDT,5.56,5.64,5.31,5.49,3825419.06,20990456.5556,47865
1656892800000,2022-07-04,FILUSDT,5.3,5.61,5.21,5.55,3007206.69,16233512.6836,41454
1656806400000,2022-07-03,FILUSDT,5.33,5.4,5.19,5.3,1943201.24,10257556.899,31505
1656720000000,2022-07-02,FILUSDT,5.34,5.4,5.21,5.34,1557650.01,8266461.5033,25537
1656633600000,2022-07-01,FILUSDT,5.4,5.56,5.23,5.35,4020007.23,21562871.7779,55446
1656547200000,2022-06-30,FILUSDT,5.46,5.51,5.08,5.4,3818364.89,20037966.1545,55205
1656460800000,2022-06-29,FILUSDT,5.51,5.6,5.36,5.46,3006934.64,16479778.459,46076
1656374400000,2022-06-28,FILUSDT,5.78,5.97,5.43,5.51,3263512.76,18668194.5664,47450
1656288000000,2022-06-27,FILUSDT,5.82,6.11,5.65,5.78,3092687.5,18173480.9182,48220
1656201600000,2022-06-26,FILUSDT,6.08,6.35,5.8,5.82,3018711.73,18371097.4218,48032
1656115200000,2022-06-25,FILUSDT,6.12,6.3,5.85,6.08,2674292.51,16232820.3047,43350
1656028800000,2022-06-24,FILUSDT,5.8,6.3,5.75,6.12,3575388.56,21413823.7474,53840
1655942400000,2022-06-23,FILUSDT,5.52,5.92,5.51,5.79,2887753.32,16585928.4919,48317
1655856000000,2022-06-22,FILUSDT,5.96,5.98,5.44,5.52,4202505.22,23756511.6226,65850
1655769600000,2022-06-21,FILUSDT,5.46,6.4,5.4,5.96,6135130.7,36455635.6683,98448
1655683200000,2022-06-20,FILUSDT,5.49,5.69,5.29,5.45,2880741.22,15773928.8556,53688
1655596800000,2022-06-19,FILUSDT,5.12,5.55,4.98,5.49,3494280.74,18340500.3443,58669
1655510400000,2022-06-18,FILUSDT,5.35,5.43,4.8,5.11,4388092.61,22365635.758,70328
1655424000000,2022-06-17,FILUSDT,5.31,5.48,5.29,5.34,2055490.08,11067586.3234,35113
1655337600000,2022-06-16,FILUSDT,5.88,5.94,5.21,5.31,3476778.7,19207527.326,63129
1655251200000,2022-06-15,FILUSDT,5.47,5.88,5.07,5.87,5341711.49,28649537.6372,86745
1655164800000,2022-06-14,FILUSDT,5.34,5.72,5.0,5.48,5068371.8,27508826.7393,84064
1655078400000,2022-06-13,FILUSDT,5.68,5.83,5.13,5.33,5581839.67,29986223.3662,91949
1654992000000,2022-06-12,FILUSDT,6.11,6.18,5.59,5.68,3637216.55,21398449.005,62592
1654905600000,2022-06-11,FILUSDT,6.83,6.91,6.06,6.1,3314902.56,21283276.2439,54095
1654819200000,2022-06-10,FILUSDT,7.23,7.25,6.73,6.82,2494125.48,17455196.4453,44802
1654732800000,2022-06-09,FILUSDT,7.18,7.34,7.07,7.23,1750157.7,12631706.2297,32326
1654646400000,2022-06-08,FILUSDT,7.33,7.46,7.14,7.18,2478373.56,18044847.08,45926
1654560000000,2022-06-07,FILUSDT,7.57,7.66,7.0,7.33,3626181.83,26464878.1433,62265
1654473600000,2022-06-06,FILUSDT,7.37,7.88,7.36,7.57,2421738.05,18503268.9873,50036
1654387200000,2022-06-05,FILUSDT,7.47,7.56,7.26,7.36,1308336.44,9693545.1387,26821
1654300800000,2022-06-04,FILUSDT,7.39,7.52,7.21,7.46,1090720.95,8038184.3179,25666
1654214400000,2022-06-03,FILUSDT,7.74,7.76,7.25,7.39,1948193.92,14541555.8002,39526
1654128000000,2022-06-02,FILUSDT,7.44,7.82,7.31,7.73,2481959.54,18659905.5447,45988
1654041600000,2022-06-01,FILUSDT,8.09,8.18,7.31,7.44,3823620.28,29868823.6556,68052
1653955200000,2022-05-31,FILUSDT,8.22,8.36,7.82,8.09,3792658.43,30707699.8312,63875
1653868800000,2022-05-30,FILUSDT,7.62,8.31,7.55,8.21,3508844.95,27978252.2827,63431
1653782400000,2022-05-29,FILUSDT,7.54,7.98,7.33,7.62,2006221.05,15159225.2093,36789
1653696000000,2022-05-28,FILUSDT,7.23,7.6,7.16,7.53,2022609.43,14943619.6937,35722
1653609600000,2022-05-27,FILUSDT,7.63,7.74,7.14,7.23,3953282.63,29461509.6591,72829
1653523200000,2022-05-26,FILUSDT,8.18,8.29,7.32,7.63,4330184.59,33729344.3946,86885
1653436800000,2022-05-25,FILUSDT,8.42,8.6,8.07,8.17,3461938.99,28714293.0479,67296
1653350400000,2022-05-24,FILUSDT,8.17,8.54,8.03,8.42,3915025.88,32612769.9111,81327
1653264000000,2022-05-23,FILUSDT,8.45,9.5,8.02,8.17,5622194.83,49134219.5584,130839
1653177600000,2022-05-22,FILUSDT,8.17,8.51,8.02,8.45,1814799.7,15064132.7525,43541
1653091200000,2022-05-21,FILUSDT,7.93,8.34,7.75,8.17,1865572.25,15010236.4622,44115
1653004800000,2022-05-20,FILUSDT,8.21,8.34,7.68,7.93,2228052.49,17978517.6694,58902
1652918400000,2022-05-19,FILUSDT,7.61,8.31,7.38,8.21,3622523.24,28526242.28,87769
1652832000000,2022-05-18,FILUSDT,8.57,8.72,7.48,7.61,3188987.76,25735799.6456,80073
1652745600000,2022-05-17,FILUSDT,8.31,8.9,8.19,8.58,3046085.88,26037790.1313,73865
1652659200000,2022-05-16,FILUSDT,9.17,9.17,8.2,8.3,3268099.78,27815906.9483,82837
1652572800000,2022-05-15,FILUSDT,8.82,9.27,8.47,9.16,3149996.92,27740331.6515,79640
1652486400000,2022-05-14,FILUSDT,8.74,9.12,8.03,8.81,4254444.55,36545241.2115,106378
1652400000000,2022-05-13,FILUSDT,8.11,9.48,7.88,8.75,8475641.13,74428031.3592,193299
1652313600000,2022-05-12,FILUSDT,8.6,9.06,6.71,8.11,14215691.57,111143320.7496,368620
1652227200000,2022-05-11,FILUSDT,11.37,12.0,8.18,8.62,13342419.8,132094341.902058,363175
1652140800000,2022-05-10,FILUSDT,11.01,13.01,10.53,11.36,8908463.45,103636010.1194,241186
1652054400000,2022-05-09,FILUSDT,13.11,13.3,10.8,11.02,7985764.11,96271323.9351,207417
1651968000000,2022-05-08,FILUSDT,13.25,13.45,12.85,13.1,4180899.03,54943003.2421,99252
1651881600000,2022-05-07,FILUSDT,13.87,13.94,12.8,13.25,2971261.38,40285663.3317,85800
1651795200000,2022-05-06,FILUSDT,13.98,14.18,13.35,13.87,3793650.69,52186350.4256,114584
1651708800000,2022-05-05,FILUSDT,15.73,15.87,13.31,13.99,6707379.77,96878286.18,201872
1651622400000,2022-05-04,FILUSDT,14.63,15.96,14.55,15.72,3867380.04,58186062.536,103663
1651536000000,2022-05-03,FILUSDT,14.62,14.98,14.23,14.62,2628147.41,38578087.4883,67536
1651449600000,2022-05-02,FILUSDT,15.12,15.29,14.11,14.62,3993551.58,59254069.6192,108957
1651363200000,2022-05-01,FILUSDT,14.24,15.68,13.87,15.12,8518793.72,125735217.7505,208949
1651276800000,2022-04-30,FILUSDT,17.32,18.04,11.85,14.23,8392214.1,127488690.8259,235606
1651190400000,2022-04-29,FILUSDT,18.09,18.2,17.0,17.31,2764164.6,48335744.0569,90301
1651104000000,2022-04-28,FILUSDT,17.71,18.51,17.49,18.09,2689342.43,48215655.107,95870
1651017600000,2022-04-27,FILUSDT,17.3,18.02,17.22,17.7,1893732.32,33447580.9671,72349
1650931200000,2022-04-26,FILUSDT,18.64,18.77,17.0,17.29,2774561.76,50011198.0114,97349
1650844800000,2022-04-25,FILUSDT,18.92,18.95,17.44,18.63,3841968.33,69688218.9756,130477
1650758400000,2022-04-24,FILUSDT,18.93,19.39,18.64,18.91,1815747.38,34533265.341,69996
1650672000000,2022-04-23,FILUSDT,19.3,19.57,18.78,18.93,2218729.45,42567980.0064,75360
1650585600000,2022-04-22,FILUSDT,18.85,19.52,18.7,19.29,2858403.97,54489852.3841,102008
1650499200000,2022-04-21,FILUSDT,19.61,20.26,18.5,18.85,3825308.0,75066390.6476,141517
1650412800000,2022-04-20,FILUSDT,20.42,20.72,19.38,19.61,3597326.57,72064771.7259,123915
1650326400000,2022-04-19,FILUSDT,19.63,21.17,19.38,20.42,3645269.28,73372954.2021,138117
1650240000000,2022-04-18,FILUSDT,19.7,19.94,18.43,19.63,3998429.03,76696274.0103,173187
1650153600000,2022-04-17,FILUSDT,21.67,21.8,19.56,19.7,4512968.88,94162460.6867,184486
1650067200000,2022-04-16,FILUSDT,19.05,22.15,18.86,21.66,3587451.86,73355848.686,158540
1649980800000,2022-04-15,FILUSDT,18.69,19.21,18.66,19.05,1268736.26,24057042.1261,60221
1649894400000,2022-04-14,FILUSDT,19.41,19.79,18.45,18.68,1927347.81,36881312.9062,81064
1649808000000,2022-04-13,FILUSDT,19.45,19.58,18.73,19.4,1806692.16,34802916.6297,78731
1649721600000,2022-04-12,FILUSDT,18.31,19.71,18.27,19.45,2974722.99,56532197.3753,121940
1649635200000,2022-04-11,FILUSDT,21.02,21.07,18.0,18.31,3817296.03,73966299.0993,152681
1649548800000,2022-04-10,FILUSDT,21.71,21.85,20.81,21.02,1593516.59,34139886.5258,63228
1649462400000,2022-04-09,FILUSDT,21.3,21.75,21.15,21.72,1550621.07,33330713.9564,61469
1649376000000,2022-04-08,FILUSDT,22.47,22.94,21.0,21.31,3529234.59,78073913.0783,133718
1649289600000,2022-04-07,FILUSDT,21.75,22.7,21.42,22.47,3415609.24,75686389.7277,129435
1649203200000,2022-04-06,FILUSDT,24.89,24.9,21.54,21.75,5895792.15,139002676.1773,251844
1649116800000,2022-04-05,FILUSDT,25.26,26.57,24.51,24.88,6633568.72,170086807.5947,286803
1649030400000,2022-04-04,FILUSDT,25.43,25.77,23.65,25.25,4759506.64,118712358.0634,202782
1648944000000,2022-04-03,FILUSDT,23.94,25.89,23.6,25.43,3885301.71,96392083.0208,163774
1648857600000,2022-04-02,FILUSDT,25.52,26.76,23.75,23.94,4579299.81,115989755.8969,217890
1648771200000,2022-04-01,FILUSDT,24.46,26.16,22.89,25.53,6112821.89,147611402.2607,261972
1648684800000,2022-03-31,FILUSDT,25.9,27.55,24.05,24.45,6640586.86,169309617.3376,293187
1648598400000,2022-03-30,FILUSDT,26.36,26.6,24.7,25.9,5743426.76,148219286.3885,265427
1648512000000,2022-03-29,FILUSDT,25.31,28.15,24.88,26.36,10608415.13,280847646.0966,503808
1648425600000,2022-03-28,FILUSDT,23.69,27.85,23.45,25.31,16392389.06,413944676.516,770426
1648339200000,2022-03-27,FILUSDT,19.43,24.1,18.92,23.7,7884627.76,169033071.8444,337753
1648252800000,2022-03-26,FILUSDT,18.84,19.45,18.63,19.43,1333797.04,25290348.8003,54524
1648166400000,2022-03-25,FILUSDT,19.6,19.69,18.36,18.84,2369371.2,45458368.0557,92760
1648080000000,2022-03-24,FILUSDT,19.33,19.83,18.9,19.61,3115234.95,60399816.491,116598
1647993600000,2022-03-23,FILUSDT,18.3,19.64,18.28,19.33,3646378.01,69518697.4867,137193
1647907200000,2022-03-22,FILUSDT,17.83,18.7,17.75,18.3,2249679.19,41187566.98,89352
1647820800000,2022-03-21,FILUSDT,17.65,17.99,17.34,17.83,1424116.17,25257495.0036,53527
1647734400000,2022-03-20,FILUSDT,18.22,18.29,17.21,17.64,1600180.37,28479496.7598,61752
1647648000000,2022-03-19,FILUSDT,17.61,18.4,17.56,18.21,1890958.07,34076001.12,76681
1647561600000,2022-03-18,FILUSDT,17.44,17.84,17.08,17.61,1319665.72,22956526.928,47922
1647475200000,2022-03-17,FILUSDT,17.43,17.8,17.23,17.43,1211744.76,21209450.7476,43770
1647388800000,2022-03-16,FILUSDT,16.81,17.5,16.73,17.42,1913267.23,32700661.091,72786
1647302400000,2022-03-15,FILUSDT,17.46,17.51,16.5,16.8,1609681.89,27162021.2746,63844
1647216000000,2022-03-14,FILUSDT,17.25,17.7,17.06,17.46,1038261.16,18027382.4604,43129
1647129600000,2022-03-13,FILUSDT,17.72,18.07,17.03,17.24,1002205.46,17705076.2927,43587
1647043200000,2022-03-12,FILUSDT,17.37,19.38,17.33,17.71,1691759.9,30574764.7711,76122
1646956800000,2022-03-11,FILUSDT,17.9,18.06,17.16,17.37,1238992.44,21823244.1569,54855
1646870400000,2022-03-10,FILUSDT,18.83,18.87,17.31,17.89,1863671.05,33327336.8481,87169
1646784000000,2022-03-09,FILUSDT,18.03,19.28,17.96,18.82,1976844.49,36929514.7066,76603
1646697600000,2022-03-08,FILUSDT,17.83,18.33,17.67,18.03,1666749.94,30032179.9949,63279
1646611200000,2022-03-07,FILUSDT,18.46,18.91,17.11,17.82,2504402.05,45236413.6741,98785
1646524800000,2022-03-06,FILUSDT,19.09,19.29,18.33,18.45,1250798.8,23479213.817,49803
1646438400000,2022-03-05,FILUSDT,18.82,19.23,18.25,19.09,1158437.18,21817127.6006,50057
1646352000000,2022-03-04,FILUSDT,20.13,20.3,18.47,18.81,2447686.82,47456432.7634,98036
1646265600000,2022-03-03,FILUSDT,20.75,20.97,19.54,20.13,1793049.5,36227681.3181,71796
1646179200000,2022-03-02,FILUSDT,20.97,21.68,20.2,20.74,2787048.44,58425429.1938,135922
1646092800000,2022-03-01,FILUSDT,21.7,22.28,20.52,20.96,3582499.02,76446367.693,148419
1646006400000,2022-02-28,FILUSDT,20.37,21.94,19.7,21.7,4320671.67,89282936.3043,178738
1645920000000,2022-02-27,FILUSDT,19.06,21.35,18.4,20.36,4526069.09,91200112.8159,201152
1645833600000,2022-02-26,FILUSDT,18.93,19.47,18.53,19.06,1707971.22,32531896.6378,72428
1645747200000,2022-02-25,FILUSDT,18.43,19.21,18.1,18.93,2213789.51,41182164.7174,99781
1645660800000,2022-02-24,FILUSDT,18.45,18.87,16.73,18.43,4737448.72,83036873.2833,201103
1645574400000,2022-02-23,FILUSDT,19.18,19.61,18.41,18.45,2192827.2,41880265.4353,84385
1645488000000,2022-02-22,FILUSDT,18.63,19.25,18.05,19.17,3201322.13,59891084.9892,111492
1645401600000,2022-02-21,FILUSDT,19.8,20.48,18.51,18.63,3334156.89,65427976.2857,123163
1645315200000,2022-02-20,FILUSDT,20.81,20.86,19.34,19.79,2401819.34,47796239.4973,92373
1645228800000,2022-02-19,FILUSDT,21.03,21.27,20.07,20.81,2119259.88,43877706.4609,84699
1645142400000,2022-02-18,FILUSDT,20.54,21.37,20.13,21.02,3412814.47,70771588.8933,138358
1645056000000,2022-02-17,FILUSDT,23.06,23.4,20.17,20.53,4408599.82,96911650.3901,176511
1644969600000,2022-02-16,FILUSDT,22.35,23.58,21.51,23.06,3510522.27,79011138.4174,152483
1644883200000,2022-02-15,FILUSDT,20.72,22.53,20.66,22.35,2335274.44,50617490.066,96231
1644796800000,2022-02-14,FILUSDT,20.57,21.08,19.92,20.71,2057462.28,41989014.6297,88196
1644710400000,2022-02-13,FILUSDT,20.88,21.2,20.42,20.57,1680580.4,35004736.4717,75591
1644624000000,2022-02-12,FILUSDT,21.09,21.39,20.28,20.87,2753205.02,57458889.8469,122628
1644537600000,2022-02-11,FILUSDT,23.15,23.39,20.83,21.1,2941348.76,66571623.223,133977
1644451200000,2022-02-10,FILUSDT,24.29,24.79,22.8,23.14,4351076.0,103618680.7937,196178
1644364800000,2022-02-09,FILUSDT,24.63,24.85,23.43,24.29,3145848.53,75808111.2941,145731
1644278400000,2022-02-08,FILUSDT,24.51,26.68,23.12,24.62,6014022.0329,147419055.8834,280545
1644192000000,2022-02-07,FILUSDT,22.45,24.75,22.05,24.52,4295778.18,100480563.1917,181859
1644105600000,2022-02-06,FILUSDT,21.99,22.64,21.56,22.45,2376103.68,52535487.0556,100414
1644019200000,2022-02-05,FILUSDT,21.63,22.81,21.35,21.98,2422547.38,53495875.7248,116758
1643932800000,2022-02-04,FILUSDT,20.35,21.72,20.19,21.62,3257469.49,68067166.3947,124428
1643846400000,2022-02-03,FILUSDT,20.18,20.57,19.54,20.35,2225800.31,44711769.5516,107417
1643760000000,2022-02-02,FILUSDT,20.9,21.45,19.95,20.17,2902063.46,60019857.4012,139615
1643673600000,2022-02-01,FILUSDT,21.29,21.59,20.58,20.89,1989948.26,41921754.7067,117886
1643587200000,2022-01-31,FILUSDT,19.82,21.9,18.97,21.29,3160362.28,64166254.6022,167772
1643500800000,2022-01-30,FILUSDT,20.28,20.88,19.47,19.82,2320536.98,46891501.7446,126509
1643414400000,2022-01-29,FILUSDT,19.61,20.78,19.37,20.28,3073353.32,62042363.2278,164280
1643328000000,2022-01-28,FILUSDT,19.2,19.85,18.5,19.61,3466445.34,66182227.4411,179390
1643241600000,2022-01-27,FILUSDT,19.27,19.99,18.07,19.2,4062372.75,76828307.9956,213632
1643155200000,2022-01-26,FILUSDT,18.16,20.43,18.0,19.27,5235012.48,100150589.6532,252094
1643068800000,2022-01-25,FILUSDT,18.41,18.56,17.72,18.15,3342227.41,60575251.7038,160780
1642982400000,2022-01-24,FILUSDT,19.49,19.5,16.82,18.42,7906275.78,140573845.9574,311530
1642896000000,2022-01-23,FILUSDT,19.01,20.27,18.36,19.49,4418430.59,85234654.7213,196794
1642809600000,2022-01-22,FILUSDT,21.96,22.65,16.97,19.01,9930877.3971,194754104.795002,427276
1642723200000,2022-01-21,FILUSDT,26.19,26.58,21.12,21.97,5829037.998,138719116.218936,337216
1642636800000,2022-01-20,FILUSDT,27.62,28.7,26.0,26.18,1885125.08,52011570.8603,119163
1642550400000,2022-01-19,FILUSDT,28.47,28.71,27.21,27.61,1967639.26,54921177.7631,118746
1642464000000,2022-01-18,FILUSDT,28.98,29.33,27.66,28.47,2244706.75,63499207.441,130880
1642377600000,2022-01-17,FILUSDT,30.38,30.46,28.52,28.97,1862779.85,54817543.9795,126066
1642291200000,2022-01-16,FILUSDT,29.66,31.48,29.61,30.38,2156207.69,65565442.4124,124360
1642204800000,2022-01-15,FILUSDT,29.72,30.6,29.31,29.66,1783099.52,53326961.019,111586
1642118400000,2022-01-14,FILUSDT,28.51,29.87,28.02,29.72,2835853.06,82060262.6818,138704
1642032000000,2022-01-13,FILUSDT,30.77,30.86,28.39,28.51,2774618.79,82507803.7453,136723
1641945600000,2022-01-12,FILUSDT,28.88,30.89,28.48,30.77,2646386.98,78797871.3591,134435
1641859200000,2022-01-11,FILUSDT,28.13,29.26,27.8,28.88,2254699.0,64266208.8741,111102
1641772800000,2022-01-10,FILUSDT,30.21,30.37,26.32,28.12,4810957.6824,135688750.075017,214804
1641686400000,2022-01-09,FILUSDT,29.46,31.08,29.26,30.21,2346159.75,70652028.802,129668
1641600000000,2022-01-08,FILUSDT,31.55,32.2,28.35,29.46,3407384.0656,102911332.16916,201141
1641513600000,2022-01-07,FILUSDT,32.98,33.05,29.75,31.54,4986731.61,155401326.730642,300117
1641427200000,2022-01-06,FILUSDT,33.15,33.5,32.05,32.98,3799196.1,124529500.4004,215375
1641340800000,2022-01-05,FILUSDT,36.17,38.5,31.05,33.15,6108216.3217,218907032.65539,381285
1641254400000,2022-01-04,FILUSDT,35.08,38.23,34.42,36.17,4462337.27,163143891.6555,261039
1641168000000,2022-01-03,FILUSDT,35.74,35.76,34.37,35.08,1992032.92,69883450.2855,105089
1641081600000,2022-01-02,FILUSDT,35.89,36.5,35.2,35.74,1908969.09,68242197.4904,95873
1640995200000,2022-01-01,FILUSDT,34.25,35.99,34.24,35.88,1616700.27,56573673.0494,86276
1640908800000,2021-12-31,FILUSDT,34.94,35.73,33.5,34.24,3112798.52,108668372.9342,157948
1640822400000,2021-12-30,FILUSDT,34.21,35.83,33.29,34.94,3190390.63,110752547.2115,162101
1640736000000,2021-12-29,FILUSDT,36.26,36.76,33.85,34.22,3574478.26,126168592.0844,185215
1640649600000,2021-12-28,FILUSDT,39.22,39.84,35.83,36.26,5909591.92,223200585.373,300887
1640563200000,2021-12-27,FILUSDT,37.29,41.27,36.91,39.22,4898369.48,191340817.8679,292646
1640476800000,2021-12-26,FILUSDT,37.01,37.71,35.52,37.28,2459649.24,89748967.1281,139376
1640390400000,2021-12-25,FILUSDT,36.46,37.3,36.18,37.0,1798246.82,65946312.3301,101493
1640304000000,2021-12-24,FILUSDT,37.36,37.74,36.0,36.45,2588675.69,95667827.6839,152613
1640217600000,2021-12-23,FILUSDT,35.63,38.07,35.13,37.36,3077010.51,111871983.4932,194148
1640131200000,2021-12-22,FILUSDT,35.3,36.45,34.88,35.63,3360745.83,120406487.7256,178567
1640044800000,2021-12-21,FILUSDT,34.85,36.2,34.31,35.31,2165381.68,76102416.4875,109370
1639958400000,2021-12-20,FILUSDT,35.79,35.94,33.83,34.85,2748910.03,95534032.6994,138005
1639872000000,2021-12-19,FILUSDT,36.36,36.7,35.73,35.79,1436532.9,52067789.6913,75036
1639785600000,2021-12-18,FILUSDT,35.64,36.78,35.25,36.36,1822569.03,65790258.6961,105769
1639699200000,2021-12-17,FILUSDT,37.21,38.99,35.33,35.64,4449900.99,163945715.21,213812
1639612800000,2021-12-16,FILUSDT,38.21,38.53,36.95,37.21,1986193.15,75155871.4977,123552
1639526400000,2021-12-15,FILUSDT,36.73,38.9,35.61,38.21,3444393.33,127770916.7601,203941
1639440000000,2021-12-14,FILUSDT,35.87,37.3,35.21,36.72,2850145.23,103458020.0911,165439
1639353600000,2021-12-13,FILUSDT,39.68,40.02,35.23,35.87,4044779.54,151836202.9538,218263
1639267200000,2021-12-12,FILUSDT,40.42,40.52,38.69,39.67,1938174.44,76902556.9223,103389
1639180800000,2021-12-11,FILUSDT,39.83,40.51,38.66,40.42,3471155.09,136708582.4774,188500
1639094400000,2021-12-10,FILUSDT,37.48,41.38,37.41,39.83,6344647.07,251226896.9003,318537
1639008000000,2021-12-09,FILUSDT,41.37,41.62,37.0,37.48,4101940.99,160729576.859,200408
1638921600000,2021-12-08,FILUSDT,39.13,43.61,38.8,41.37,6432824.29,265749579.7942,361365
1638835200000,2021-12-07,FILUSDT,38.73,39.99,38.53,39.13,3533604.81,138690078.6644,190977
1638748800000,2021-12-06,FILUSDT,39.1,39.13,35.52,38.72,6711419.93,251897392.8727,320077
1638662400000,2021-12-05,FILUSDT,41.01,41.74,36.89,39.1,6915456.27,272483100.5156,337139
1638576000000,2021-12-04,FILUSDT,49.7,49.75,32.67,41.01,22461581.3113,874011089.4702129,968719
1638489600000,2021-12-03,FILUSDT,53.76,53.88,48.28,49.7,4723536.88,241292002.302411,292500
1638403200000,2021-12-02,FILUSDT,54.37,54.37,52.59,53.75,2672585.21,142988495.5946,179832
1638316800000,2021-12-01,FILUSDT,53.74,55.81,53.56,54.37,3297897.35,180283332.3484,229227
1638230400000,2021-11-30,FILUSDT,54.63,55.65,53.08,53.73,4139918.74,224382771.3346,294077
1638144000000,2021-11-29,FILUSDT,56.46,57.2,53.84,54.64,3114670.5,172519827.8384,237796
1638057600000,2021-11-28,FILUSDT,57.74,57.82,52.44,56.46,5269060.65,290719924.5879,385361
1637971200000,2021-11-27,FILUSDT,52.8,59.48,52.57,57.73,6964536.33,397360481.5426,543213
1637884800000,2021-11-26,FILUSDT,55.37,59.49,51.2,52.8,10313927.01,564176693.9492,732330
1637798400000,2021-11-25,FILUSDT,50.62,56.05,49.8,55.36,4916686.36,260944470.3007,333404
1637712000000,2021-11-24,FILUSDT,51.73,51.91,48.62,50.62,3405895.93,170435859.0342,201678
1637625600000,2021-11-23,FILUSDT,51.76,52.13,50.34,51.73,3303185.78,169841857.7897,219001
1637539200000,2021-11-22,FILUSDT,53.16,53.41,51.38,51.76,4187954.11,218643278.101,267189
1637452800000,2021-11-21,FILUSDT,54.4,54.5,53.0,53.15,2650407.44,142136998.5036,160323
1637366400000,2021-11-20,FILUSDT,53.73,55.23,52.22,54.39,3050125.3,163835233.8272,209071
1637280000000,2021-11-19,FILUSDT,51.71,54.48,51.13,53.73,4362909.14,231302957.2481,272142
1637193600000,2021-11-18,FILUSDT,56.13,58.2,48.53,51.71,11467744.6133,605973186.827098,660040
1637107200000,2021-11-17,FILUSDT,56.16,56.83,54.08,56.14,5019620.79,278266970.4508,326155
1637020800000,2021-11-16,FILUSDT,60.94,60.94,52.0,56.15,9225266.02,524455637.7335,620527
1636934400000,2021-11-15,FILUSDT,62.54,63.42,60.17,60.94,2662947.96,165316522.7719,206927
1636848000000,2021-11-14,FILUSDT,62.92,63.49,61.02,62.55,2055033.9,128064917.4128,156220
1636761600000,2021-11-13,FILUSDT,62.89,63.67,62.23,62.92,2014458.68,126647142.1696,168255
1636675200000,2021-11-12,FILUSDT,62.76,65.5,61.11,62.9,4427610.06,279479015.8702,370304
1636588800000,2021-11-11,FILUSDT,63.46,64.5,61.73,62.76,3213415.05,203717230.6894,290481
1636502400000,2021-11-10,FILUSDT,66.71,69.64,58.53,63.46,7646788.9,505523542.1736,708670
1636416000000,2021-11-09,FILUSDT,64.25,69.18,63.48,66.7,6527662.11,434120943.0968,612748
1636329600000,2021-11-08,FILUSDT,62.56,64.9,62.27,64.26,3303467.72,209411321.8553,265025
1636243200000,2021-11-07,FILUSDT,61.9,62.61,61.11,62.56,2390899.1,147866331.7384,173896
1636156800000,2021-11-06,FILUSDT,63.49,63.68,58.0,61.89,4288703.26,263014377.8702,317959
1636070400000,2021-11-05,FILUSDT,62.45,64.4,61.3,63.48,2921355.03,183734173.0479,256283
1635984000000,2021-11-04,FILUSDT,64.01,64.49,61.1,62.45,2315593.53,144969460.3119,213035
1635897600000,2021-11-03,FILUSDT,64.63,65.9,61.5,64.01,3618156.51,230476450.4592,315402
1635811200000,2021-11-02,FILUSDT,63.89,66.46,63.44,64.63,2853130.66,185213487.4293,269027
1635724800000,2021-11-01,FILUSDT,64.41,64.5,60.6,63.88,2488354.0,156197888.7104,240373
1635638400000,2021-10-31,FILUSDT,61.48,66.76,59.23,64.4,5987084.24,377818789.7529,579404
