https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1690934400000,2023-08-02 00:00:00,SOL/USD,24.041,24.232,22.878,23.174,12954.095776,300198.215513024
1690848000000,2023-08-01 00:00:00,SOL/USD,23.714,24.041,22.8,24.041,26924.157805,647283.677790005
1690761600000,2023-07-31 00:00:00,SOL/USD,24.261,24.783,23.54,23.714,22097.446455,524018.84523387
1690675200000,2023-07-30 00:00:00,SOL/USD,25.158,25.207,23.57,24.261,20738.896126,503146.358912886
1690588800000,2023-07-29 00:00:00,SOL/USD,24.817,25.383,24.759,25.158,5084.297051,127910.74520905799
1690502400000,2023-07-28 00:00:00,SOL/USD,25.093,26.0,24.55,24.817,6794.827417,168627.23200768902
1690416000000,2023-07-27 00:00:00,SOL/USD,25.082,25.644,24.681,25.093,31321.830831,785958.701042283
1690329600000,2023-07-26 00:00:00,SOL/USD,23.297,25.649,23.194,25.082,18674.955392,468405.231142144
1690243200000,2023-07-25 00:00:00,SOL/USD,23.421,23.566,22.749,23.297,23604.022714,549902.917168058
1690156800000,2023-07-24 00:00:00,SOL/USD,24.765,24.822,22.94,23.421,24672.778016,577861.133912736
1690070400000,2023-07-23 00:00:00,SOL/USD,24.524,25.27,24.184,24.765,12557.944148,310997.48682522
1689984000000,2023-07-22 00:00:00,SOL/USD,25.478,25.958,24.271,24.524,9637.247263,236343.851877812
1689897600000,2023-07-21 00:00:00,SOL/USD,25.553,26.118,25.279,25.478,20475.516828,521675.217743784
1689811200000,2023-07-20 00:00:00,SOL/USD,26.47,27.368,25.159,25.553,41241.22206,1053836.94729918
1689724800000,2023-07-19 00:00:00,SOL/USD,25.568,26.99,25.409,26.47,28053.968138,742588.5366128599
1689638400000,2023-07-18 00:00:00,SOL/USD,26.815,27.073,24.8,25.568,23466.916496,600002.1209697281
1689552000000,2023-07-17 00:00:00,SOL/USD,27.352,28.46,25.637,26.815,21307.39221,571357.72211115
1689465600000,2023-07-16 00:00:00,SOL/USD,27.5,28.648,26.496,27.352,12938.085734,353882.520996368
1689379200000,2023-07-15 00:00:00,SOL/USD,26.754,29.114,26.511,27.5,23898.823021,657217.6330775
1689292800000,2023-07-14 00:00:00,SOL/USD,26.087,32.0,25.3,26.754,85275.290861,2281455.131695194
1689206400000,2023-07-13 00:00:00,SOL/USD,21.959,26.82,21.45,26.087,84733.850368,2210451.9545500157
1689120000000,2023-07-12 00:00:00,SOL/USD,22.085,22.87,21.744,21.959,20253.027038,444736.220727442
1689033600000,2023-07-11 00:00:00,SOL/USD,21.304,22.374,21.223,22.085,13564.533328,299572.71854888
1688947200000,2023-07-10 00:00:00,SOL/USD,21.38,21.759,20.492,21.304,13627.51411,290320.56059943995
1688860800000,2023-07-09 00:00:00,SOL/USD,21.836,22.353,21.021,21.38,9336.198462,199607.92311755999
1688774400000,2023-07-08 00:00:00,SOL/USD,21.632,22.48,21.394,21.836,16776.83022,366338.86468392
1688688000000,2023-07-07 00:00:00,SOL/USD,19.865,21.97,19.5,21.632,30268.30333,654763.93763456
1688601600000,2023-07-06 00:00:00,SOL/USD,18.989,20.995,18.89,19.865,28382.064741,563809.7160799649
1688515200000,2023-07-05 00:00:00,SOL/USD,19.165,19.393,18.354,18.989,10565.850919,200634.94310089102
1688428800000,2023-07-04 00:00:00,SOL/USD,19.258,19.9,19.083,19.165,9858.296387,188934.250256855
1688342400000,2023-07-03 00:00:00,SOL/USD,19.57,19.655,18.996,19.258,17770.629846,342226.789574268
1688256000000,2023-07-02 00:00:00,SOL/USD,18.787,19.842,18.589,19.57,7255.847549,141996.93653393
1688169600000,2023-07-01 00:00:00,SOL/USD,18.985,19.085,18.049,18.787,8638.620225,162293.758167075
1688083200000,2023-06-30 00:00:00,SOL/USD,17.97,20.0,17.2,18.985,30499.758241,579037.910205385
1687996800000,2023-06-29 00:00:00,SOL/USD,15.969,18.266,15.896,17.97,15925.856216,286187.63620152
1687910400000,2023-06-28 00:00:00,SOL/USD,16.637,16.637,15.623,15.969,18432.23775,294344.40462975
1687824000000,2023-06-27 00:00:00,SOL/USD,16.278,16.94,16.233,16.637,47485.160519,790010.6155546029
1687737600000,2023-06-26 00:00:00,SOL/USD,17.017,17.108,15.935,16.278,19234.034879,313091.61976036197
1687651200000,2023-06-25 00:00:00,SOL/USD,16.759,17.379,16.624,17.017,3343.805422,56901.536866174
1687564800000,2023-06-24 00:00:00,SOL/USD,17.143,17.533,16.511,16.759,13594.146664,227824.303941976
1687478400000,2023-06-23 00:00:00,SOL/USD,16.763,17.562,16.19,17.143,12713.345448,217944.88101506402
1687392000000,2023-06-22 00:00:00,SOL/USD,17.268,17.788,16.76,16.763,20899.246257,350334.065006091
1687305600000,2023-06-21 00:00:00,SOL/USD,16.63,17.408,16.578,17.268,22134.482759,382218.248282412
1687219200000,2023-06-20 00:00:00,SOL/USD,16.126,16.688,15.74,16.63,27765.222537,461735.65079031
1687132800000,2023-06-19 00:00:00,SOL/USD,15.45,16.126,15.418,16.126,12340.639721,199005.156140846
1687046400000,2023-06-18 00:00:00,SOL/USD,15.711,15.881,15.402,15.45,4255.001064,65739.7664388
