https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USD
1694908800,2023-09-17 00:00:00,UNI/USD,4.33000,4.33000,4.25799,4.25799,6070.26473011,25847.12651816108
1694822400,2023-09-16 00:00:00,UNI/USD,4.32599,4.38101,4.32376,4.33399,2502.32515582,10845.052202072322
1694736000,2023-09-15 00:00:00,UNI/USD,4.32008,4.32008,4.27299,4.28000,2524.90838843,10806.6079024804
1694649600,2023-09-14 00:00:00,UNI/USD,4.30099,4.32376,4.25999,4.28501,3189.37742458,13666.514158099546
1694563200,2023-09-13 00:00:00,UNI/USD,4.29999,4.29999,4.25200,4.25200,5258.84914367,22360.626558884836
1694476800,2023-09-12 00:00:00,UNI/USD,4.11200,4.26999,4.10799,4.24899,5042.53420435,21425.67740894111
1694390400,2023-09-11 00:00:00,UNI/USD,4.20199,4.20199,4.04040,4.04040,9413.04799063,38032.47910134146
1694304000,2023-09-10 00:00:00,UNI/USD,4.28397,4.28411,4.13100,4.22100,8239.38327495,34778.43680356395
1694217600,2023-09-09 00:00:00,UNI/USD,4.35210,4.36599,4.31339,4.31339,8364.04572011,36077.39116866527
1694131200,2023-09-08 00:00:00,UNI/USD,4.33399,4.38002,4.33399,4.36100,8442.89488236,36819.46458197196
1694044800,2023-09-07 00:00:00,UNI/USD,4.43290,4.49095,4.42099,4.49095,2234.74219568,10036.115463689095
1693958400,2023-09-06 00:00:00,UNI/USD,4.38199,4.42294,4.38199,4.42100,2646.47870090,11700.0823366789
1693872000,2023-09-05 00:00:00,UNI/USD,4.36605,4.37598,4.30499,4.37200,5208.43814252,22771.29155909744
1693785600,2023-09-04 00:00:00,UNI/USD,4.42258,4.42699,4.38899,4.42699,85.89801457,380.2696515212443
1693699200,2023-09-03 00:00:00,UNI/USD,4.37300,4.46100,4.37300,4.40700,3257.89541569,14357.54509694583
1693612800,2023-09-02 00:00:00,UNI/USD,4.28990,4.38999,4.28990,4.33159,61.40533610,265.982739797399
1693526400,2023-09-01 00:00:00,UNI/USD,4.39363,4.39363,4.25000,4.25682,20569.93309889,87562.50261401694
1693440000,2023-08-31 00:00:00,UNI/USD,4.62600,4.62600,4.34596,4.37292,23641.16401871,103380.91896069732
1693353600,2023-08-30 00:00:00,UNI/USD,4.79730,4.79730,4.64000,4.64000,58845.29579812,273042.1725032768
1693267200,2023-08-29 00:00:00,UNI/USD,4.67500,4.84900,4.58200,4.79600,41175.33149902,197476.88986929995
1693180800,2023-08-28 00:00:00,UNI/USD,4.60499,4.68600,4.60499,4.67700,2288.80737602,10704.75209764554
1693094400,2023-08-27 00:00:00,UNI/USD,4.64900,4.67290,4.64900,4.67253,1534.86960929,7171.724295495804
1693008000,2023-08-26 00:00:00,UNI/USD,4.56195,4.64200,4.54706,4.62089,8713.97544242,40266.32198212416
1692921600,2023-08-25 00:00:00,UNI/USD,4.63900,4.63900,4.52300,4.57183,34633.47826537,158338.37493796655
1692835200,2023-08-24 00:00:00,UNI/USD,4.75600,4.81200,4.61600,4.64873,63631.83994161,295807.2432917606
1692748800,2023-08-23 00:00:00,UNI/USD,4.68300,4.84200,4.65600,4.75800,79233.90466337,376994.9183883145
1692662400,2023-08-22 00:00:00,UNI/USD,4.76672,4.77400,4.55700,4.66700,90950.98431925,424468.2438179397
1692576000,2023-08-21 00:00:00,UNI/USD,4.89900,4.89900,4.75400,4.76500,32836.13926470,156464.2035962955
1692489600,2023-08-20 00:00:00,UNI/USD,4.91101,4.91901,4.86433,4.88773,10960.78874842,53573.37598931489
1692403200,2023-08-19 00:00:00,UNI/USD,4.91800,4.95972,4.85969,4.90500,11744.99990223,57609.224520438154
1692316800,2023-08-18 00:00:00,UNI/USD,4.97201,5.03399,4.90300,4.90700,16584.88004072,81382.00635981304
1692230400,2023-08-17 00:00:00,UNI/USD,5.43000,5.46300,4.56743,4.97150,10397.77518229,51692.53931875474
1692144000,2023-08-16 00:00:00,UNI/USD,5.93499,5.93499,5.32443,5.41500,17062.72974991,92394.68159576264
1692057600,2023-08-15 00:00:00,UNI/USD,6.25818,6.27612,5.94201,5.94201,4692.64052062,27883.716899929244
1691971200,2023-08-14 00:00:00,UNI/USD,6.17611,6.35817,6.17611,6.24118,2274.80161032,14197.446314296976
1691884800,2023-08-13 00:00:00,UNI/USD,6.13512,6.13893,6.12401,6.13893,14.73069153,90.4306841542629
1691798400,2023-08-12 00:00:00,UNI/USD,6.21502,6.21502,6.16494,6.16494,18.65453382,115.0040817282708
1691712000,2023-08-11 00:00:00,UNI/USD,6.16042,6.17399,6.11701,6.11701,654.33645440,4002.582634929344
1691625600,2023-08-10 00:00:00,UNI/USD,6.22990,6.30059,6.18649,6.18649,2237.20649166,13840.455588589675
1691539200,2023-08-09 00:00:00,UNI/USD,6.06907,6.24799,6.06907,6.24799,1087.38683426,6793.982066588136
1691452800,2023-08-08 00:00:00,UNI/USD,5.90760,6.10498,5.89954,6.07600,4604.87574459,27979.22502412884
1691366400,2023-08-07 00:00:00,UNI/USD,5.91098,5.91098,5.81701,5.81701,612.35150925,3562.0548528223426
1691280000,2023-08-06 00:00:00,UNI/USD,6.14300,6.14300,5.95500,5.99712,821.57074861,4927.058367904003
1691193600,2023-08-05 00:00:00,UNI/USD,5.99000,6.07887,5.95910,6.07887,1959.78359259,11913.269687487573
1691107200,2023-08-04 00:00:00,UNI/USD,6.07639,6.17273,6.02401,6.02401,1025.38034664,6176.901461962826
1691020800,2023-08-03 00:00:00,UNI/USD,6.14599,6.21200,6.06201,6.06201,1004.52411190,6089.435211578919
1690934400,2023-08-02 00:00:00,UNI/USD,6.67510,6.69189,6.13300,6.15300,17603.37322488,108313.55545268663
1690848000,2023-08-01 00:00:00,UNI/USD,6.53303,6.60699,5.44012,6.60699,288.36750869,1905.241246239743
1690761600,2023-07-31 00:00:00,UNI/USD,6.45000,6.59254,6.42101,6.51103,19557.54049239,127339.73287216605
1690675200,2023-07-30 00:00:00,UNI/USD,6.36100,6.42000,6.29992,6.31160,769.35906166,4855.886653573256
1690588800,2023-07-29 00:00:00,UNI/USD,6.04797,6.28605,6.04797,6.28605,279.82618473,1759.0013885220167
1690502400,2023-07-28 00:00:00,UNI/USD,6.01599,6.01599,6.01599,6.01599,29.44762098,177.15659333947022
