https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AAVE,Volume USDT,tradecount
1697328000000,2023-10-15,AAVEUSDT,64.28,64.8,63.79,63.96,25479.0,1635729.96157,15293
1697241600000,2023-10-14,AAVEUSDT,63.7,65.04,63.58,64.27,27521.202,1773595.32406,18063
1697155200000,2023-10-13,AAVEUSDT,62.95,64.7,62.9,63.69,35906.736,2280035.24235,25232
1697068800000,2023-10-12,AAVEUSDT,63.28,64.19,61.74,62.96,43628.291,2739626.15904,32568
1696982400000,2023-10-11,AAVEUSDT,64.1,64.51,62.63,63.29,48717.7,3089201.12459,30025
1696896000000,2023-10-10,AAVEUSDT,63.29,65.0,63.04,64.08,50849.679,3256800.24071,36009
1696809600000,2023-10-09,AAVEUSDT,66.03,66.12,62.0,63.3,60295.997,3865690.98778,45346
1696723200000,2023-10-08,AAVEUSDT,66.72,67.38,65.13,66.04,40382.9,2667690.99732,25634
1696636800000,2023-10-07,AAVEUSDT,68.89,69.22,65.89,66.74,109431.129,7330814.72169,52258
1696550400000,2023-10-06,AAVEUSDT,66.92,69.77,66.89,68.88,126632.492,8623724.78478,59839
1696464000000,2023-10-05,AAVEUSDT,66.67,72.8,66.18,66.91,261926.851,18153489.36651,147651
1696377600000,2023-10-04,AAVEUSDT,65.07,66.82,63.0,66.67,95000.834,6160273.85326,53343
1696291200000,2023-10-03,AAVEUSDT,69.15,70.27,64.5,65.07,117687.037,7874980.92005,71413
1696204800000,2023-10-02,AAVEUSDT,72.24,72.38,68.0,69.15,110759.539,7738225.77532,68457
1696118400000,2023-10-01,AAVEUSDT,67.56,72.4,67.31,72.21,110691.234,7688981.88559,67484
1696032000000,2023-09-30,AAVEUSDT,66.07,68.68,66.01,67.56,92852.311,6263965.21093,41523
1695945600000,2023-09-29,AAVEUSDT,65.68,67.95,64.96,66.06,98883.304,6539863.64429,47317
1695859200000,2023-09-28,AAVEUSDT,60.71,66.9,60.5,65.69,187258.245,12013360.15004,84187
1695772800000,2023-09-27,AAVEUSDT,61.12,62.89,59.87,60.7,64111.006,3942419.10708,39381
1695686400000,2023-09-26,AAVEUSDT,62.26,62.32,60.3,61.12,40862.633,2509332.17678,27798
1695600000000,2023-09-25,AAVEUSDT,61.75,62.97,61.04,62.23,49520.595,3081325.73975,30436
1695513600000,2023-09-24,AAVEUSDT,62.97,63.21,61.46,61.74,38690.807,2416721.94401,23479
1695427200000,2023-09-23,AAVEUSDT,64.36,64.93,62.3,62.97,50537.958,3204807.36858,25063
1695340800000,2023-09-22,AAVEUSDT,62.5,64.57,61.71,64.4,79227.475,5024488.44074,36428
1695254400000,2023-09-21,AAVEUSDT,65.49,66.11,62.09,62.5,106268.29,6773485.30679,54632
1695168000000,2023-09-20,AAVEUSDT,61.84,65.94,61.26,65.5,147045.852,9358312.59822,73342
1695081600000,2023-09-19,AAVEUSDT,60.53,64.5,60.52,61.83,117175.397,7297797.74912,47630
1694995200000,2023-09-18,AAVEUSDT,59.36,62.5,58.18,60.56,99901.421,6086235.3566,52579
1694908800000,2023-09-17,AAVEUSDT,59.17,61.64,57.59,59.34,140248.793,8410757.09777,60402
1694822400000,2023-09-16,AAVEUSDT,55.87,62.83,55.8,59.17,212224.423,12691314.36949,100470
1694736000000,2023-09-15,AAVEUSDT,54.37,56.17,53.93,55.85,49048.324,2688819.22703,24457
1694649600000,2023-09-14,AAVEUSDT,53.59,55.13,53.34,54.37,54604.522,2961695.4632,26616
1694563200000,2023-09-13,AAVEUSDT,53.03,54.66,52.85,53.59,82583.809,4443486.85754,31183
1694476800000,2023-09-12,AAVEUSDT,52.12,54.35,52.05,53.04,61646.805,3286057.89602,26972
1694390400000,2023-09-11,AAVEUSDT,54.02,54.19,51.39,52.12,65524.778,3446475.37447,33030
1694304000000,2023-09-10,AAVEUSDT,56.22,56.22,53.56,54.03,48223.605,2636037.49918,26493
1694217600000,2023-09-09,AAVEUSDT,56.5,56.63,55.94,56.21,19044.222,1073634.3357,9077
1694131200000,2023-09-08,AAVEUSDT,56.33,57.4,55.7,56.5,52037.156,2934530.23324,22347
1694044800000,2023-09-07,AAVEUSDT,55.14,56.5,54.83,56.33,33067.488,1836707.16064,15931
1693958400000,2023-09-06,AAVEUSDT,55.55,55.94,54.02,55.13,49876.875,2747916.81011,19564
1693872000000,2023-09-05,AAVEUSDT,54.7,55.86,54.14,55.54,34650.783,1912919.49644,14827
1693785600000,2023-09-04,AAVEUSDT,54.78,55.58,54.1,54.7,41696.387,2292844.27067,18894
1693699200000,2023-09-03,AAVEUSDT,55.21,55.21,54.08,54.8,26931.782,1473730.74241,13285
1693612800000,2023-09-02,AAVEUSDT,54.53,55.33,53.91,55.22,47191.317,2579088.23735,20980
1693526400000,2023-09-01,AAVEUSDT,55.57,55.87,53.57,54.53,40290.809,2204846.97281,19324
1693440000000,2023-08-31,AAVEUSDT,57.77,57.99,54.21,55.56,65051.241,3660470.94725,32201
1693353600000,2023-08-30,AAVEUSDT,59.58,59.66,57.35,57.77,44318.921,2589164.10104,24622
1693267200000,2023-08-29,AAVEUSDT,58.26,60.74,56.61,59.58,144854.847,8529462.63033,51810
1693180800000,2023-08-28,AAVEUSDT,58.36,58.5,56.1,58.27,63941.764,3686954.48743,27351
1693094400000,2023-08-27,AAVEUSDT,56.7,58.35,56.62,58.35,39079.785,2248691.6894,20102
1693008000000,2023-08-26,AAVEUSDT,56.97,57.37,56.3,56.69,19938.445,1133206.83502,11263
1692921600000,2023-08-25,AAVEUSDT,57.45,58.79,55.69,56.96,62878.576,3586402.35712,27500
1692835200000,2023-08-24,AAVEUSDT,57.18,58.97,56.26,57.49,80267.275,4641828.18127,33590
1692748800000,2023-08-23,AAVEUSDT,54.93,57.71,54.83,57.18,56823.608,3189379.4746,26566
1692662400000,2023-08-22,AAVEUSDT,55.55,55.66,52.66,54.94,78603.066,4293119.49568,45780
1692576000000,2023-08-21,AAVEUSDT,57.13,57.6,55.05,55.55,52414.694,2963207.35294,24646
1692489600000,2023-08-20,AAVEUSDT,56.58,57.46,56.23,57.12,27152.023,1541017.64698,15048
1692403200000,2023-08-19,AAVEUSDT,55.85,57.15,55.57,56.59,30493.192,1712504.47156,17346
1692316800000,2023-08-18,AAVEUSDT,55.42,56.82,54.75,55.84,101826.223,5690649.18668,43881
1692230400000,2023-08-17,AAVEUSDT,60.38,60.6,50.0,55.43,230016.586,13090678.15207,91522
1692144000000,2023-08-16,AAVEUSDT,63.51,66.33,58.12,60.38,200113.856,12328084.1532,67487
1692057600000,2023-08-15,AAVEUSDT,65.54,65.84,61.63,63.52,88571.968,5683979.64327,34312
1691971200000,2023-08-14,AAVEUSDT,65.63,66.65,65.3,65.56,42858.025,2834013.83977,21879
1691884800000,2023-08-13,AAVEUSDT,66.2,66.43,65.21,65.65,37258.716,2453210.13229,16932
1691798400000,2023-08-12,AAVEUSDT,65.97,66.69,65.74,66.2,37690.932,2495055.26093,15454
1691712000000,2023-08-11,AAVEUSDT,67.09,67.12,65.34,65.96,66671.448,4412770.88298,33540
1691625600000,2023-08-10,AAVEUSDT,67.34,69.56,66.8,67.09,92660.271,6283214.11481,35573
1691539200000,2023-08-09,AAVEUSDT,66.27,67.99,65.85,67.34,114533.633,7654948.83833,38480
1691452800000,2023-08-08,AAVEUSDT,64.92,67.11,64.58,66.27,99721.792,6573634.4717,40677
1691366400000,2023-08-07,AAVEUSDT,65.94,67.21,62.87,64.94,129256.491,8448443.32966,47002
1691280000000,2023-08-06,AAVEUSDT,64.49,66.2,64.15,65.94,75617.006,4944239.51786,38257
1691193600000,2023-08-05,AAVEUSDT,64.2,66.0,63.12,64.49,104775.901,6742112.6304,37308
1691107200000,2023-08-04,AAVEUSDT,63.0,66.99,62.76,64.2,120484.229,7786122.08308,51259
1691020800000,2023-08-03,AAVEUSDT,64.45,65.04,62.89,62.99,149646.014,9557077.74296,48989
1690934400000,2023-08-02,AAVEUSDT,65.6,67.25,62.47,64.46,317226.919,20474184.22703,86654
1690848000000,2023-08-01,AAVEUSDT,65.38,65.62,61.48,65.6,509262.792,32465826.90351,133004
1690761600000,2023-07-31,AAVEUSDT,70.85,72.31,63.94,65.37,377657.228,25350737.4675,118628
1690675200000,2023-07-30,AAVEUSDT,74.37,75.12,69.23,70.86,151210.267,10977387.2835,65775
1690588800000,2023-07-29,AAVEUSDT,72.81,75.0,72.09,74.37,67211.832,4919198.67099,30496
1690502400000,2023-07-28,AAVEUSDT,72.49,74.04,72.31,72.8,74733.57,5461408.64474,22974
1690416000000,2023-07-27,AAVEUSDT,72.03,75.14,71.58,72.48,133923.079,9815342.31831,47327
1690329600000,2023-07-26,AAVEUSDT,70.1,73.64,69.1,72.0,119429.613,8488472.58454,52796
1690243200000,2023-07-25,AAVEUSDT,70.29,71.68,69.73,70.09,60985.661,4300836.55897,30747
1690156800000,2023-07-24,AAVEUSDT,72.27,72.69,68.01,70.28,93709.728,6564628.52584,50201
1690070400000,2023-07-23,AAVEUSDT,71.74,73.38,71.29,72.28,45612.476,3305287.45375,21087
1689984000000,2023-07-22,AAVEUSDT,74.36,75.03,70.82,71.74,67810.773,4942829.487,25671
1689897600000,2023-07-21,AAVEUSDT,72.52,75.66,71.72,74.36,127148.004,9423575.90373,50347
1689811200000,2023-07-20,AAVEUSDT,71.73,75.3,71.25,72.52,159632.971,11701960.0273,54119
1689724800000,2023-07-19,AAVEUSDT,72.03,73.67,71.06,71.71,113731.379,8235053.20748,45669
1689638400000,2023-07-18,AAVEUSDT,75.18,75.73,70.76,72.06,173194.818,12624359.03502,86343
1689552000000,2023-07-17,AAVEUSDT,76.82,79.44,73.48,75.15,155337.713,11822594.10812,75997
1689465600000,2023-07-16,AAVEUSDT,79.02,79.69,76.21,76.83,126773.54,9908011.24497,53581
1689379200000,2023-07-15,AAVEUSDT,81.11,82.81,77.9,79.04,180109.802,14483429.29123,68378
1689292800000,2023-07-14,AAVEUSDT,79.17,88.0,77.89,81.12,419509.842,34547315.40518,173903
1689206400000,2023-07-13,AAVEUSDT,75.64,79.33,74.56,79.18,217187.921,16793511.19076,89161
1689120000000,2023-07-12,AAVEUSDT,73.32,77.17,73.19,75.6,234585.808,17729155.27568,81003
1689033600000,2023-07-11,AAVEUSDT,69.32,74.45,68.92,73.31,214270.916,15466154.44161,72296
1688947200000,2023-07-10,AAVEUSDT,71.85,71.96,68.71,69.32,159844.475,11252184.31519,58679
1688860800000,2023-07-09,AAVEUSDT,73.61,74.56,71.45,71.84,159888.146,11641785.73297,50256
1688774400000,2023-07-08,AAVEUSDT,74.76,77.36,72.72,73.6,193248.828,14511238.75382,66424
1688688000000,2023-07-07,AAVEUSDT,70.24,74.99,69.26,74.76,160615.251,11656130.17894,65254
1688601600000,2023-07-06,AAVEUSDT,74.61,78.12,70.25,70.25,262193.288,19463109.85067,97015
1688515200000,2023-07-05,AAVEUSDT,77.08,80.62,71.67,74.6,414643.859,31586430.00068,126572
1688428800000,2023-07-04,AAVEUSDT,72.97,81.5,71.58,77.08,507915.428,39013475.24952,164912
1688342400000,2023-07-03,AAVEUSDT,70.7,74.71,68.71,72.95,262943.749,18793431.50263,79276
1688256000000,2023-07-02,AAVEUSDT,68.15,73.41,67.28,70.69,260804.626,18351228.92502,84693
1688169600000,2023-07-01,AAVEUSDT,70.54,70.7,66.45,68.14,162143.972,11028842.21175,43783
1688083200000,2023-06-30,AAVEUSDT,63.02,71.7,61.28,70.54,577756.995,38537417.0093,158792
1687996800000,2023-06-29,AAVEUSDT,59.42,67.23,59.0,62.99,387218.149,24496226.42193,106853
1687910400000,2023-06-28,AAVEUSDT,64.95,65.38,57.37,59.42,227983.51,13982120.76266,59464
1687824000000,2023-06-27,AAVEUSDT,63.18,66.67,62.61,64.97,304369.843,19636683.11281,75246
1687737600000,2023-06-26,AAVEUSDT,68.75,69.37,62.3,63.17,404672.98,26498540.61752,103546
1687651200000,2023-06-25,AAVEUSDT,57.11,76.9,56.92,68.76,1232442.495,85643214.94348,462040
1687564800000,2023-06-24,AAVEUSDT,57.12,58.32,56.02,57.08,73183.127,4200019.47156,23376
1687478400000,2023-06-23,AAVEUSDT,55.59,57.8,55.2,57.1,68728.286,3891456.95847,26381
1687392000000,2023-06-22,AAVEUSDT,55.0,58.89,54.86,55.6,106667.204,6009364.38179,30257
1687305600000,2023-06-21,AAVEUSDT,53.14,55.55,52.83,55.02,100875.983,5459315.79391,28621
1687219200000,2023-06-20,AAVEUSDT,51.97,53.19,50.16,53.1,63899.431,3309109.04633,19738
1687132800000,2023-06-19,AAVEUSDT,50.94,52.19,50.48,51.96,50039.548,2568460.66776,13388
1687046400000,2023-06-18,AAVEUSDT,51.1,51.97,50.57,50.93,42817.257,2194048.05469,12605
1686960000000,2023-06-17,AAVEUSDT,50.72,52.3,50.3,51.06,96344.006,4950984.00392,17354
1686873600000,2023-06-16,AAVEUSDT,50.2,51.25,49.07,50.73,76682.14,3840748.73669,17190
1686787200000,2023-06-15,AAVEUSDT,52.0,52.6,49.0,50.1,146526.024,7369109.0858,23961
1686700800000,2023-06-14,AAVEUSDT,55.1,56.1,51.5,52.1,75754.3,4081313.0742,19626
1686614400000,2023-06-13,AAVEUSDT,53.8,56.1,53.2,55.1,64873.39,3544130.6641,15152
1686528000000,2023-06-12,AAVEUSDT,52.2,54.1,50.6,53.7,75214.787,3958263.7162,15121
1686441600000,2023-06-11,AAVEUSDT,52.6,53.5,51.6,52.2,67360.293,3526364.0807,15446
1686355200000,2023-06-10,AAVEUSDT,60.0,63.2,47.3,52.7,207762.998,10989133.7151,58577
1686268800000,2023-06-09,AAVEUSDT,59.9,60.7,59.1,60.0,22635.339,1358031.943,7493
1686182400000,2023-06-08,AAVEUSDT,59.2,62.0,58.3,59.8,45320.131,2702716.7281,12453
1686096000000,2023-06-07,AAVEUSDT,61.7,61.9,58.6,59.1,56874.036,3427861.8411,14787
1686009600000,2023-06-06,AAVEUSDT,59.8,62.9,59.4,61.7,76827.911,4692745.1318,18126
1685923200000,2023-06-05,AAVEUSDT,62.8,62.9,56.7,59.9,129545.969,7798116.9503,37626
1685836800000,2023-06-04,AAVEUSDT,63.5,64.7,62.5,62.8,103804.818,6587818.3616,23076
1685750400000,2023-06-03,AAVEUSDT,63.6,64.4,62.8,63.5,25609.543,1627631.5214,9563
1685664000000,2023-06-02,AAVEUSDT,62.6,64.7,62.2,63.6,83240.686,5322544.2739,19598
1685577600000,2023-06-01,AAVEUSDT,63.8,64.3,62.3,62.6,39554.256,2495819.6657,13289
1685491200000,2023-05-31,AAVEUSDT,66.6,67.0,63.2,63.8,50433.476,3257912.8123,17338
1685404800000,2023-05-30,AAVEUSDT,67.3,67.9,66.2,66.6,44856.158,3010086.6487,17038
1685318400000,2023-05-29,AAVEUSDT,69.1,69.5,66.7,67.4,34818.915,2361775.2979,15151
1685232000000,2023-05-28,AAVEUSDT,65.7,69.5,65.4,69.0,48432.818,3256448.3588,13471
1685145600000,2023-05-27,AAVEUSDT,64.6,65.8,64.4,65.7,26419.599,1717528.2094,6479
1685059200000,2023-05-26,AAVEUSDT,63.5,65.7,62.8,64.7,49733.508,3186370.7553,13030
1684972800000,2023-05-25,AAVEUSDT,63.9,64.3,62.4,63.5,38919.506,2470328.491,13546
1684886400000,2023-05-24,AAVEUSDT,65.4,65.5,62.3,63.9,43387.398,2769466.4285,15119
1684800000000,2023-05-23,AAVEUSDT,64.3,66.3,64.0,65.5,30475.071,1995405.4589,10858
1684713600000,2023-05-22,AAVEUSDT,64.0,64.8,62.9,64.3,21056.337,1347236.8547,9120
1684627200000,2023-05-21,AAVEUSDT,65.3,65.5,63.4,63.9,20495.522,1317834.1663,7013
1684540800000,2023-05-20,AAVEUSDT,65.4,65.4,64.6,65.3,19753.941,1282991.7473,5633
1684454400000,2023-05-19,AAVEUSDT,65.0,65.7,64.0,65.3,31795.669,2065433.3684,12393
1684368000000,2023-05-18,AAVEUSDT,65.0,67.4,64.5,64.9,132096.257,8694533.1683,41955
1684281600000,2023-05-17,AAVEUSDT,62.9,65.1,61.8,65.0,55184.786,3509020.2435,22768
1684195200000,2023-05-16,AAVEUSDT,62.8,63.3,61.9,62.9,30726.523,1920901.0544,13040
1684108800000,2023-05-15,AAVEUSDT,62.3,64.6,61.4,62.8,67928.775,4311668.9132,19466
1684022400000,2023-05-14,AAVEUSDT,62.1,63.4,61.6,62.3,34520.03,2152978.602,12302
1683936000000,2023-05-13,AAVEUSDT,63.2,63.2,61.9,62.1,19541.932,1221896.326,11006
1683849600000,2023-05-12,AAVEUSDT,62.3,63.3,60.1,63.2,82555.963,5099121.7411,28298
1683763200000,2023-05-11,AAVEUSDT,64.7,64.7,60.8,62.3,55279.561,3472905.9459,22854
1683676800000,2023-05-10,AAVEUSDT,64.5,65.9,61.5,64.7,78836.872,5046242.2817,29688
1683590400000,2023-05-09,AAVEUSDT,64.5,64.9,63.7,64.5,32606.748,2097571.9582,13876
1683504000000,2023-05-08,AAVEUSDT,68.7,69.2,62.4,64.5,125630.106,8259394.0988,45684
1683417600000,2023-05-07,AAVEUSDT,69.7,70.2,68.2,68.7,25554.572,1775258.054,11069
1683331200000,2023-05-06,AAVEUSDT,73.4,74.1,68.5,69.8,64316.536,4566501.0758,20857
1683244800000,2023-05-05,AAVEUSDT,70.8,74.3,70.0,73.5,59796.86,4326501.7851,22159
1683158400000,2023-05-04,AAVEUSDT,71.8,72.1,70.2,70.8,29784.458,2120211.4544,10632
1683072000000,2023-05-03,AAVEUSDT,69.1,71.9,67.4,71.7,47897.214,3318454.3163,20983
1682985600000,2023-05-02,AAVEUSDT,68.9,69.6,68.0,69.1,35335.694,2437451.9851,14554
1682899200000,2023-05-01,AAVEUSDT,70.2,70.8,67.6,68.9,44700.692,3083503.1867,18441
1682812800000,2023-04-30,AAVEUSDT,71.8,72.6,70.2,70.2,33289.515,2376213.3335,14214
1682726400000,2023-04-29,AAVEUSDT,72.2,72.8,71.3,71.8,28775.068,2073237.8013,11992
1682640000000,2023-04-28,AAVEUSDT,71.4,72.3,70.1,72.1,41334.995,2946308.5561,17939
1682553600000,2023-04-27,AAVEUSDT,69.4,72.1,68.8,71.4,61645.387,4351304.459,29858
1682467200000,2023-04-26,AAVEUSDT,71.2,74.7,65.9,69.4,117744.965,8349621.402,44032
1682380800000,2023-04-25,AAVEUSDT,69.8,71.4,68.3,71.3,38830.916,2701016.1404,17580
1682294400000,2023-04-24,AAVEUSDT,70.4,71.5,68.0,69.9,32704.065,2280515.0375,16947
1682208000000,2023-04-23,AAVEUSDT,70.8,71.1,68.3,70.4,31138.637,2177093.6396,14931
1682121600000,2023-04-22,AAVEUSDT,69.1,71.0,68.6,70.9,28874.71,2018061.2443,13197
1682035200000,2023-04-21,AAVEUSDT,72.4,73.4,68.1,69.2,59572.554,4221934.7186,26714
1681948800000,2023-04-20,AAVEUSDT,73.9,75.4,71.5,72.4,64911.668,4779343.7597,26050
1681862400000,2023-04-19,AAVEUSDT,81.9,82.1,71.7,74.0,146285.229,11122080.6583,50834
1681776000000,2023-04-18,AAVEUSDT,81.0,84.3,79.5,82.0,90285.473,7408843.5295,31187
1681689600000,2023-04-17,AAVEUSDT,83.4,84.5,80.1,81.1,83906.782,6866436.4476,31186
1681603200000,2023-04-16,AAVEUSDT,82.4,83.7,80.7,83.4,81136.176,6683739.7728,23258
1681516800000,2023-04-15,AAVEUSDT,82.6,84.3,80.9,82.4,73889.436,6112490.7483,24494
1681430400000,2023-04-14,AAVEUSDT,81.3,83.9,80.1,82.5,136339.4,11225238.7385,40332
1681344000000,2023-04-13,AAVEUSDT,78.9,81.8,76.6,81.2,154620.906,12192898.7806,40775
1681257600000,2023-04-12,AAVEUSDT,79.0,79.6,75.4,78.9,78237.37,6049440.5558,26123
1681171200000,2023-04-11,AAVEUSDT,78.5,80.4,78.0,79.1,65806.716,5223200.215,22906
1681084800000,2023-04-10,AAVEUSDT,76.3,78.7,75.1,78.5,44393.554,3407367.1351,16253
1680998400000,2023-04-09,AAVEUSDT,76.3,77.5,74.7,76.2,33652.468,2551239.0626,14814
1680912000000,2023-04-08,AAVEUSDT,78.2,78.9,75.9,76.3,33740.803,2612547.9017,12508
1680825600000,2023-04-07,AAVEUSDT,80.6,81.0,77.4,78.3,67339.843,5326546.826,23114
1680739200000,2023-04-06,AAVEUSDT,78.3,81.5,77.5,80.6,110608.283,8770987.4348,33734
1680652800000,2023-04-05,AAVEUSDT,76.4,79.4,75.9,78.2,67594.75,5287461.8356,27295
1680566400000,2023-04-04,AAVEUSDT,73.8,77.0,73.0,76.4,56491.447,4250848.6634,23630
1680480000000,2023-04-03,AAVEUSDT,73.0,75.1,70.9,73.7,75830.822,5557680.1471,32711
1680393600000,2023-04-02,AAVEUSDT,74.2,74.8,71.6,73.0,34932.505,2559164.1578,15586
1680307200000,2023-04-01,AAVEUSDT,74.2,74.9,73.4,74.1,32827.922,2433063.0703,12895
1680220800000,2023-03-31,AAVEUSDT,71.4,74.5,70.7,74.2,130445.405,9480735.2905,31361
1680134400000,2023-03-30,AAVEUSDT,72.9,74.4,70.1,71.3,77936.778,5617217.2528,29509
1680048000000,2023-03-29,AAVEUSDT,70.6,73.5,70.5,72.9,83778.429,6072842.0402,22537
1679961600000,2023-03-28,AAVEUSDT,69.8,71.6,68.7,70.6,78422.956,5490171.5655,22205
1679875200000,2023-03-27,AAVEUSDT,72.9,73.7,68.1,69.8,109761.143,7811159.1045,26880
1679788800000,2023-03-26,AAVEUSDT,71.4,73.5,70.9,72.9,80681.301,5843712.6277,17299
1679702400000,2023-03-25,AAVEUSDT,73.0,73.6,70.1,71.3,89820.11,6458424.5243,19861
1679616000000,2023-03-24,AAVEUSDT,77.1,77.4,72.1,73.0,109271.389,8126514.231,29862
1679529600000,2023-03-23,AAVEUSDT,75.1,80.5,74.3,77.1,153790.435,11946959.6884,43285
1679443200000,2023-03-22,AAVEUSDT,79.0,79.4,72.6,75.1,91428.201,6970284.2819,48176
1679356800000,2023-03-21,AAVEUSDT,76.0,79.6,74.2,79.0,87555.25,6718772.1154,39436
1679270400000,2023-03-20,AAVEUSDT,79.4,80.1,75.7,76.1,80376.765,6273301.3236,42419
1679184000000,2023-03-19,AAVEUSDT,77.8,81.6,77.5,79.4,73363.554,5826618.1936,34006
1679097600000,2023-03-18,AAVEUSDT,80.6,81.9,77.3,77.8,111038.781,8894718.4593,42572
1679011200000,2023-03-17,AAVEUSDT,74.8,80.6,73.7,80.6,111122.037,8596426.515,44526
1678924800000,2023-03-16,AAVEUSDT,73.8,75.7,73.1,74.8,63589.34,4733666.6764,30317
1678838400000,2023-03-15,AAVEUSDT,79.0,80.6,71.5,73.9,139351.753,10582502.8033,55600
1678752000000,2023-03-14,AAVEUSDT,76.0,81.6,74.2,79.1,174997.504,13625170.7867,57687
1678665600000,2023-03-13,AAVEUSDT,72.8,77.1,70.8,76.0,150175.939,11140993.9567,50903
1678579200000,2023-03-12,AAVEUSDT,66.8,73.0,65.7,72.7,104606.726,7172373.2095,36723
1678492800000,2023-03-11,AAVEUSDT,68.3,70.9,63.9,66.8,146086.214,9782666.6184,38102
1678406400000,2023-03-10,AAVEUSDT,68.7,68.8,64.6,68.3,97267.74,6523426.5231,33426
1678320000000,2023-03-09,AAVEUSDT,71.7,74.0,67.0,68.6,106937.575,7610841.6932,32681
1678233600000,2023-03-08,AAVEUSDT,75.2,75.5,71.1,71.7,72326.748,5304869.5756,24871
1678147200000,2023-03-07,AAVEUSDT,76.6,77.8,73.7,75.2,78279.43,5906788.3639,25152
1678060800000,2023-03-06,AAVEUSDT,75.1,77.5,74.2,76.6,49930.427,3793264.8853,17317
1677974400000,2023-03-05,AAVEUSDT,75.3,77.2,74.7,75.0,40751.025,3108567.907,14133
1677888000000,2023-03-04,AAVEUSDT,76.8,77.5,73.8,75.3,45537.413,3445681.3064,15302
1677801600000,2023-03-03,AAVEUSDT,80.0,80.0,73.0,76.8,112005.329,8464047.3068,34135
1677715200000,2023-03-02,AAVEUSDT,82.9,83.1,78.3,79.9,71442.287,5712739.3909,21633
1677628800000,2023-03-01,AAVEUSDT,77.6,83.2,77.0,82.9,124370.309,10128150.9703,32996
1677542400000,2023-02-28,AAVEUSDT,80.2,80.3,76.7,77.7,76616.713,6036815.0883,22657
1677456000000,2023-02-27,AAVEUSDT,82.3,83.6,79.5,80.2,57737.945,4701640.1633,23409
1677369600000,2023-02-26,AAVEUSDT,80.0,82.5,79.7,82.2,48003.557,3896937.8444,16260
1677283200000,2023-02-25,AAVEUSDT,81.6,83.7,77.2,80.0,85875.664,6909779.4641,31762
1677196800000,2023-02-24,AAVEUSDT,85.6,86.8,79.9,81.6,149888.723,12448761.5125,42445
1677110400000,2023-02-23,AAVEUSDT,85.1,87.6,83.8,85.6,94497.296,8134899.9271,32017
1677024000000,2023-02-22,AAVEUSDT,87.8,87.8,82.0,85.0,115832.835,9811058.6922,40150
1676937600000,2023-02-21,AAVEUSDT,92.0,92.8,85.6,87.8,144322.358,12928150.5149,47448
1676851200000,2023-02-20,AAVEUSDT,90.0,93.1,86.9,92.0,143575.399,13036575.7404,47217
1676764800000,2023-02-19,AAVEUSDT,91.0,95.5,89.1,90.1,213443.985,19632322.7549,70218
1676678400000,2023-02-18,AAVEUSDT,86.4,91.4,86.4,91.0,136386.179,12152746.1798,40624
1676592000000,2023-02-17,AAVEUSDT,84.1,88.4,83.4,86.4,229219.52,19604245.5516,53441
1676505600000,2023-02-16,AAVEUSDT,89.5,90.6,83.7,84.0,216360.631,19123880.7298,61523
1676419200000,2023-02-15,AAVEUSDT,83.1,89.6,82.2,89.5,180128.984,15313669.2674,50463
1676332800000,2023-02-14,AAVEUSDT,82.5,83.8,78.5,83.1,301472.95,24576260.9157,74800
1676246400000,2023-02-13,AAVEUSDT,77.4,84.1,73.6,82.4,458619.614,36656212.4957,125084
1676160000000,2023-02-12,AAVEUSDT,79.5,80.5,76.2,77.4,55876.815,4412837.588,19966
1676073600000,2023-02-11,AAVEUSDT,78.7,79.5,77.7,79.4,49325.62,3875251.6662,15958
1675987200000,2023-02-10,AAVEUSDT,77.8,80.6,76.6,78.7,167721.29,13192349.7484,41886
1675900800000,2023-02-09,AAVEUSDT,87.0,91.0,76.2,77.8,394508.623,33534664.5295,100222
1675814400000,2023-02-08,AAVEUSDT,88.7,90.2,84.5,87.0,111547.485,9838697.5556,37014
1675728000000,2023-02-07,AAVEUSDT,84.1,89.3,84.0,88.7,96193.123,8341582.3307,33767
1675641600000,2023-02-06,AAVEUSDT,85.6,87.8,83.3,84.1,62131.202,5336015.8439,29664
1675555200000,2023-02-05,AAVEUSDT,89.0,89.2,83.3,85.7,114957.493,9881393.4598,36594
1675468800000,2023-02-04,AAVEUSDT,91.1,92.1,88.1,89.0,136311.893,12250193.8735,29840
1675382400000,2023-02-03,AAVEUSDT,88.3,94.5,86.9,91.2,258109.593,23340505.997,65357
1675296000000,2023-02-02,AAVEUSDT,88.4,93.4,87.7,88.3,272475.043,24748971.613,78289
1675209600000,2023-02-01,AAVEUSDT,82.9,88.5,80.3,88.3,163145.606,13698886.5437,50975
1675123200000,2023-01-31,AAVEUSDT,81.2,83.8,80.2,82.9,100339.276,8214265.6007,29319
1675036800000,2023-01-30,AAVEUSDT,87.7,88.4,79.2,81.2,150957.555,12544834.304,45491
1674950400000,2023-01-29,AAVEUSDT,84.2,88.5,83.4,87.6,121578.55,10558476.0955,35471
1674864000000,2023-01-28,AAVEUSDT,87.3,88.2,83.2,84.3,133647.248,11432290.717,33488
