https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume USD
1689897600,2023-07-21 00:00:00,GALA/USD,0.02642,0.02732,0.02642,0.02664,767624.61382075,20449.51971218478
1689811200,2023-07-20 00:00:00,GALA/USD,0.02570,0.02685,0.02570,0.02629,770927.83343269,20267.692740945422
1689724800,2023-07-19 00:00:00,GALA/USD,0.02637,0.02724,0.02572,0.02603,763657.99001395,19878.01748006312
1689638400,2023-07-18 00:00:00,GALA/USD,0.02800,0.02879,0.02599,0.02637,510189.35170588,13453.693204484056
1689552000,2023-07-17 00:00:00,GALA/USD,0.02554,0.02839,0.02554,0.02776,700450.49864118,19444.505842279155
1689465600,2023-07-16 00:00:00,GALA/USD,0.02608,0.02624,0.02477,0.02477,190555.22573695,4720.052941504252
1689379200,2023-07-15 00:00:00,GALA/USD,0.02552,0.02574,0.02540,0.02540,53052.43150445,1347.53176021303
1689292800,2023-07-14 00:00:00,GALA/USD,0.02610,0.02705,0.02475,0.02475,277451.74807101,6866.930764757498
1689206400,2023-07-13 00:00:00,GALA/USD,0.02407,0.02588,0.02407,0.02571,257461.15499202,6619.326294844834
1689120000,2023-07-12 00:00:00,GALA/USD,0.02484,0.02484,0.02423,0.02423,45980.97709029,1114.1190748977267
1689033600,2023-07-11 00:00:00,GALA/USD,0.02451,0.02522,0.02445,0.02445,36764.63030062,898.8952108501591
1688947200,2023-07-10 00:00:00,GALA/USD,0.02371,0.02409,0.02371,0.02409,23862.44780107,574.8463675277764
1688860800,2023-07-09 00:00:00,GALA/USD,0.02437,0.02470,0.02437,0.02470,2263.68932913,55.913126429510996
1688774400,2023-07-08 00:00:00,GALA/USD,0.02419,0.02765,0.02378,0.02378,25446.40478356,605.1155057530567
1688688000,2023-07-07 00:00:00,GALA/USD,0.02414,0.02414,0.02408,0.02408,12188.80384483,293.5063965835064
1688601600,2023-07-06 00:00:00,GALA/USD,0.02428,0.02515,0.02419,0.02441,111949.21054220,2732.680229335102
1688515200,2023-07-05 00:00:00,GALA/USD,0.02502,0.02561,0.02427,0.02427,16796.94003344,407.6617346115888
1688428800,2023-07-04 00:00:00,GALA/USD,0.02633,0.02795,0.02529,0.02604,33793.49713366,879.9826653605064
1688342400,2023-07-03 00:00:00,GALA/USD,0.02557,0.02617,0.02557,0.02617,56329.94570846,1474.1546791903982
1688256000,2023-07-02 00:00:00,GALA/USD,0.02485,0.02513,0.02475,0.02513,30562.94210398,768.0467350730174
1688169600,2023-07-01 00:00:00,GALA/USD,0.02464,0.02541,0.02456,0.02541,108277.45492524,2751.330129650348
1688083200,2023-06-30 00:00:00,GALA/USD,0.02576,0.02576,0.02400,0.02460,29913.70224015,735.87707510769
1687996800,2023-06-29 00:00:00,GALA/USD,0.02326,0.02447,0.02326,0.02400,40683.34424117,976.4002617880801
1687910400,2023-06-28 00:00:00,GALA/USD,0.02555,0.02555,0.02338,0.02350,187312.58986865,4401.845861913274
1687824000,2023-06-27 00:00:00,GALA/USD,0.02676,0.02676,0.02550,0.02574,359764.12838881,9260.328664727967
1687737600,2023-06-26 00:00:00,GALA/USD,0.02589,0.02648,0.02589,0.02638,87945.23447812,2319.9952855328056
1687651200,2023-06-25 00:00:00,GALA/USD,0.02733,0.02930,0.02671,0.02679,298664.75893466,8001.228891859541
1687564800,2023-06-24 00:00:00,GALA/USD,0.02613,0.02687,0.02554,0.02679,43915.87199248,1176.5062106785392
1687478400,2023-06-23 00:00:00,GALA/USD,0.02516,0.02645,0.02502,0.02568,522879.17224325,13427.53714320666
1687392000,2023-06-22 00:00:00,GALA/USD,0.02566,0.02748,0.02470,0.02513,324116.09479478,8145.037462192821
1687305600,2023-06-21 00:00:00,GALA/USD,0.02476,0.02543,0.02414,0.02503,687069.17633014,17197.341483543405
1687219200,2023-06-20 00:00:00,GALA/USD,0.02376,0.02421,0.02299,0.02421,87361.50487981,2115.0220331402
1687132800,2023-06-19 00:00:00,GALA/USD,0.02299,0.02317,0.02267,0.02267,42354.70384131,960.1811360824977
1687046400,2023-06-18 00:00:00,GALA/USD,0.02474,0.02474,0.02299,0.02299,355313.96974557,8168.668164450653
1686960000,2023-06-17 00:00:00,GALA/USD,0.02229,0.02474,0.02229,0.02336,159402.01298818,3723.6310234038847
1686873600,2023-06-16 00:00:00,GALA/USD,0.02198,0.02243,0.02169,0.02226,32515.10419784,723.7862194439183
1686787200,2023-06-15 00:00:00,GALA/USD,0.02144,0.02476,0.02144,0.02297,52270.17301325,1200.6458741143526
1686700800,2023-06-14 00:00:00,GALA/USD,0.02258,0.02588,0.02220,0.02220,55268.92521069,1226.970139677318
1686614400,2023-06-13 00:00:00,GALA/USD,0.02239,0.02600,0.02179,0.02179,52359.61982568,1140.9161160015672
1686528000,2023-06-12 00:00:00,GALA/USD,0.02150,0.02182,0.02100,0.02149,43637.94992481,937.7795438841667
1686441600,2023-06-11 00:00:00,GALA/USD,0.02116,0.02786,0.02106,0.02160,66090.18634946,1427.548025148336
1686355200,2023-06-10 00:00:00,GALA/USD,0.02544,0.02995,0.02000,0.02767,130974.89106144,3624.0752356700445
1686268800,2023-06-09 00:00:00,GALA/USD,0.02663,0.02663,0.02574,0.02598,10941.41697521,284.25801301595584
1686182400,2023-06-08 00:00:00,GALA/USD,0.02594,0.02601,0.02589,0.02589,54562.67056086,1412.6275408206654
1686096000,2023-06-07 00:00:00,GALA/USD,0.02757,0.02757,0.02589,0.02614,130194.71950938,3403.289967975193
1686009600,2023-06-06 00:00:00,GALA/USD,0.02653,0.02803,0.02642,0.02803,1000325.88853734,28039.13465570164
1685923200,2023-06-05 00:00:00,GALA/USD,0.03000,0.03000,0.02600,0.02651,619255.68229111,16416.468137537326
1685836800,2023-06-04 00:00:00,GALA/USD,0.03007,0.03025,0.02963,0.03000,186784.81462036,5603.5444386108
1685750400,2023-06-03 00:00:00,GALA/USD,0.03072,0.03076,0.03005,0.03005,93906.42055959,2821.8879378156794
1685664000,2023-06-02 00:00:00,GALA/USD,0.03029,0.03395,0.02972,0.02972,20376.98685596,605.6040493591312
