https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1683849600000,2023-05-12 00:00:00,NEAR/USDT,1.577,1.664,1.535,1.642,48675.688,30481.46531,24487.031,15333.7407,8026,1.597
1683763200000,2023-05-11 00:00:00,NEAR/USDT,1.625,1.65,1.531,1.56,42702.699,26722.09121,21725.277,13595.42777,6966,1.598
1683676800000,2023-05-10 00:00:00,NEAR/USDT,1.616,1.675,1.543,1.663,35060.259,21511.31385,17954.927,11014.09131,6569,1.63
1683590400000,2023-05-09 00:00:00,NEAR/USDT,1.726,1.985,1.598,1.619,40321.282,24174.03351,20232.259,12086.83506,8470,1.669
1683504000000,2023-05-08 00:00:00,NEAR/USDT,1.744,1.844,1.591,1.677,28597.212,16614.71071,13733.901,7964.59458,8177,1.722
1683417600000,2023-05-07 00:00:00,NEAR/USDT,1.798,1.909,1.727,1.735,30863.7,17304.3245,15936.91,8941.04072,8514,1.784
1683331200000,2023-05-06 00:00:00,NEAR/USDT,1.86,1.985,1.742,1.766,30597.789,17011.7165,14568.225,8089.24831,8175,1.799
1683244800000,2023-05-05 00:00:00,NEAR/USDT,1.833,1.921,1.72,1.858,27773.231,15025.84786,13532.093,7320.15006,8029,1.848
1683158400000,2023-05-04 00:00:00,NEAR/USDT,1.925,1.927,1.807,1.832,24175.461,13019.81306,12276.129,6616.99016,6924,1.857
1683072000000,2023-05-03 00:00:00,NEAR/USDT,1.832,1.943,1.752,1.928,33235.505,18248.92597,21186.984,11628.81263,6648,1.821
1682985600000,2023-05-02 00:00:00,NEAR/USDT,1.869,1.883,1.808,1.832,25728.683,14016.40033,13052.88,7110.95602,7475,1.835
1682899200000,2023-05-01 00:00:00,NEAR/USDT,1.933,1.977,1.825,1.894,25463.602,13345.77859,11189.343,5860.3416,6660,1.908
1682812800000,2023-04-30 00:00:00,NEAR/USDT,1.933,1.991,1.891,1.931,24636.739,12748.96799,12609.828,6524.99145,7091,1.932
1682726400000,2023-04-29 00:00:00,NEAR/USDT,1.917,1.958,1.893,1.932,19328.296,10020.33778,10037.008,5203.33684,5105,1.928
1682640000000,2023-04-28 00:00:00,NEAR/USDT,1.918,1.945,1.844,1.922,26874.141,14074.20994,13043.289,6830.05779,7924,1.909
1682553600000,2023-04-27 00:00:00,NEAR/USDT,1.888,1.991,1.861,1.916,28568.17,14793.05855,14362.319,7438.81693,7977,1.931
1682467200000,2023-04-26 00:00:00,NEAR/USDT,1.949,2.119,1.736,1.889,20091.712,10275.89783,8340.63,4260.76374,4729,1.957
1682380800000,2023-04-25 00:00:00,NEAR/USDT,1.868,2.028,1.84,1.95,14516.358,7650.91978,7116.68,3751.35826,4113,1.898
1682294400000,2023-04-24 00:00:00,NEAR/USDT,1.961,1.984,1.827,1.87,25481.148,13408.09181,12816.939,6746.57479,7267,1.9
1682208000000,2023-04-23 00:00:00,NEAR/USDT,2.062,2.114,1.858,1.96,29582.967,15039.2232,14156.086,7184.00632,8779,1.967
1682121600000,2023-04-22 00:00:00,NEAR/USDT,1.982,2.167,1.9,2.063,29292.689,14554.04706,14164.498,7030.25423,8330,2.013
1682035200000,2023-04-21 00:00:00,NEAR/USDT,2.035,2.104,1.889,2.025,21176.123,10526.85218,10446.502,5200.89594,5830,2.013
1681948800000,2023-04-20 00:00:00,NEAR/USDT,2.153,2.264,2.012,2.031,29030.3,13613.65728,13772.137,6465.72706,7781,2.134
1681862400000,2023-04-19 00:00:00,NEAR/USDT,2.339,2.393,2.132,2.153,26509.246,11834.05219,12212.27,5447.41917,6854,2.242
1681776000000,2023-04-18 00:00:00,NEAR/USDT,2.288,2.397,2.245,2.339,22235.668,9520.08997,11182.482,4789.37012,6740,2.336
1681689600000,2023-04-17 00:00:00,NEAR/USDT,2.329,2.363,2.244,2.289,26063.717,11399.73784,13151.442,5751.28047,7768,2.286
1681603200000,2023-04-16 00:00:00,NEAR/USDT,2.333,2.381,2.237,2.328,26157,11301.86534,11792.712,5092.74176,7864,2.314
1681516800000,2023-04-15 00:00:00,NEAR/USDT,2.256,2.411,2.194,2.332,28087.944,12077.82213,13871.814,5964.74242,8019,2.326
1681430400000,2023-04-14 00:00:00,NEAR/USDT,2.203,2.43,2.126,2.255,30133.837,13427.63097,13527.758,6031.45818,8105,2.244
1681344000000,2023-04-13 00:00:00,NEAR/USDT,2.23,2.233,2.146,2.203,26841.343,12265.85711,12562.827,5742.93045,7193,2.188
1681257600000,2023-04-12 00:00:00,NEAR/USDT,2.053,2.245,1.976,2.229,26379.083,12536.46054,13115.902,6268.68367,7233,2.107
1681171200000,2023-04-11 00:00:00,NEAR/USDT,2.066,2.152,2.019,2.051,24839.793,12011.03353,12489.67,6040.86861,6696,2.068
1681084800000,2023-04-10 00:00:00,NEAR/USDT,2.016,2.069,1.967,2.065,22213.663,11064.78796,12444.217,6197.25847,6224,2.007
1680998400000,2023-04-09 00:00:00,NEAR/USDT,1.972,2.024,1.903,2.017,22376.69,11390.10391,9333.665,4742.21814,6259,1.964
1680912000000,2023-04-08 00:00:00,NEAR/USDT,1.946,2.018,1.922,1.973,22816.245,11476.47937,8780.948,4424.20337,6263,1.988
1680825600000,2023-04-07 00:00:00,NEAR/USDT,1.977,2.042,1.881,1.973,25389.342,12803.56309,10912.772,5503.07458,7104,1.983
1680739200000,2023-04-06 00:00:00,NEAR/USDT,1.982,2.027,1.931,1.978,27076.369,13677.43593,12419.277,6271.84775,7706,1.979
1680652800000,2023-04-05 00:00:00,NEAR/USDT,1.973,2.118,1.943,1.981,24642.384,12194.61364,11918.297,5899.61203,6031,2.021
1680566400000,2023-04-04 00:00:00,NEAR/USDT,1.944,2.052,1.883,1.988,40306.633,20501.36849,20548.674,10451.77383,6906,1.966
1680480000000,2023-04-03 00:00:00,NEAR/USDT,1.896,2.03,1.841,1.993,41715.151,21759.90506,19585.928,10221.15708,8452,1.917
1680393600000,2023-04-02 00:00:00,NEAR/USDT,1.969,2.035,1.846,1.897,45263.97,23249.41726,23886.972,12261.5487,8627,1.947
1680307200000,2023-04-01 00:00:00,NEAR/USDT,2,2.048,1.94,1.971,47350.407,23809.40866,24302.395,12220.83626,9045,1.988
1680220800000,2023-03-31 00:00:00,NEAR/USDT,1.934,2.046,1.82,1.996,39391.029,20088.29176,18042.883,9206.72609,7043,1.961
1680134400000,2023-03-30 00:00:00,NEAR/USDT,2.003,2.031,1.907,1.927,37978.886,19502.62884,19552.16,10039.11415,6850,1.947
1680048000000,2023-03-29 00:00:00,NEAR/USDT,1.861,2.035,1.847,2.008,16860.382,8555.00563,8801.412,4470.19453,2373,1.971
1679961600000,2023-03-28 00:00:00,NEAR/USDT,1.858,1.946,1.817,1.854,6976.584,3763.14954,3557.464,1919.15831,826,1.854
1679875200000,2023-03-27 00:00:00,NEAR/USDT,1.949,1.965,1.825,1.865,7563.663,3967.23629,3493.277,1829.72277,900,1.906
1679788800000,2023-03-26 00:00:00,NEAR/USDT,1.921,2,1.893,1.945,6696.571,3452.78658,3347.049,1725.10284,719,1.939
1679702400000,2023-03-25 00:00:00,NEAR/USDT,2.038,2.038,1.89,1.932,9136.487,4680.79267,4558.25,2337.92864,922,1.952
1679616000000,2023-03-24 00:00:00,NEAR/USDT,2.062,2.085,1.91,1.985,5978.341,2968.45965,2844.397,1413.36638,680,2.014
1679529600000,2023-03-23 00:00:00,NEAR/USDT,2.06,2.5,1.934,2.071,13681.687,6688.70526,6666.377,3235.44957,1231,2.048
1679443200000,2023-03-22 00:00:00,NEAR/USDT,2.077,2.079,1.879,1.999,8736.341,4317.33705,4150.055,2052.42163,844,2.024
1679356800000,2023-03-21 00:00:00,NEAR/USDT,2.018,2.098,1.958,2.083,5156.393,2533.28845,2880.75,1415.73109,601,2.035
1679270400000,2023-03-20 00:00:00,NEAR/USDT,2.162,2.179,2.003,2.006,5922.423,2839.39816,2899.516,1389.12131,716,2.087
1679184000000,2023-03-19 00:00:00,NEAR/USDT,2.188,2.223,2.099,2.16,2859.405,1322.00623,1350.272,625.89886,326,2.163
1679097600000,2023-03-18 00:00:00,NEAR/USDT,2.081,2.234,2.081,2.103,3526.562,1623.74261,1362.439,625.38617,465,2.172
1679011200000,2023-03-17 00:00:00,NEAR/USDT,1.993,2.212,1.951,2.173,3871.178,1892.25062,2012.277,983.75535,401,2.046
1678924800000,2023-03-16 00:00:00,NEAR/USDT,1.903,1.903,1.854,1.868,17.438,9.31332,1.099,0.59331,3,1.872
1678838400000,2023-03-15 00:00:00,NEAR/USDT,2.041,2.041,1.76,1.76,36.882,20.05086,0,0,7,1.846
1678752000000,2023-03-14 00:00:00,NEAR/USDT,2.054,2.2,2.054,2.118,738.773,350.08143,349.739,169.90274,21,2.111
1678665600000,2023-03-13 00:00:00,NEAR/USDT,1.935,2.002,1.935,2.002,253.549,127.84392,253.549,127.84392,14,1.983
1678579200000,2023-03-12 00:00:00,NEAR/USDT,1.805,1.911,1.723,1.723,354.521,199.36889,128.024,68.41762,8,1.782
1678492800000,2023-03-11 00:00:00,NEAR/USDT,1.87,2.068,1.576,1.69,237.648,137.76395,84.007,45.20995,21,1.736
1678406400000,2023-03-10 00:00:00,NEAR/USDT,1.795,2.06,1.711,1.836,293.476,160.38457,261.77,142.39959,17,1.833
1678320000000,2023-03-09 00:00:00,NEAR/USDT,2.098,2.302,1.75,1.75,877.624,461.58399,318.134,168.23111,37,1.912
1678233600000,2023-03-08 00:00:00,NEAR/USDT,1.955,1.955,1.85,1.85,358.802,186.71734,0,0,12,1.922
1678147200000,2023-03-07 00:00:00,NEAR/USDT,2.273,2.273,1.941,1.954,63.992,32.69048,50.024,25.50206,12,1.959
1678060800000,2023-03-06 00:00:00,NEAR/USDT,2.029,2.051,2,2.051,54.033,26.94663,0,0,6,2.005
1677974400000,2023-03-05 00:00:00,NEAR/USDT,2.334,2.344,2.019,2.068,22.192,10.4954,4.332,1.8513,9,2.119
1677888000000,2023-03-04 00:00:00,NEAR/USDT,2.077,2.276,2,2.117,1126.157,547.92218,47.998,21.98522,33,2.056
1677801600000,2023-03-03 00:00:00,NEAR/USDT,2.209,2.32,2.068,2.192,413.604,190.27063,167.886,77.32151,33,2.175
1677715200000,2023-03-02 00:00:00,NEAR/USDT,2.279,2.326,2.215,2.22,312.221,139.35343,194.737,86.9678,13,2.24
1677628800000,2023-03-01 00:00:00,NEAR/USDT,2.203,2.44,2.203,2.305,313.837,131.82045,241.861,100.39541,10,2.382
1677542400000,2023-02-28 00:00:00,NEAR/USDT,2.338,2.338,2.25,2.25,309.903,136.11607,7.992,3.49134,11,2.277
1677456000000,2023-02-27 00:00:00,NEAR/USDT,2.441,2.5,2.293,2.481,1070.342,440.39617,295.008,120.48286,20,2.433
1677369600000,2023-02-26 00:00:00,NEAR/USDT,2.291,2.319,2.291,2.319,196.029,85.52473,69.679,30.41465,4,2.292
1677283200000,2023-02-25 00:00:00,NEAR/USDT,2.474,2.474,2.25,2.25,857.518,366.0164,475.713,196.40084,10,2.345
1677196800000,2023-02-24 00:00:00,NEAR/USDT,2.429,2.429,2.256,2.256,516.409,217.85174,39.185,16.13236,6,2.373
1677110400000,2023-02-23 00:00:00,NEAR/USDT,2.474,2.716,2.428,2.428,1082.973,417.37587,341.34,130.21217,19,2.598
1677024000000,2023-02-22 00:00:00,NEAR/USDT,2.525,2.55,2.411,2.48,517.416,209.53412,103.149,41.38625,19,2.47
1676937600000,2023-02-21 00:00:00,NEAR/USDT,2.774,3,2.479,2.595,334.813,128.92569,24.326,8.2159,20,2.602
1676851200000,2023-02-20 00:00:00,NEAR/USDT,2.666,2.764,2.656,2.764,670.271,250.58876,616.742,230.44297,16,2.674
1676764800000,2023-02-19 00:00:00,NEAR/USDT,2.539,2.694,2.491,2.674,254.772,99.19617,58.926,22.00562,15,2.57
1676678400000,2023-02-18 00:00:00,NEAR/USDT,2.493,2.663,2.426,2.426,1213.698,473.29724,449.545,179.24658,23,2.567
1676592000000,2023-02-17 00:00:00,NEAR/USDT,2.335,2.63,2.335,2.368,62.526,26.69293,0.029,0.01139,17,2.342
1676505600000,2023-02-16 00:00:00,NEAR/USDT,2.353,2.597,2.353,2.464,681.975,275.01279,621.071,249.39771,13,2.48
1676419200000,2023-02-15 00:00:00,NEAR/USDT,2.252,2.491,2.064,2.491,2275.789,985.56849,291.671,124.43879,21,2.309
1676332800000,2023-02-14 00:00:00,NEAR/USDT,2.152,2.233,2.147,2.233,487.801,224.45243,219.502,99.51151,12,2.173
1676246400000,2023-02-13 00:00:00,NEAR/USDT,2.214,2.315,2.048,2.067,333.474,154.91204,44.81,20.54545,11,2.153
1676160000000,2023-02-12 00:00:00,NEAR/USDT,2.263,2.41,2.249,2.298,128.039,56.24017,51.909,22.62035,9,2.277
1676073600000,2023-02-11 00:00:00,NEAR/USDT,2.205,2.294,2.201,2.274,426.12148873,190.32279,327.2504872,145.78075,9,2.239618925621061811
1675987200000,2023-02-10 00:00:00,NEAR/USDT,2.254,2.447,2.186,2.361,1475.22974432,651.18799,516.00632067,225.28296,17,2.266383537936567837
1675900800000,2023-02-09 00:00:00,NEAR/USDT,2.533,2.568,2.257,2.257,787.58433305,314.44767,37.19911646,14.56802,22,2.507336081950455952
1675814400000,2023-02-08 00:00:00,NEAR/USDT,2.439,2.75,2.439,2.503,5062.7014013,1963.45007,4816.9096924,1868.03472,43,2.579918590859070959
1675728000000,2023-02-07 00:00:00,NEAR/USDT,2.305,2.486,2.305,2.486,850.69467435,361.89672,781.19468505,332.57183,13,2.351839785266841897
1675641600000,2023-02-06 00:00:00,NEAR/USDT,2.38,2.471,2.318,2.333,702.33366462,298.30971,227.46535504,95.68768,11,2.354830622620739153
1675555200000,2023-02-05 00:00:00,NEAR/USDT,2.457,2.468,2.375,2.375,198.93008126,83.41921,0,0,5,2.384951030817067489
1675468800000,2023-02-04 00:00:00,NEAR/USDT,2.484,2.672,2.437,2.52,3044.60116339,1199.19215,1505.54508021,588.14522,38,2.539909285521252804
1675382400000,2023-02-03 00:00:00,NEAR/USDT,2.456,2.572,2.406,2.502,4342.05045299,1768.33768,2369.59231442,966.10976,15,2.455659359222836413
1675296000000,2023-02-02 00:00:00,NEAR/USDT,2.43,2.596,2.32,2.456,14929.8196838,6051.22495,2838.0727599,1140.33079,1345,2.467555787115239033
1675209600000,2023-02-01 00:00:00,NEAR/USDT,2.349,2.478,2.142,2.43,18427.42835537,8043.17658,9122.04010892,3988.05415,4059,2.292730987965021491
1675123200000,2023-01-31 00:00:00,NEAR/USDT,2.266,2.522,2.001,2.357,19927.27387512,8585.91128,10308.03236471,4431.31116,4867,2.321772741543089884
1675036800000,2023-01-30 00:00:00,NEAR/USDT,2.582,2.69,2.168,2.279,19556.90232223,8043.5782,9030.81357424,3710.17819,4625,2.435506970225018105
1674950400000,2023-01-29 00:00:00,NEAR/USDT,2.367,3.299,2.367,2.578,19866.53599323,7828.04554,10265.4032405,4040.13173,4817,2.539866090313983276
1674864000000,2023-01-28 00:00:00,NEAR/USDT,2.536,2.65,2,2.45,16383.18337876,6539.33092,7894.82631362,3126.27804,4257,2.51011524066843622
1674777600000,2023-01-27 00:00:00,NEAR/USDT,2.531,2.583,2.288,2.537,14666.31943252,5899.9066,7018.3265442,2822.41159,3566,2.486710633152884777
1674691200000,2023-01-26 00:00:00,NEAR/USDT,2.508,2.687,2.334,2.537,13377.32785665,5256.73632,6586.44090278,2585.61301,3440,2.545765724138281919
1674604800000,2023-01-25 00:00:00,NEAR/USDT,2.36,2.548,2.222,2.509,18053.75603609,7546.48168,8555.53321311,3575.72592,4565,2.394017300407303847
1674518400000,2023-01-24 00:00:00,NEAR/USDT,2.532,2.622,2.307,2.362,15590.93317404,6198.08039,7939.0010172,3155.26002,4141,2.516741123498537225
1674432000000,2023-01-23 00:00:00,NEAR/USDT,2.346,2.971,2.243,2.548,20976.30487417,8171.22876,11163.07007946,4351.17892,4964,2.569284815892894919
1674345600000,2023-01-22 00:00:00,NEAR/USDT,2.362,2.75,2.229,2.338,21712.14631581,8972.94717,11599.36995065,4782.14334,4624,2.421891833165916727
1674259200000,2023-01-21 00:00:00,NEAR/USDT,2.397,2.485,2.285,2.373,20295.00950249,8528.45112,9501.215019,3989.02197,4788,2.380012240753921988
1674172800000,2023-01-20 00:00:00,NEAR/USDT,2.123,2.419,2.031,2.351,16067.73159934,7554.27061,8174.12268581,3834.26272,4475,2.130233476420205873
1674086400000,2023-01-19 00:00:00,NEAR/USDT,1.975,2.152,1.93,2.092,12052.32084348,5840.52807,6011.07995388,2911.53503,3197,2.064095088328103218
1674000000000,2023-01-18 00:00:00,NEAR/USDT,2.13,2.239,1.914,1.965,17092.84086575,8089.33148,8290.23476957,3918.79327,4441,2.115618239697274452
1673913600000,2023-01-17 00:00:00,NEAR/USDT,2.179,2.339,2.072,2.104,15044.95121757,6790.96525,7285.82036827,3285.90687,4244,2.215936595092154766
1673827200000,2023-01-16 00:00:00,NEAR/USDT,2.226,2.597,2.017,2.178,15056.73392274,6755.35939,7596.48846645,3408.13262,3847,2.23196237562462074
1673740800000,2023-01-15 00:00:00,NEAR/USDT,2.24,2.326,1.75,2.232,9802.61196689,4527.61206,4504.83625516,2063.67779,2113,2.167716954563723755
1673654400000,2023-01-14 00:00:00,NEAR/USDT,1.959,2.367,1.886,2.24,13490.38045269,6301.82087,7336.30120902,3429.85661,3354,2.145175337963254954
1673568000000,2023-01-13 00:00:00,NEAR/USDT,1.821,1.998,1.781,1.958,16099.86448178,8685.57861,8328.92793173,4485.1098,3839,1.855137460386798248
1673481600000,2023-01-12 00:00:00,NEAR/USDT,1.781,1.999,1.695,1.818,15041.86007454,8422.52473,7444.88458016,4154.37374,3403,1.787403240464824796
1673395200000,2023-01-11 00:00:00,NEAR/USDT,1.651,1.804,1.541,1.786,13730.91800567,8463.23536,6528.75366183,4019.93003,3959,1.624012851803562113
1673308800000,2023-01-10 00:00:00,NEAR/USDT,1.638,1.718,1.569,1.65,14883.15986458,9105.87788,7237.11744589,4428.77238,3826,1.634683844413962608
1673222400000,2023-01-09 00:00:00,NEAR/USDT,1.587,1.773,1.56,1.654,13354.86650535,8025.07249,7093.04319565,4257.45412,3736,1.664394000283672578
1673136000000,2023-01-08 00:00:00,NEAR/USDT,1.544,1.64,1.487,1.64,12519.47467962,8028.51739,6620.42874067,4240.87197,3829,1.560154586333217282
1673049600000,2023-01-07 00:00:00,NEAR/USDT,1.569,1.589,1.513,1.559,15926.10398464,10245.68558,9026.97626209,5807.14074,3690,1.554534369396380566
1672963200000,2023-01-06 00:00:00,NEAR/USDT,1.529,1.6,1.467,1.58,14729.99789032,9748.98161,7215.48746208,4771.36164,3720,1.511336707188580463
1672876800000,2023-01-05 00:00:00,NEAR/USDT,1.55,1.64,1.514,1.527,17505.49396119,11251.61664,8812.7941593,5664.86014,4788,1.556015309879086161
1672790400000,2023-01-04 00:00:00,NEAR/USDT,1.337,1.629,1.332,1.554,17738.55898412,11888.89538,8988.37018739,6020.79603,4544,1.496197845661913189
1672704000000,2023-01-03 00:00:00,NEAR/USDT,1.316,1.657,1.307,1.336,15329.62495872,11526.8739,7727.38310238,5812.63507,4410,1.331056619869474955
1672617600000,2023-01-02 00:00:00,NEAR/USDT,1.277,1.326,1.259,1.315,16746.92475297,12836.39885,8586.47923996,6579.796,4452,1.304936256653606263
1672531200000,2023-01-01 00:00:00,NEAR/USDT,1.259,1.286,1.241,1.277,15835.47023767,12563.97846,7900.45912438,6268.01331,4628,1.260529381771851023
1672444800000,2022-12-31 00:00:00,NEAR/USDT,1.28,1.285,1.248,1.258,14653.91827702,11551.13938,7075.33062722,5576.52274,4067,1.26865547032044177
1672358400000,2022-12-30 00:00:00,NEAR/USDT,1.3,1.307,1.251,1.279,16527.55275614,12940.99618,8170.49103419,6398.14498,4575,1.277282534271730398
1672272000000,2022-12-29 00:00:00,NEAR/USDT,1.319,1.406,1.27,1.3,16991.16637647,12903.47053,8654.38334618,6572.14501,4965,1.316991038977690677
1672185600000,2022-12-28 00:00:00,NEAR/USDT,1.364,1.364,1.3,1.318,17222.82982802,12981.80054,8607.36988367,6487.11099,4819,1.326834312371933305
1672099200000,2022-12-27 00:00:00,NEAR/USDT,1.367,1.378,1.333,1.363,14743.91561705,10873.42373,7178.9936536,5293.60801,4423,1.356023949666598991
1672012800000,2022-12-26 00:00:00,NEAR/USDT,1.331,1.368,1.329,1.366,18965.05559321,14028.82856,10463.17426395,7733.76614,4495,1.351893294510885859
1671926400000,2022-12-25 00:00:00,NEAR/USDT,1.334,1.349,1.301,1.329,14400.09822446,10892.0545,7222.37017904,5461.87055,4423,1.322131887148748649
1671840000000,2022-12-24 00:00:00,NEAR/USDT,1.34,1.349,1.324,1.335,12654.65087987,9486.46712,6370.99056516,4775.34633,4040,1.333989465764509137
1671753600000,2022-12-23 00:00:00,NEAR/USDT,1.321,1.403,1.314,1.339,11431.74311663,8516.34471,5551.39027193,4134.49092,2367,1.342390999385794467
1671667200000,2022-12-22 00:00:00,NEAR/USDT,1.304,1.322,1.271,1.321,8374.97194135,6422.18852,4239.28876676,3250.12325,1349,1.304183947517820438
1671580800000,2022-12-21 00:00:00,NEAR/USDT,1.341,1.347,1.276,1.304,8540.26576342,6539.81171,4496.57378657,3441.27055,1230,1.306070135037211937
1671494400000,2022-12-20 00:00:00,NEAR/USDT,1.259,1.352,1.256,1.341,8039.52121347,6065.7259,4098.87698406,3092.74014,1167,1.325627381538884051
1671408000000,2022-12-19 00:00:00,NEAR/USDT,1.362,1.38,1.24,1.258,7917.31878304,5957.84476,3811.5945449,2870.49718,1170,1.329674635263607093
1671321600000,2022-12-18 00:00:00,NEAR/USDT,1.398,1.398,1.351,1.363,11921.85839608,8708.08756,4807.45113615,3502.44001,1314,1.369138638699458125
1671235200000,2022-12-17 00:00:00,NEAR/USDT,1.372,1.406,1.349,1.395,11053.9576234,7986.30235,5821.96509896,4202.73825,1504,1.38417432880401101
1671148800000,2022-12-16 00:00:00,NEAR/USDT,1.585,1.607,1.354,1.374,21738.6681834,14095.47509,9972.95542419,6460.66968,2650,1.543987496338324807
1671062400000,2022-12-15 00:00:00,NEAR/USDT,1.661,1.675,1.586,1.591,26830.26446044,16473.48235,12334.9026569,7575.79612,2976,1.628959782293634316
1670976000000,2022-12-14 00:00:00,NEAR/USDT,1.709,1.736,1.66,1.661,83809.4191354,49107.12023,41145.12341835,24102.6997,3133,1.706858444407604382
1670889600000,2022-12-13 00:00:00,NEAR/USDT,1.631,1.752,1.558,1.707,90583.87254816,54790.25262,45296.38971179,27391.36703,2895,1.654447155042559009
1670803200000,2022-12-12 00:00:00,NEAR/USDT,1.645,1.647,1.578,1.631,100339.93745699,62244.67197,49756.18393812,30855.55487,2712,1.612103598419978723
1670716800000,2022-12-11 00:00:00,NEAR/USDT,1.709,1.717,1.638,1.645,18610.16821024,10973.12581,9892.94127132,5831.7086,2800,1.696130160928107808
1670630400000,2022-12-10 00:00:00,NEAR/USDT,1.702,1.732,1.693,1.709,19007.72513761,11110.77932,9697.8014606,5669.2232,2729,1.710802423024821513
1670544000000,2022-12-09 00:00:00,NEAR/USDT,1.71,1.74,1.685,1.702,14832.65822809,8683.49513,7509.62337907,4397.04177,2223,1.708229460823520897
1670457600000,2022-12-08 00:00:00,NEAR/USDT,1.696,1.719,1.647,1.708,16244.34522686,9652.36712,8243.76929373,4897.74274,2231,1.683065760977100136
1670371200000,2022-12-07 00:00:00,NEAR/USDT,1.8,1.839,1.673,1.697,18440.6501127,10627.44623,8958.04767696,5164.82956,2642,1.736234091405173139
1670284800000,2022-12-06 00:00:00,NEAR/USDT,1.72,1.8,1.719,1.798,22486.77858986,12816.43247,12160.3077563,6925.97085,3068,1.754687687192534374
1670198400000,2022-12-05 00:00:00,NEAR/USDT,1.73,1.791,1.689,1.72,19449.87820494,11126.65763,9424.452027,5393.54038,3143,1.748327282579048158
1670112000000,2022-12-04 00:00:00,NEAR/USDT,1.673,1.744,1.671,1.73,25173.61604955,14838.73587,13226.43876949,7796.18144,3791,1.696550146994829258
1670025600000,2022-12-03 00:00:00,NEAR/USDT,1.755,1.757,1.67,1.671,26490.46888368,15494.75701,12877.31110372,7533.40233,3781,1.709803187317733857
1669939200000,2022-12-02 00:00:00,NEAR/USDT,1.743,1.803,1.718,1.758,27674.34055442,15839.11967,13243.23887007,7578.69672,3783,1.747331989874783407
1669852800000,2022-12-01 00:00:00,NEAR/USDT,1.723,1.767,1.691,1.741,26773.82484158,15526.0302,13658.87416375,7916.0042,3858,1.724616613601833087
1669766400000,2022-11-30 00:00:00,NEAR/USDT,1.608,1.74,1.608,1.723,24390.53021712,14368.66655,13161.07659797,7764.08058,3659,1.697850236374179358
1669680000000,2022-11-29 00:00:00,NEAR/USDT,1.594,1.647,1.567,1.608,24313.41040504,15103.24746,12862.89885021,7987.68279,3506,1.609935973602667496
1669593600000,2022-11-28 00:00:00,NEAR/USDT,1.565,1.599,1.492,1.592,20690.65157506,13388.79877,9802.2177027,6352.46122,3004,1.545670512898364547
1669507200000,2022-11-27 00:00:00,NEAR/USDT,1.612,1.68,1.6,1.62,25459.63896752,15551.21666,12006.86900182,7332.36937,3752,1.637313436695175313
1669420800000,2022-11-26 00:00:00,NEAR/USDT,1.649,1.706,1.591,1.612,24426.8822326,14775.12784,11716.17110258,7082.38521,3482,1.653570205490300793
1669334400000,2022-11-25 00:00:00,NEAR/USDT,1.644,1.661,1.601,1.648,20640.43605647,12675.90821,10493.74759575,6445.44365,3525,1.628411326941257643
1669248000000,2022-11-24 00:00:00,NEAR/USDT,1.696,1.738,1.633,1.646,22263.334308,13332.61989,11438.3939144,6848.30582,3517,1.670196902922574577
1669161600000,2022-11-23 00:00:00,NEAR/USDT,1.631,1.703,1.591,1.696,19359.09140316,11846.97369,9053.89934924,5539.16858,3370,1.634328375039050965
1669075200000,2022-11-22 00:00:00,NEAR/USDT,1.562,1.649,1.499,1.627,20814.66558564,13196.50788,10348.6036501,6554.62463,3399,1.57851496854352719
1668988800000,2022-11-21 00:00:00,NEAR/USDT,1.573,1.584,1.439,1.563,22931.29178541,14997.93681,11633.58915921,7611.96387,3647,1.529391397436186754
1668902400000,2022-11-20 00:00:00,NEAR/USDT,1.754,1.768,1.562,1.573,24881.69850676,14739.75515,12157.83532845,7189.28994,3844,1.690034353014622618
1668816000000,2022-11-19 00:00:00,NEAR/USDT,1.793,1.803,1.716,1.755,27389.94095586,15676.22557,13928.14263043,7971.6738,4231,1.747343187085103916
1668729600000,2022-11-18 00:00:00,NEAR/USDT,1.839,2.71,1.761,1.792,30492.96859457,16384.1365,16506.44478708,8773.68163,4014,1.868951828484836709
1668643200000,2022-11-17 00:00:00,NEAR/USDT,1.933,1.952,1.824,1.839,31017.80983188,16578.28942,15488.45424228,8266.57936,4583,1.871442937881097717
1668556800000,2022-11-16 00:00:00,NEAR/USDT,1.992,2.024,1.901,1.935,29789.11500022,15171.05213,15221.09004587,7748.39766,4718,1.964069862285227647
1668470400000,2022-11-15 00:00:00,NEAR/USDT,1.947,2.086,1.925,1.991,28618.87344984,14250.58342,14028.59417574,6982.5659,4220,2.008641664836291162
1668384000000,2022-11-14 00:00:00,NEAR/USDT,1.983,2.046,1.807,1.946,26509.59943932,13715.98612,13428.92491526,6948.35326,4015,1.934142276432348457
1668297600000,2022-11-13 00:00:00,NEAR/USDT,2.033,2.047,1.933,1.973,11490.5610235,5805.16539,5526.65109309,2792.08343,1925,1.979752805307401784
1668211200000,2022-11-12 00:00:00,NEAR/USDT,2.127,2.127,1.969,2.03,14349.38739424,7032.0544,6547.82631237,3206.79903,3979,2.041150737657802372
