https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume FIL
1702339200000,2023-12-12 00:00:00,FIL/USD,4.6185,4.7632,4.5228,4.6505,390481.56809406064,83965.50222429
1702252800000,2023-12-11 00:00:00,FIL/USD,5.1502,5.2022,4.4689,4.62,609114.4191110285,131842.94785953
1702166400000,2023-12-10 00:00:00,FIL/USD,5.1282,5.2278,4.9809,5.1538,40702.57556880905,7897.58538725
1702080000000,2023-12-09 00:00:00,FIL/USD,5.2302,5.4744,5.0663,5.1324,232212.48904259622,45244.42542331
1701993600000,2023-12-08 00:00:00,FIL/USD,5.0535,5.2544,4.957,5.2215,385064.85892610665,73746.02296775
1701907200000,2023-12-07 00:00:00,FIL/USD,4.7566,5.0837,4.7506,5.0397,462470.53889642685,91765.48979035
1701820800000,2023-12-06 00:00:00,FIL/USD,4.7993,4.8567,4.6275,4.7421,401409.72482013167,84648.09363365
1701734400000,2023-12-05 00:00:00,FIL/USD,4.722,4.8458,4.5525,4.7862,183339.85232600177,38305.93212277
1701648000000,2023-12-04 00:00:00,FIL/USD,4.5753,4.8418,4.4472,4.7278,349220.9559787116,73865.42492887
1701561600000,2023-12-03 00:00:00,FIL/USD,4.6659,4.7192,4.4338,4.5727,415728.537712486,90915.33179795
1701475200000,2023-12-02 00:00:00,FIL/USD,4.5087,4.7178,4.4958,4.6677,1300632.4586388886,278645.25540178
1701388800000,2023-12-01 00:00:00,FIL/USD,4.3867,4.5528,4.3519,4.4968,84714.37216358917,18838.81252526
1701302400000,2023-11-30 00:00:00,FIL/USD,4.4277,4.4495,4.3401,4.3828,24498.340392309394,5589.65510457
1701216000000,2023-11-29 00:00:00,FIL/USD,4.5099,4.5932,4.4136,4.4269,161233.27068530946,36421.2588234
1701129600000,2023-11-28 00:00:00,FIL/USD,4.54,4.5796,4.3774,4.5309,64296.59326380559,14190.68910455
1701043200000,2023-11-27 00:00:00,FIL/USD,4.5916,4.6433,4.4343,4.5347,152992.33439154754,33738.13800065
1700956800000,2023-11-26 00:00:00,FIL/USD,4.7647,4.8079,4.4537,4.6011,65969.97853384391,14337.87105993
1700870400000,2023-11-25 00:00:00,FIL/USD,4.6218,4.7784,4.6218,4.7764,195563.50413542736,40943.70323579
1700784000000,2023-11-24 00:00:00,FIL/USD,4.4975,4.7136,4.4975,4.631,228534.31539960418,49348.80488007
1700697600000,2023-11-23 00:00:00,FIL/USD,4.4811,4.5581,4.4237,4.4854,43862.20845435174,9778.88448173
1700611200000,2023-11-22 00:00:00,FIL/USD,4.1935,4.5271,4.1907,4.4938,57539.35104896488,12804.1637476
1700524800000,2023-11-21 00:00:00,FIL/USD,4.6846,4.7434,4.1559,4.1995,310945.99822884466,74043.57619451
1700438400000,2023-11-20 00:00:00,FIL/USD,4.869,4.8872,4.6233,4.6809,70121.80074640835,14980.40990972
1700352000000,2023-11-19 00:00:00,FIL/USD,4.7101,4.9146,4.6389,4.8843,88514.26262783611,18122.2002391
1700265600000,2023-11-18 00:00:00,FIL/USD,4.7326,4.7379,4.3909,4.7181,405501.6247616216,85945.95806821
1700179200000,2023-11-17 00:00:00,FIL/USD,4.8524,4.9671,4.5254,4.7381,200881.93536792728,42397.14977901
1700092800000,2023-11-16 00:00:00,FIL/USD,5.2209,5.3767,4.7592,4.8579,273908.79435810476,56384.19777231
1700006400000,2023-11-15 00:00:00,FIL/USD,4.7907,5.2642,4.7907,5.2243,486437.62145939976,93110.58351538
1699920000000,2023-11-14 00:00:00,FIL/USD,5.0234,5.1599,4.5881,4.7896,586470.0994774675,122446.57162967
1699833600000,2023-11-13 00:00:00,FIL/USD,5.1978,5.6806,5.0032,5.0122,597102.7448254923,119129.87207723
1699747200000,2023-11-12 00:00:00,FIL/USD,4.732,5.2364,4.5496,5.1379,342915.9532205405,66742.43430595
1699660800000,2023-11-11 00:00:00,FIL/USD,4.6007,4.8915,4.4602,4.7062,515748.7803705532,109589.21855649
1699574400000,2023-11-10 00:00:00,FIL/USD,4.5006,4.6468,4.3757,4.5822,273285.9137943441,59640.76508977
1699488000000,2023-11-09 00:00:00,FIL/USD,4.4409,4.6958,4.1815,4.4982,575803.1172584967,128007.45126017
1699401600000,2023-11-08 00:00:00,FIL/USD,4.2452,4.4709,4.2193,4.4318,76827.17533224984,17335.4337588
1699315200000,2023-11-07 00:00:00,FIL/USD,4.3411,4.3536,4.0899,4.246,199598.82019237228,47008.67173631
1699228800000,2023-11-06 00:00:00,FIL/USD,4.1181,4.4055,4.0724,4.3343,140435.65752528264,32401.00074413
1699142400000,2023-11-05 00:00:00,FIL/USD,4.0055,4.1531,4.0041,4.1218,274762.08304568904,66660.70237412999
1699056000000,2023-11-04 00:00:00,FIL/USD,3.9187,4.026,3.9056,4.0134,28514.432759313604,7104.80708609
1698969600000,2023-11-03 00:00:00,FIL/USD,4.0939,4.0939,3.843,3.9108,86866.07669848541,22211.84327976
1698883200000,2023-11-02 00:00:00,FIL/USD,3.9474,4.1863,3.7939,4.0926,172872.3144194516,42240.21756816
1698796800000,2023-11-01 00:00:00,FIL/USD,3.8289,3.99,3.7112,3.943,181649.53463435665,46068.86498462
1698710400000,2023-10-31 00:00:00,FIL/USD,3.8599,3.9383,3.6988,3.8288,149637.5188851995,39082.09331519
1698624000000,2023-10-30 00:00:00,FIL/USD,3.7985,3.8766,3.7469,3.8649,56447.289164544876,14605.10987724
1698537600000,2023-10-29 00:00:00,FIL/USD,3.7301,3.8431,3.652,3.7992,60162.123695463524,15835.47159809
1698451200000,2023-10-28 00:00:00,FIL/USD,3.6044,3.7523,3.6035,3.7376,41011.44197294899,10972.66747992
1698364800000,2023-10-27 00:00:00,FIL/USD,3.719,3.7288,3.532,3.597,60567.01065428179,16838.20146074
1698278400000,2023-10-26 00:00:00,FIL/USD,3.7585,3.8719,3.5973,3.7362,80634.56318192021,21581.97183821
1698192000000,2023-10-25 00:00:00,FIL/USD,3.8366,3.976,3.696,3.7637,170708.83413139146,45356.65279682
1698105600000,2023-10-24 00:00:00,FIL/USD,3.8424,3.982,3.7009,3.8398,289221.46512320614,75322.01289734
1698019200000,2023-10-23 00:00:00,FIL/USD,3.4237,3.9434,3.4028,3.853,536559.1266795053,139257.49459629
1697932800000,2023-10-22 00:00:00,FIL/USD,3.3404,3.4518,3.3201,3.4237,134056.64115602447,39155.48709175
1697846400000,2023-10-21 00:00:00,FIL/USD,3.219,3.3948,3.2098,3.3445,159919.4224497786,47815.64432644
1697760000000,2023-10-20 00:00:00,FIL/USD,3.1987,3.2851,3.1794,3.2126,37441.31682334776,11654.5218276
1697673600000,2023-10-19 00:00:00,FIL/USD,3.1734,3.1994,3.1362,3.1968,21561.00638801501,6744.55905531
1697587200000,2023-10-18 00:00:00,FIL/USD,3.2075,3.2373,3.161,3.1718,24040.07822315045,7579.31717736
1697500800000,2023-10-17 00:00:00,FIL/USD,3.2555,3.2596,3.1349,3.2101,37078.866940013846,11550.68905642
1697414400000,2023-10-16 00:00:00,FIL/USD,3.2246,3.3655,3.2159,3.2576,51416.35579120173,15783.50804003
1697328000000,2023-10-15 00:00:00,FIL/USD,3.2127,3.2391,3.1985,3.2222,19469.465672498038,6042.28963829
1697241600000,2023-10-14 00:00:00,FIL/USD,3.2139,3.2346,3.206,3.215,9139.45405884935,2842.75398409
1697155200000,2023-10-13 00:00:00,FIL/USD,3.2152,3.2454,3.1856,3.209,26287.99339775693,8191.95805477
1697068800000,2023-10-12 00:00:00,FIL/USD,3.1754,3.2388,3.1338,3.2093,31609.04399381208,9849.20200474
1696982400000,2023-10-11 00:00:00,FIL/USD,3.1954,3.2076,3.113,3.1771,152509.6815750437,48002.79549748
1696896000000,2023-10-10 00:00:00,FIL/USD,3.2312,3.2387,3.173,3.1953,90113.65236323653,28201.93795989
1696809600000,2023-10-09 00:00:00,FIL/USD,3.393,3.4238,3.137,3.2282,307588.05091394886,95281.59683847
1696723200000,2023-10-08 00:00:00,FIL/USD,3.4469,3.4469,3.3794,3.396,13793.81966581044,4061.78435389
1696636800000,2023-10-07 00:00:00,FIL/USD,3.3476,3.4483,3.325,3.4483,93529.88640069086,27123.47719186
1696550400000,2023-10-06 00:00:00,FIL/USD,3.2602,3.374,3.2498,3.3391,41314.11477335383,12372.82943708
1696464000000,2023-10-05 00:00:00,FIL/USD,3.3131,3.3299,3.2542,3.2581,14445.940614061703,4433.85427521
1696377600000,2023-10-04 00:00:00,FIL/USD,3.3075,3.3297,3.2115,3.3121,34714.82823039147,10481.21380103
1696291200000,2023-10-03 00:00:00,FIL/USD,3.334,3.3644,3.2847,3.3066,23113.322459303276,6990.05699489
1696204800000,2023-10-02 00:00:00,FIL/USD,3.4708,3.4708,3.2964,3.3394,14687.152287521694,4398.14106951
1696118400000,2023-10-01 00:00:00,FIL/USD,3.3541,3.4734,3.344,3.4673,31895.79789243834,9199.03033843
1696032000000,2023-09-30 00:00:00,FIL/USD,3.337,3.3795,3.3101,3.356,2125.5582030321198,633.36060877
1695945600000,2023-09-29 00:00:00,FIL/USD,3.3162,3.3722,3.2841,3.3384,11670.1757628066,3495.73920525
1695859200000,2023-09-28 00:00:00,FIL/USD,3.2198,3.3146,3.2129,3.3125,14859.329433071876,4485.83530055
1695772800000,2023-09-27 00:00:00,FIL/USD,3.1822,3.298,3.1776,3.2133,36818.15795825647,11458.05183402
1695686400000,2023-09-26 00:00:00,FIL/USD,3.2091,3.23,3.1271,3.1759,7144.331711514543,2249.54554977
1695600000000,2023-09-25 00:00:00,FIL/USD,3.2168,3.2466,3.1733,3.2123,36471.341357964055,11353.65356846
1695513600000,2023-09-24 00:00:00,FIL/USD,3.2436,3.2699,3.1796,3.2113,25783.03691551169,8028.84716953
1695427200000,2023-09-23 00:00:00,FIL/USD,3.2291,3.2522,3.2013,3.2468,48825.94116436992,15038.17332893
1695340800000,2023-09-22 00:00:00,FIL/USD,3.2251,3.2443,3.1943,3.2301,39131.50295379891,12114.64132807
1695254400000,2023-09-21 00:00:00,FIL/USD,3.3693,3.3868,3.1954,3.2151,70785.5041736932,22016.57932061
1695168000000,2023-09-20 00:00:00,FIL/USD,3.3749,3.4156,3.3215,3.3596,63475.589130581895,18893.79364525
1695081600000,2023-09-19 00:00:00,FIL/USD,3.343,3.413,3.3133,3.3708,16747.06126412317,4968.27496859
1694995200000,2023-09-18 00:00:00,FIL/USD,3.3289,3.4286,3.2941,3.3332,29778.54684524528,8933.92141043
1694908800000,2023-09-17 00:00:00,FIL/USD,3.3237,3.4132,3.2427,3.3344,39123.63548060845,11733.33597667
1694822400000,2023-09-16 00:00:00,FIL/USD,3.3658,3.4593,3.3133,3.328,35081.3048257152,10541.25745965
1694736000000,2023-09-15 00:00:00,FIL/USD,3.2353,3.3873,3.2222,3.3721,106876.63845602788,31694.38582961
1694649600000,2023-09-14 00:00:00,FIL/USD,3.184,3.25,3.1558,3.2325,20545.1782478181,6355.81693668
1694563200000,2023-09-13 00:00:00,FIL/USD,3.0928,3.234,3.0813,3.1773,55227.12896251162,17381.77980125
1694476800000,2023-09-12 00:00:00,FIL/USD,3.0298,3.2,3.0231,3.0882,33121.90444284069,10725.31068028
1694390400000,2023-09-11 00:00:00,FIL/USD,3.1231,3.1231,2.9515,3.0298,92403.54003053902,30498.23091641
1694304000000,2023-09-10 00:00:00,FIL/USD,3.236,3.2404,2.9988,3.1168,116524.14961473952,37385.82829015
1694217600000,2023-09-09 00:00:00,FIL/USD,3.2262,3.2639,3.217,3.241,10797.673287383781,3331.58694458
1694131200000,2023-09-08 00:00:00,FIL/USD,3.2631,3.2873,3.1843,3.2272,13868.194666753088,4297.28392004
1694044800000,2023-09-07 00:00:00,FIL/USD,3.2434,3.2776,3.2106,3.2598,17473.61037320206,5360.33203669
1693958400000,2023-09-06 00:00:00,FIL/USD,3.2448,3.3034,3.1811,3.2487,51005.83336390542,15700.3827266
1693872000000,2023-09-05 00:00:00,FIL/USD,3.1745,3.2636,3.1478,3.2369,7745.840573668282,2392.98111578
1693785600000,2023-09-04 00:00:00,FIL/USD,3.1737,3.2871,3.117,3.178,24608.26792704392,7743.31904564
1693699200000,2023-09-03 00:00:00,FIL/USD,3.1911,3.1947,3.1264,3.1688,501.67501765608,158.3170341
1693612800000,2023-09-02 00:00:00,FIL/USD,3.1808,3.232,3.1435,3.187,42579.95350367018,13360.51255214
1693526400000,2023-09-01 00:00:00,FIL/USD,3.2146,3.2343,3.135,3.1718,25566.398087318117,8060.53284801
1693440000000,2023-08-31 00:00:00,FIL/USD,3.418,3.4412,3.1331,3.2097,60849.13743716219,18957.88934703
1693353600000,2023-08-30 00:00:00,FIL/USD,3.4997,3.4997,3.372,3.4187,11931.303843926826,3490.01194721
1693267200000,2023-08-29 00:00:00,FIL/USD,3.3947,3.5755,3.308,3.4963,64536.72542281245,18458.57776015
1693180800000,2023-08-28 00:00:00,FIL/USD,3.3162,3.4007,3.2879,3.3903,30230.47075225545,8916.7539015
1693094400000,2023-08-27 00:00:00,FIL/USD,3.2611,3.317,3.2203,3.31,18999.2132665155,5739.94358505
1693008000000,2023-08-26 00:00:00,FIL/USD,3.2316,3.2856,3.225,3.2631,4158.006135591379,1274.25029438
1692921600000,2023-08-25 00:00:00,FIL/USD,3.2801,3.2994,3.2,3.2395,17129.459117192182,5287.68609884
1692835200000,2023-08-24 00:00:00,FIL/USD,3.4583,3.4687,3.2624,3.2912,22882.637119010415,6952.67292143
1692748800000,2023-08-23 00:00:00,FIL/USD,3.3898,3.4903,3.3716,3.4518,14213.57121032759,4117.72733366
1692662400000,2023-08-22 00:00:00,FIL/USD,3.42,3.4288,3.2139,3.3899,39849.49616114524,11755.36038265
1692576000000,2023-08-21 00:00:00,FIL/USD,3.5634,3.5737,3.3536,3.4169,28755.260383010922,8415.5990468
1692489600000,2023-08-20 00:00:00,FIL/USD,3.5696,3.589,3.525,3.5668,8137.271978359208,2281.39283906
1692403200000,2023-08-19 00:00:00,FIL/USD,3.4949,3.6155,3.4949,3.5654,14657.108110501038,4110.92951997
1692316800000,2023-08-18 00:00:00,FIL/USD,3.4321,3.5284,3.424,3.5002,25585.469781750053,7309.71652527
1692230400000,2023-08-17 00:00:00,FIL/USD,3.7156,3.7867,3.0253,3.4429,235801.5677542826,68489.22935731
1692144000000,2023-08-16 00:00:00,FIL/USD,3.8582,3.8639,3.6138,3.7267,68446.98897482576,18366.64850265
1692057600000,2023-08-15 00:00:00,FIL/USD,4.0733,4.0842,3.6233,3.8574,64283.99522940721,16665.10997807
1691971200000,2023-08-14 00:00:00,FIL/USD,4.0938,4.119,4.0451,4.0793,6207.256278878725,1521.64740982
1691884800000,2023-08-13 00:00:00,FIL/USD,4.1262,4.1753,4.0568,4.0984,19055.229197132703,4649.43128956
1691798400000,2023-08-12 00:00:00,FIL/USD,4.1147,4.1406,4.0987,4.1296,244.935094910544,59.31206289
1691712000000,2023-08-11 00:00:00,FIL/USD,4.1472,4.1563,4.0949,4.1091,8224.60228479086,2001.55807471
1691625600000,2023-08-10 00:00:00,FIL/USD,4.1588,4.1605,4.0923,4.1374,7931.7373618571555,1917.08255471
1691539200000,2023-08-09 00:00:00,FIL/USD,4.1554,4.1982,4.1202,4.1516,17647.533729190982,4250.77891155
1691452800000,2023-08-08 00:00:00,FIL/USD,4.1043,4.2188,4.0717,4.1461,37752.62663714426,9105.57551365
1691366400000,2023-08-07 00:00:00,FIL/USD,4.1728,4.2057,3.9942,4.1057,25321.90500069404,6167.50006106
1691280000000,2023-08-06 00:00:00,FIL/USD,4.1086,4.1823,4.1006,4.1576,8163.602290950105,1963.53720679
1691193600000,2023-08-05 00:00:00,FIL/USD,4.0881,4.1183,4.0324,4.1046,2815.8588081147,686.0251445
1691107200000,2023-08-04 00:00:00,FIL/USD,4.1049,4.1569,4.0433,4.0968,14622.933930376825,3569.35508943
1691020800000,2023-08-03 00:00:00,FIL/USD,4.2599,4.2945,4.0804,4.1067,21878.038463194836,5327.40118908
1690934400000,2023-08-02 00:00:00,FIL/USD,4.2909,4.3289,4.2054,4.2667,13972.69245894035,3274.8242105
1690848000000,2023-08-01 00:00:00,FIL/USD,4.2622,4.2869,4.0909,4.2849,92182.60207860931,21513.361357
1690761600000,2023-07-31 00:00:00,FIL/USD,4.3081,4.3645,4.2151,4.2671,19533.86795356446,4577.78537029
1690675200000,2023-07-30 00:00:00,FIL/USD,4.4292,4.4452,4.1865,4.322,79302.74418744653,18348.62197766
1690588800000,2023-07-29 00:00:00,FIL/USD,4.3916,4.4437,4.3865,4.425,1033.265406528,233.50630656
1690502400000,2023-07-28 00:00:00,FIL/USD,4.4371,4.4861,4.3826,4.4026,35444.18309139806,8050.73890233
1690416000000,2023-07-27 00:00:00,FIL/USD,4.3287,4.4291,4.3214,4.4291,11451.840481835025,2585.59086086
1690329600000,2023-07-26 00:00:00,FIL/USD,4.4009,4.4023,4.2518,4.3335,22510.948013230543,5194.63436327
1690243200000,2023-07-25 00:00:00,FIL/USD,4.5287,4.5572,4.3834,4.4075,13804.96372912775,3132.1528597
1690156800000,2023-07-24 00:00:00,FIL/USD,4.5687,4.5978,4.3258,4.5212,79867.39240810272,17665.08723527
1690070400000,2023-07-23 00:00:00,FIL/USD,4.4725,4.6753,4.448,4.5652,11417.52606390996,2500.9914273
1689984000000,2023-07-22 00:00:00,FIL/USD,4.4847,4.5714,4.3997,4.4353,15647.91288146423,3528.03933927
1689897600000,2023-07-21 00:00:00,FIL/USD,4.4533,4.5498,4.4289,4.4775,14484.0911560713,3234.8612297199998
1689811200000,2023-07-20 00:00:00,FIL/USD,4.2666,4.5858,4.2665,4.4375,64841.9648169225,14612.27376156
1689724800000,2023-07-19 00:00:00,FIL/USD,4.2734,4.3876,4.2339,4.2623,5960.620945087354,1398.4517619800001
1689638400000,2023-07-18 00:00:00,FIL/USD,4.3597,4.3942,4.1769,4.2676,13234.250994826694,3101.09921146
1689552000000,2023-07-17 00:00:00,FIL/USD,4.3523,4.4628,4.2236,4.3523,26924.250253620346,6186.21194624
1689465600000,2023-07-16 00:00:00,FIL/USD,4.4337,4.4674,4.316,4.3601,26890.382035838196,6167.37736195
1689379200000,2023-07-15 00:00:00,FIL/USD,4.4087,4.5,4.389,4.4351,79784.86534974755,17989.41745389
1689292800000,2023-07-14 00:00:00,FIL/USD,4.6785,4.7434,4.3028,4.4249,243904.56231517298,55120.92077
1689206400000,2023-07-13 00:00:00,FIL/USD,4.2378,4.7282,4.1904,4.6825,230651.7418525032,49258.24705873
1689120000000,2023-07-12 00:00:00,FIL/USD,4.2928,4.3464,4.1854,4.244,22779.919424633277,5367.55877112
1689033600000,2023-07-11 00:00:00,FIL/USD,4.3241,4.3441,4.2247,4.3004,9531.395495543844,2216.39742711
1688947200000,2023-07-10 00:00:00,FIL/USD,4.3427,4.4122,4.1494,4.3241,58231.867533744466,13466.81795836
1688860800000,2023-07-09 00:00:00,FIL/USD,4.3397,4.4256,4.3243,4.338,7886.32965925236,1817.96442122
1688774400000,2023-07-08 00:00:00,FIL/USD,4.4036,4.4256,4.2286,4.3465,25559.10938866621,5880.38867794
1688688000000,2023-07-07 00:00:00,FIL/USD,4.3065,4.4603,4.2717,4.4045,19576.31888916849,4444.61775211
1688601600000,2023-07-06 00:00:00,FIL/USD,4.5947,4.6825,4.3239,4.3239,187372.69406466992,43334.18766962
1688515200000,2023-07-05 00:00:00,FIL/USD,4.5394,4.8294,4.3398,4.6087,477500.8439218197,103608.57593721
1688428800000,2023-07-04 00:00:00,FIL/USD,4.7434,4.7445,4.4411,4.5495,82241.67271387631,18077.07939639
1688342400000,2023-07-03 00:00:00,FIL/USD,4.097,4.9376,4.0848,4.7327,1034140.9131230365,218509.71181842
1688256000000,2023-07-02 00:00:00,FIL/USD,4.0907,4.1238,3.9458,4.1055,28802.044227575327,7015.47782915
1688169600000,2023-07-01 00:00:00,FIL/USD,3.9626,4.2362,3.9121,4.0995,55976.009051037465,13654.35029907
1688083200000,2023-06-30 00:00:00,FIL/USD,3.8286,4.0488,3.5703,3.954,245539.59213857475,62099.03695968
1687996800000,2023-06-29 00:00:00,FIL/USD,3.7818,3.9011,3.7689,3.838,4943.02516513516,1287.91692682
1687910400000,2023-06-28 00:00:00,FIL/USD,4.0367,4.0367,3.6459,3.7662,51536.69530540632,13684.00385147
1687824000000,2023-06-27 00:00:00,FIL/USD,3.9549,4.0767,3.9549,4.0302,13812.040542786388,3427.13526445
1687737600000,2023-06-26 00:00:00,FIL/USD,4.1085,4.1584,3.8947,3.963,44970.32872140963,11347.54699001
1687651200000,2023-06-25 00:00:00,FIL/USD,3.9403,4.2524,3.9232,4.1365,84898.40073899523,20524.21146839
1687564800000,2023-06-24 00:00:00,FIL/USD,4.0343,4.061,3.8211,3.9312,49521.394928835645,12597.01743204
1687478400000,2023-06-23 00:00:00,FIL/USD,3.952,4.1248,3.935,4.029,25070.49959639115,6222.51168935
1687392000000,2023-06-22 00:00:00,FIL/USD,3.9263,4.0865,3.8464,3.9355,87048.67220150086,22118.8342527
1687305600000,2023-06-21 00:00:00,FIL/USD,3.7875,3.9708,3.7533,3.9311,265878.61069576227,67634.65968705
1687219200000,2023-06-20 00:00:00,FIL/USD,3.6886,3.8015,3.5947,3.7875,43115.92619947312,11383.74289095
1687132800000,2023-06-19 00:00:00,FIL/USD,3.6813,3.6977,3.5888,3.6823,20482.516930814476,5562.42482438
1687046400000,2023-06-18 00:00:00,FIL/USD,3.7064,3.7596,3.6324,3.6825,11647.115278420426,3162.82831729
1686960000000,2023-06-17 00:00:00,FIL/USD,3.6814,3.8171,3.6617,3.7102,27787.803561881894,7489.57025548
1686873600000,2023-06-16 00:00:00,FIL/USD,3.6448,3.7461,3.5434,3.6929,19217.135634876453,5203.80612388
1686787200000,2023-06-15 00:00:00,FIL/USD,3.5578,3.7193,3.4864,3.6658,34720.825060787465,9471.55465677
1686700800000,2023-06-14 00:00:00,FIL/USD,3.6587,3.7592,3.4648,3.5735,101040.10253874898,28274.82930985
1686614400000,2023-06-13 00:00:00,FIL/USD,3.5283,3.7305,3.5058,3.6598,49901.41197577206,13635.0106497
1686528000000,2023-06-12 00:00:00,FIL/USD,3.4113,3.6033,3.3044,3.5278,32538.372844690093,9223.41766673
1686441600000,2023-06-11 00:00:00,FIL/USD,3.4868,3.506,3.353,3.4328,57905.756721617676,16868.37471499
1686355200000,2023-06-10 00:00:00,FIL/USD,4.0246,4.0246,2.4894,3.487,850147.0510456278,243804.71782209
1686268800000,2023-06-09 00:00:00,FIL/USD,4.0944,4.1398,3.9669,4.0364,33074.81068747614,8194.13603396
1686182400000,2023-06-08 00:00:00,FIL/USD,4.1116,4.1761,4.0903,4.0942,17703.18368753475,4323.96651056
1686096000000,2023-06-07 00:00:00,FIL/USD,4.3889,4.3889,4.0607,4.1346,41564.38571230955,10052.81906649
1686009600000,2023-06-06 00:00:00,FIL/USD,4.2307,4.442,4.1469,4.3988,285458.35376619233,64894.59710971
1685923200000,2023-06-05 00:00:00,FIL/USD,4.6552,4.6552,4.0,4.2189,350378.70649675094,83049.77754788
1685836800000,2023-06-04 00:00:00,FIL/USD,4.8531,4.8882,4.6252,4.6512,51952.18629039797,11169.63069539
1685750400000,2023-06-03 00:00:00,FIL/USD,4.9611,4.9808,4.8079,4.8528,40992.323919626164,8447.14884595
1685664000000,2023-06-02 00:00:00,FIL/USD,4.7031,5.0197,4.7017,4.9683,122720.18585088567,24700.63922285
1685577600000,2023-06-01 00:00:00,FIL/USD,4.7142,4.7622,4.6269,4.6959,11272.857659824627,2400.57447131
1685491200000,2023-05-31 00:00:00,FIL/USD,4.8291,4.8773,4.6058,4.6938,80155.62235774955,17076.91472959
1685404800000,2023-05-30 00:00:00,FIL/USD,4.6257,4.8925,4.6148,4.8328,139902.3018598516,28948.49815011
1685318400000,2023-05-29 00:00:00,FIL/USD,4.6728,4.7273,4.6026,4.6389,11915.083849677412,2568.51491726
