https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETH
1690761600000,2023-07-31 00:00:00,ETH/USD,1863.8,1879.2,1853.8,1858.6,2572021.170754774,1383.84868759
1690675200000,2023-07-30 00:00:00,ETH/USD,1883.8,1888.0,1852.2,1864.2,3543857.912906064,1901.00735592
1690588800000,2023-07-29 00:00:00,ETH/USD,1877.4,1889.1,1872.9,1883.5,3721979.50951801,1976.09743006
1690502400000,2023-07-28 00:00:00,ETH/USD,1863.3,1885.3,1859.3,1877.5,2281150.069954925,1214.99337947
1690416000000,2023-07-27 00:00:00,ETH/USD,1874.3,1888.2,1857.8,1863.3,4098521.565098463,2199.60369511
1690329600000,2023-07-26 00:00:00,ETH/USD,1860.9,1890.7,1851.2,1874.0,4421441.470182,2359.360443
1690243200000,2023-07-25 00:00:00,ETH/USD,1852.7,1870.4,1848.4,1860.9,2138931.955953942,1149.40725238
1690156800000,2023-07-24 00:00:00,ETH/USD,1890.9,1891.9,1835.1,1853.2,11937723.0156187,6441.68088475
1690070400000,2023-07-23 00:00:00,ETH/USD,1868.3,1906.6,1860.6,1891.0,3593633.98047419,1900.38814409
1689984000000,2023-07-22 00:00:00,ETH/USD,1893.9,1899.3,1853.5,1868.1,6458081.497096398,3457.0320095800002
1689897600000,2023-07-21 00:00:00,ETH/USD,1894.0,1907.5,1887.4,1893.8,4063631.488325734,2145.75535343
1689811200000,2023-07-20 00:00:00,ETH/USD,1890.0,1929.6,1881.4,1893.5,25959033.05455327,13709.55006842
1689724800000,2023-07-19 00:00:00,ETH/USD,1898.4,1925.1,1883.3,1891.3,4159858.7899229424,2199.47062334
1689638400000,2023-07-18 00:00:00,ETH/USD,1914.5,1919.0,1879.1,1898.9,10152039.47530835,5346.27388241
1689552000000,2023-07-17 00:00:00,ETH/USD,1924.2,1937.5,1876.6,1914.7,6308454.511937149,3294.74826967
1689465600000,2023-07-16 00:00:00,ETH/USD,1932.9,1945.1,1915.9,1923.9,3785655.677936055,1967.69877745
1689379200000,2023-07-15 00:00:00,ETH/USD,1940.3,1948.0,1928.7,1932.4,4020993.263820056,2080.82863994
1689292800000,2023-07-14 00:00:00,ETH/USD,2007.2,2031.4,1901.2,1940.1,20644337.149185557,10640.86240358
1689206400000,2023-07-13 00:00:00,ETH/USD,1874.4,2014.7,1866.0,2008.2,22998649.433538117,11452.36999977
1689120000000,2023-07-12 00:00:00,ETH/USD,1880.1,1906.0,1867.5,1874.5,5802265.89764083,3095.36724334
1689033600000,2023-07-11 00:00:00,ETH/USD,1882.3,1892.3,1864.6,1879.9,4935546.5671134265,2625.43037774
1688947200000,2023-07-10 00:00:00,ETH/USD,1863.8,1906.9,1848.6,1882.2,7197589.419267546,3824.03008143
1688860800000,2023-07-09 00:00:00,ETH/USD,1867.1,1880.4,1858.2,1864.1,3754009.5763610858,2013.84559646
1688774400000,2023-07-08 00:00:00,ETH/USD,1872.2,1875.0,1844.7,1867.4,3539139.295896592,1895.22292808
1688688000000,2023-07-07 00:00:00,ETH/USD,1848.0,1879.3,1828.2,1872.1,4301494.139437969,2297.68395889
1688601600000,2023-07-06 00:00:00,ETH/USD,1911.7,1959.0,1848.1,1848.1,13894256.09663364,7518.13002361
1688515200000,2023-07-05 00:00:00,ETH/USD,1937.5,1943.9,1896.3,1912.0,5380431.494690239,2814.03320852
1688428800000,2023-07-04 00:00:00,ETH/USD,1957.2,1968.6,1933.1,1936.7,8366957.257519778,4320.21338231
1688342400000,2023-07-03 00:00:00,ETH/USD,1939.6,1978.4,1936.4,1957.1,11465590.216364361,5858.45905491
1688256000000,2023-07-02 00:00:00,ETH/USD,1925.9,1963.2,1888.7,1940.1,14707693.148922455,7580.89436056
1688169600000,2023-07-01 00:00:00,ETH/USD,1935.9,1945.7,1911.6,1926.0,4983833.45009412,2587.66015062
1688083200000,2023-06-30 00:00:00,ETH/USD,1853.4,1949.0,1827.4,1936.2,18589767.672195636,9601.16086778
1687996800000,2023-06-29 00:00:00,ETH/USD,1828.7,1880.4,1827.6,1853.2,4201179.141977388,2266.98637059
1687910400000,2023-06-28 00:00:00,ETH/USD,1891.9,1891.9,1817.3,1828.0,6936409.7320318,3794.53486435
1687824000000,2023-06-27 00:00:00,ETH/USD,1860.1,1913.8,1856.9,1891.1,6740464.406211485,3564.30881826
1687737600000,2023-06-26 00:00:00,ETH/USD,1900.7,1909.8,1839.0,1860.6,8416907.180825472,4523.75963712
1687651200000,2023-06-25 00:00:00,ETH/USD,1876.7,1930.9,1870.5,1900.8,6908063.288524992,3634.29255499
1687564800000,2023-06-24 00:00:00,ETH/USD,1894.5,1907.0,1866.2,1876.8,5330767.13016552,2840.34906765
1687478400000,2023-06-23 00:00:00,ETH/USD,1873.8,1938.7,1863.0,1894.0,8068412.50874152,4259.98548508
1687392000000,2023-06-22 00:00:00,ETH/USD,1891.3,1934.0,1868.7,1873.6,8550847.794106832,4563.85983887
1687305600000,2023-06-21 00:00:00,ETH/USD,1793.6,1903.4,1788.8,1891.3,22627037.05565502,11963.74824494
1687219200000,2023-06-20 00:00:00,ETH/USD,1738.8,1797.2,1716.0,1793.2,14091454.154363288,7858.27244834
1687132800000,2023-06-19 00:00:00,ETH/USD,1722.0,1752.2,1697.9,1738.7,8849396.151107145,5089.66247835
1687046400000,2023-06-18 00:00:00,ETH/USD,1728.9,1749.2,1713.7,1722.4,3786811.9247611286,2198.56707197
1686960000000,2023-06-17 00:00:00,ETH/USD,1718.9,1773.5,1715.7,1729.1,7630541.672590519,4413.0135172
1686873600000,2023-06-16 00:00:00,ETH/USD,1667.8,1730.0,1650.9,1719.0,5880879.89918847,3421.10523513
1686787200000,2023-06-15 00:00:00,ETH/USD,1652.0,1680.5,1628.3,1668.3,11730707.942725334,7031.53386245
1686700800000,2023-06-14 00:00:00,ETH/USD,1740.4,1751.0,1629.4,1652.1,16881039.36524646,10217.928312600001
1686614400000,2023-06-13 00:00:00,ETH/USD,1743.8,1768.4,1725.3,1740.4,8782560.55169464,5046.2885266
1686528000000,2023-06-12 00:00:00,ETH/USD,1754.7,1760.1,1722.2,1744.2,8476453.26436851,4859.79432655
1686441600000,2023-06-11 00:00:00,ETH/USD,1753.3,1779.4,1740.3,1754.8,5200656.196608327,2963.67460486
1686355200000,2023-06-10 00:00:00,ETH/USD,1842.2,1846.4,1718.9,1753.1,19814564.91399601,11302.5867971
1686268800000,2023-06-09 00:00:00,ETH/USD,1847.5,1856.0,1829.2,1841.8,6520283.959037468,3540.16937726
1686182400000,2023-06-08 00:00:00,ETH/USD,1833.5,1862.7,1830.0,1847.5,7416161.066586126,4014.16025255
1686096000000,2023-06-07 00:00:00,ETH/USD,1885.0,1897.2,1822.6,1833.6,14466418.135172352,7889.62594632
1686009600000,2023-06-06 00:00:00,ETH/USD,1811.9,1898.6,1798.6,1884.8,14439663.61966739,7661.11185254
1685923200000,2023-06-05 00:00:00,ETH/USD,1890.4,1891.3,1779.0,1811.8,16583187.295805886,9152.87962016
1685836800000,2023-06-04 00:00:00,ETH/USD,1892.3,1917.0,1885.4,1890.8,4429238.412459164,2342.52084433
1685750400000,2023-06-03 00:00:00,ETH/USD,1907.5,1909.1,1881.9,1892.0,3752535.08894836,1983.36949733
1685664000000,2023-06-02 00:00:00,ETH/USD,1862.1,1911.4,1849.4,1907.4,4950017.524709466,2595.16489709
1685577600000,2023-06-01 00:00:00,ETH/USD,1874.6,1892.6,1840.5,1862.6,5368099.006890084,2882.04606834
1685491200000,2023-05-31 00:00:00,ETH/USD,1901.8,1908.6,1849.1,1874.6,8760022.183704063,4673.00873984
