https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume USD
1678752000,2023-03-14,XLM/USD,0.08487,0.09014,0.08395,0.08854,3069291.7498201,271755.0915290716
1678665600,2023-03-13,XLM/USD,0.08212,0.08638,0.08165,0.08489,1199582.7112125,101832.57635482911
1678579200,2023-03-12,XLM/USD,0.08,0.08399,0.0789,0.08387,64597.7663428,5417.814663170636
1678492800,2023-03-11,XLM/USD,0.08088,0.08088,0.07625,0.08,49403.641965,3952.2913572
1678406400,2023-03-10,XLM/USD,0.07736,0.115,0.0755,0.07824,54238.7066694,4243.6364098138565
1678320000,2023-03-09,XLM/USD,0.08104,0.1,0.07671,0.07762,103192.5572362,8009.806292673843
1678233600,2023-03-08,XLM/USD,0.08292,0.08936,0.07999,0.07999,98987.2249222,7917.988121526778
1678147200,2023-03-07,XLM/USD,0.08362,0.08415,0.08243,0.08291,364201.1135914,30195.91432786297
1678060800,2023-03-06,XLM/USD,0.08335,0.0836,0.08279,0.0836,164318.2424304,13737.005067181439
1677974400,2023-03-05,XLM/USD,0.08373,0.08447,0.08331,0.08331,414931.135054,34567.91286134874
1677888000,2023-03-04,XLM/USD,0.08582,0.08623,0.08303,0.08371,385123.5794124,32238.694832612007
1677801600,2023-03-03,XLM/USD,0.08773,0.08785,0.08382,0.0858,587292.0337379,50389.65649471182
1677715200,2023-03-02,XLM/USD,0.08821,0.08832,0.08664,0.08772,310969.2785874,27278.22511768673
1677628800,2023-03-01,XLM/USD,0.08723,0.08874,0.08713,0.08819,395096.3054544,34843.54317802354
1677542400,2023-02-28,XLM/USD,0.08858,0.08858,0.08642,0.08724,319901.1800087,27908.17894395899
1677456000,2023-02-27,XLM/USD,0.08915,0.08952,0.08771,0.08856,504154.9661441,44647.9638017215
1677369600,2023-02-26,XLM/USD,0.08828,0.08911,0.08726,0.0891,384864.3274685,34291.41157744335
1677283200,2023-02-25,XLM/USD,0.08926,0.08951,0.08726,0.08825,373952.1052257,33001.27328616803
1677196800,2023-02-24,XLM/USD,0.0911,0.09194,0.08836,0.0892,753186.8188168,67184.26423845856
1677110400,2023-02-23,XLM/USD,0.09251,0.09321,0.09103,0.09109,610147.8246869,55578.36535072973
1677024000,2023-02-22,XLM/USD,0.09505,0.09519,0.09098,0.09251,765175.9096601,70786.42340265584
