https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USDT,tradecount
1606003200000,2020-11-22,LTCUSDT,87.09,87.92,77.3,82.87,2048304.58082,171408076.0270896,238468
1605916800000,2020-11-21,LTCUSDT,82.55,88.5,80.1,87.14,2521719.40828,212594343.033746,297869
1605830400000,2020-11-20,LTCUSDT,81.54,85.63,79.99,82.53,2386175.15236,196229165.3065574,331704
1605744000000,2020-11-19,LTCUSDT,73.41,83.4,71.47,81.53,2773824.05583,216138873.5744106,385582
1605657600000,2020-11-18,LTCUSDT,76.32,77.13,67.77,73.42,2653342.04102,193749896.6949428,286533
1605571200000,2020-11-17,LTCUSDT,73.83,77.0,71.36,76.32,2844994.89879,210321473.6289226,366969
1605484800000,2020-11-16,LTCUSDT,62.29,74.62,62.08,73.84,2526207.15962,174408345.8385892,291414
1605398400000,2020-11-15,LTCUSDT,63.83,64.43,61.08,62.28,685249.75502,42937719.0781967,87860
1605312000000,2020-11-14,LTCUSDT,65.96,66.32,61.63,63.85,1017826.05829,64664038.1716187,163536
1605225600000,2020-11-13,LTCUSDT,60.72,66.66,60.14,65.96,1974381.67036,125824947.0014505,257296
1605139200000,2020-11-12,LTCUSDT,59.28,60.82,57.6,60.72,830578.26228,48949867.8524848,87671
1605052800000,2020-11-11,LTCUSDT,57.94,60.53,57.8,59.27,824536.88147,49135913.0916862,83030
1604966400000,2020-11-10,LTCUSDT,59.22,59.6,57.04,57.93,639990.21607,37334044.1550524,70862
1604880000000,2020-11-09,LTCUSDT,61.0,61.86,57.37,59.23,997800.78526,59500899.1666013,97529
1604793600000,2020-11-08,LTCUSDT,58.9,62.03,58.52,61.02,795875.09498,47974026.2325454,76411
1604707200000,2020-11-07,LTCUSDT,63.22,64.77,57.0,58.9,1655539.62718,101656386.7819311,172494
1604620800000,2020-11-06,LTCUSDT,58.94,63.68,58.61,63.2,1735473.54314,106582211.4200329,177692
1604534400000,2020-11-05,LTCUSDT,54.7,59.73,54.62,58.95,1366335.62939,78053912.1651952,135925
1604448000000,2020-11-04,LTCUSDT,53.96,55.24,51.59,54.67,801009.79133,42873857.8930592,71359
1604361600000,2020-11-03,LTCUSDT,53.82,54.37,51.13,53.96,672320.16238,35538087.9202807,64468
1604275200000,2020-11-02,LTCUSDT,55.6,56.84,53.01,53.8,700498.4928,38304588.6046088,61578
1604188800000,2020-11-01,LTCUSDT,55.69,56.19,54.07,55.6,369373.81151,20377654.8658563,34500
1604102400000,2020-10-31,LTCUSDT,54.02,56.5,53.6,55.72,593903.97546,32842454.195905,57738
1604016000000,2020-10-30,LTCUSDT,54.88,55.78,52.2,54.01,706074.89769,38012823.4838059,63397
1603929600000,2020-10-29,LTCUSDT,55.76,56.57,53.37,54.87,798253.73442,44138399.0642294,68890
1603843200000,2020-10-28,LTCUSDT,57.9,60.55,54.71,55.77,1227549.68318,70621904.7241045,116245
1603756800000,2020-10-27,LTCUSDT,56.8,59.06,56.46,57.91,846694.24825,48919719.2000587,78399
1603670400000,2020-10-26,LTCUSDT,58.83,59.31,54.94,56.82,937505.27029,53674188.7390686,89363
1603584000000,2020-10-25,LTCUSDT,59.22,60.0,56.53,58.84,907068.98603,52879298.0785873,89548
1603497600000,2020-10-24,LTCUSDT,55.41,59.64,54.83,59.23,945746.17086,54668506.1651542,87804
1603411200000,2020-10-23,LTCUSDT,54.35,57.0,53.02,55.42,1079055.89232,59587249.9274848,91699
1603324800000,2020-10-22,LTCUSDT,52.98,56.31,52.97,54.35,1405890.00408,77327816.2303919,122481
1603238400000,2020-10-21,LTCUSDT,46.88,55.0,46.85,52.98,1425655.0175,73309576.4555291,138648
1603152000000,2020-10-20,LTCUSDT,47.99,48.46,46.36,46.88,399254.84677,18896873.0924829,39816
1603065600000,2020-10-19,LTCUSDT,47.54,48.44,46.8,47.99,316808.83163,15130105.4102499,33495
1602979200000,2020-10-18,LTCUSDT,46.92,47.98,46.78,47.54,164733.27305,7805904.884539,18535
1602892800000,2020-10-17,LTCUSDT,47.61,47.64,46.28,46.93,222964.85752,10497057.8389143,26798
1602806400000,2020-10-16,LTCUSDT,49.52,49.84,45.6,47.6,603775.07786,28593842.0184204,66327
1602720000000,2020-10-15,LTCUSDT,49.79,50.24,48.8,49.53,349966.03743,17351907.6486338,36449
1602633600000,2020-10-14,LTCUSDT,49.9,51.04,49.27,49.79,381873.31223,19133732.714963,40356
1602547200000,2020-10-13,LTCUSDT,50.58,50.71,48.8,49.89,468445.05222,23391991.8133577,43960
1602460800000,2020-10-12,LTCUSDT,50.48,51.5,49.24,50.58,622150.70858,31453313.2649317,58695
1602374400000,2020-10-11,LTCUSDT,48.89,51.27,48.66,50.48,393329.63182,19761562.474248,43519
1602288000000,2020-10-10,LTCUSDT,47.78,50.46,47.76,48.88,426163.73877,21004622.6621016,49531
1602201600000,2020-10-09,LTCUSDT,47.21,48.2,46.59,47.78,402514.89168,19072193.1607668,39974
1602115200000,2020-10-08,LTCUSDT,46.56,47.5,45.45,47.21,412581.66491,19225906.3202001,40934
1602028800000,2020-10-07,LTCUSDT,46.01,46.96,45.02,46.55,384596.71962,17705158.8502509,37381
1601942400000,2020-10-06,LTCUSDT,46.35,48.25,45.52,45.99,650720.47185,30394416.8606215,54752
1601856000000,2020-10-05,LTCUSDT,46.68,47.08,45.53,46.34,288147.27514,13330240.0624723,27061
1601769600000,2020-10-04,LTCUSDT,45.5,47.07,45.28,46.69,257423.66188,11876813.2284272,23414
1601683200000,2020-10-03,LTCUSDT,44.88,45.97,44.72,45.51,225825.74372,10251368.171526,20596
1601596800000,2020-10-02,LTCUSDT,46.25,46.97,43.19,44.88,518670.86558,23374092.7277957,45906
1601510400000,2020-10-01,LTCUSDT,46.26,48.46,45.23,46.25,691422.81613,32358413.4157879,61223
1601424000000,2020-09-30,LTCUSDT,45.68,46.7,45.44,46.24,294138.00474,13522251.9359599,25914
1601337600000,2020-09-29,LTCUSDT,45.23,45.85,44.95,45.69,314875.69765,14304470.5167336,24712
1601251200000,2020-09-28,LTCUSDT,46.05,47.14,44.8,45.23,500347.34059,23201352.7828467,41300
1601164800000,2020-09-27,LTCUSDT,46.01,46.62,44.56,46.05,299821.64354,13723604.1728721,28584
1601078400000,2020-09-26,LTCUSDT,46.01,46.56,45.12,46.03,239828.37016,11012106.7215482,24117
1600992000000,2020-09-25,LTCUSDT,44.92,46.58,43.97,46.02,417026.33099,18981897.4434856,40013
1600905600000,2020-09-24,LTCUSDT,42.99,45.29,42.56,44.92,385922.04928,17040575.2431905,37560
1600819200000,2020-09-23,LTCUSDT,44.47,45.14,42.25,42.96,416831.71649,18334844.4941458,40774
1600732800000,2020-09-22,LTCUSDT,43.17,44.79,42.75,44.47,334632.72915,14655664.3296406,30283
1600646400000,2020-09-21,LTCUSDT,47.1,47.64,41.59,43.16,724381.66742,32251827.7301862,67893
1600560000000,2020-09-20,LTCUSDT,48.51,48.51,46.15,47.09,309678.11312,14655189.8259405,32523
1600473600000,2020-09-19,LTCUSDT,48.53,49.03,47.94,48.52,225043.69543,10911627.6386474,20442
1600387200000,2020-09-18,LTCUSDT,48.85,49.07,47.44,48.54,322351.62539,15606108.2084333,29396
1600300800000,2020-09-17,LTCUSDT,47.76,49.67,47.64,48.85,412392.29057,20027421.9666725,37509
1600214400000,2020-09-16,LTCUSDT,48.29,48.75,46.91,47.76,409293.57783,19641762.8650696,39278
1600128000000,2020-09-15,LTCUSDT,49.08,50.37,48.1,48.31,615374.46932,30324133.0068738,55967
1600041600000,2020-09-14,LTCUSDT,48.17,49.65,47.11,49.08,493683.75375,23889800.0519541,48550
1599955200000,2020-09-13,LTCUSDT,50.82,51.04,47.26,48.15,458828.41821,22491968.4025884,47732
1599868800000,2020-09-12,LTCUSDT,48.95,51.31,48.38,50.8,451949.52403,22526760.7039176,40384
1599782400000,2020-09-11,LTCUSDT,48.65,49.59,47.37,48.96,367092.22089,17795692.8565707,37211
1599696000000,2020-09-10,LTCUSDT,47.82,49.45,47.77,48.67,474471.86038,23124448.1519773,45998
1599609600000,2020-09-09,LTCUSDT,47.47,48.81,46.52,47.82,378772.50759,18086146.4859451,38639
1599523200000,2020-09-08,LTCUSDT,48.85,49.35,45.98,47.47,760182.50564,36217916.4656975,77671
1599436800000,2020-09-07,LTCUSDT,47.93,49.18,45.22,48.84,826692.56519,39178475.9024551,83808
1599350400000,2020-09-06,LTCUSDT,47.82,49.25,46.28,47.92,653592.78694,31350140.4871573,69849
1599264000000,2020-09-05,LTCUSDT,50.33,51.32,45.21,47.83,1350657.16967,64939622.8922979,133199
1599177600000,2020-09-04,LTCUSDT,47.28,52.38,46.24,50.32,1476516.48212,72672986.3875758,161363
1599091200000,2020-09-03,LTCUSDT,58.07,58.62,45.33,47.28,1324245.74096,70829796.0880798,144885
1599004800000,2020-09-02,LTCUSDT,62.68,63.19,56.32,58.06,934006.30005,55622757.788497,103266
1598918400000,2020-09-01,LTCUSDT,60.94,64.31,59.69,62.69,972744.47944,60949621.548338,101049
1598832000000,2020-08-31,LTCUSDT,62.89,63.7,60.51,60.92,680146.78621,42096579.0183941,78559
1598745600000,2020-08-30,LTCUSDT,56.95,62.95,56.93,62.89,839317.10194,50554543.1594392,90157
1598659200000,2020-08-29,LTCUSDT,57.36,58.18,56.93,56.97,408492.18575,23507419.6507849,43516
1598572800000,2020-08-28,LTCUSDT,56.12,58.28,55.33,57.38,644522.18905,36748399.4045395,63623
1598486400000,2020-08-27,LTCUSDT,58.11,59.24,53.91,56.1,975870.10827,55177834.1631139,90053
1598400000000,2020-08-26,LTCUSDT,58.33,59.1,57.02,58.1,663386.26018,38515676.3160957,68908
1598313600000,2020-08-25,LTCUSDT,62.03,62.29,56.6,58.34,1171220.25124,69265853.4447933,114548
1598227200000,2020-08-24,LTCUSDT,60.56,63.01,59.97,62.02,687323.05849,42512670.1728616,77430
1598140800000,2020-08-23,LTCUSDT,60.21,61.63,58.01,60.55,629697.6774,37577206.2334837,71965
1598054400000,2020-08-22,LTCUSDT,59.18,60.54,57.76,60.21,735637.16639,43559095.845974,79156
1597968000000,2020-08-21,LTCUSDT,62.8,63.9,58.77,59.2,1054292.68684,64713283.3289637,119137
1597881600000,2020-08-20,LTCUSDT,62.08,63.68,61.0,62.8,867577.35764,54226397.3021562,93332
1597795200000,2020-08-19,LTCUSDT,65.42,67.15,58.73,62.12,1699324.38729,105697900.025474,164176
1597708800000,2020-08-18,LTCUSDT,67.22,68.37,63.37,65.4,1562910.41383,103317811.9423166,164948
1597622400000,2020-08-17,LTCUSDT,63.89,68.88,61.34,67.22,1790813.80276,116245941.7852515,185466
1597536000000,2020-08-16,LTCUSDT,59.85,64.6,57.8,63.87,1576897.59255,97000374.9397375,152835
1597449600000,2020-08-15,LTCUSDT,56.78,60.87,56.45,59.85,1137795.12262,66736568.520312,106793
1597363200000,2020-08-14,LTCUSDT,57.14,57.85,55.82,56.78,728312.30047,41365693.2699539,73765
1597276800000,2020-08-13,LTCUSDT,54.54,57.3,51.86,57.14,837109.90719,45688905.9967991,92912
1597190400000,2020-08-12,LTCUSDT,54.11,55.05,51.55,54.52,645092.49922,34861226.1993342,72351
1597104000000,2020-08-11,LTCUSDT,58.27,59.67,52.37,54.1,887598.71928,49937919.2300356,100659
1597017600000,2020-08-10,LTCUSDT,56.96,59.4,56.38,58.27,651148.79465,37767773.9869943,73594
1596931200000,2020-08-09,LTCUSDT,58.46,58.67,56.0,56.96,368846.69372,21154392.5154948,49402
1596844800000,2020-08-08,LTCUSDT,57.19,58.55,56.46,58.46,428217.7033,24648595.7487879,53174
1596758400000,2020-08-07,LTCUSDT,59.03,61.08,54.51,57.17,897911.44061,52389315.890209,103522
1596672000000,2020-08-06,LTCUSDT,58.88,60.68,57.69,59.03,822577.34534,48695999.6888676,87529
1596585600000,2020-08-05,LTCUSDT,57.62,59.77,56.73,58.88,716365.47473,41978222.9782419,80403
1596499200000,2020-08-04,LTCUSDT,58.51,59.62,56.26,57.61,625555.61417,36194009.1430542,67911
1596412800000,2020-08-03,LTCUSDT,56.77,60.03,55.71,58.48,825040.86283,48042233.8805329,90556
1596326400000,2020-08-02,LTCUSDT,61.65,65.17,51.79,56.77,1811190.59194,106128081.2660031,220173
1596240000000,2020-08-01,LTCUSDT,58.13,62.23,57.55,61.65,1209772.30685,72750836.991993,131191
1596153600000,2020-07-31,LTCUSDT,56.73,59.26,55.78,58.13,656214.79104,37799292.0562786,82077
1596067200000,2020-07-30,LTCUSDT,55.17,58.61,53.91,56.75,1024240.96809,57655048.2407161,110317
1595980800000,2020-07-29,LTCUSDT,55.76,56.97,54.65,55.16,827762.01759,46195373.4472572,93016
1595894400000,2020-07-28,LTCUSDT,53.29,57.92,51.65,55.75,1524796.93339,83657329.5222327,163363
1595808000000,2020-07-27,LTCUSDT,48.07,55.83,46.85,53.28,1501022.7139,76319950.4080479,175662
1595721600000,2020-07-26,LTCUSDT,49.16,50.79,47.49,48.1,895757.19561,43736445.022485,98088
1595635200000,2020-07-25,LTCUSDT,44.12,49.52,44.03,49.16,908436.85403,43121417.1466133,108707
1595548800000,2020-07-24,LTCUSDT,44.93,44.96,43.93,44.11,246802.56871,10968239.4447895,38143
1595462400000,2020-07-23,LTCUSDT,44.96,45.63,44.52,44.94,432494.11351,19488260.3589614,48442
1595376000000,2020-07-22,LTCUSDT,43.77,45.12,43.2,44.96,335459.88539,14753443.1558658,44272
1595289600000,2020-07-21,LTCUSDT,41.94,44.11,41.87,43.77,314440.37624,13653758.5128644,43360
1595203200000,2020-07-20,LTCUSDT,42.65,42.79,41.37,41.94,180313.88112,7608229.1871633,26277
1595116800000,2020-07-19,LTCUSDT,42.45,42.89,41.83,42.64,195427.40326,8265623.2485772,25550
1595030400000,2020-07-18,LTCUSDT,41.88,42.9,41.73,42.45,171429.48278,7261317.079744,24619
1594944000000,2020-07-17,LTCUSDT,42.09,42.49,41.72,41.9,201904.6002,8482168.9087271,27190
1594857600000,2020-07-16,LTCUSDT,43.34,43.49,40.85,42.09,389747.37081,16388849.4941322,48225
1594771200000,2020-07-15,LTCUSDT,43.88,44.06,42.81,43.33,216931.7592,9414665.1219019,31043
1594684800000,2020-07-14,LTCUSDT,43.91,44.09,42.86,43.88,246958.9888,10753439.3524858,33873
1594598400000,2020-07-13,LTCUSDT,44.72,45.59,42.31,43.92,445103.8423,19783707.2392492,52216
1594512000000,2020-07-12,LTCUSDT,44.68,45.3,43.7,44.7,245471.12147,10954049.9587285,34963
1594425600000,2020-07-11,LTCUSDT,44.32,44.77,43.85,44.69,186318.68972,8259738.9982672,27163
1594339200000,2020-07-10,LTCUSDT,44.34,44.64,43.44,44.3,256685.44543,11325710.6723385,34160
1594252800000,2020-07-09,LTCUSDT,45.35,45.87,43.57,44.33,413268.76529,18508763.9474714,50271
1594166400000,2020-07-08,LTCUSDT,43.39,45.62,43.1,45.35,537390.40825,24100589.4894504,59397
1594080000000,2020-07-07,LTCUSDT,44.07,44.49,43.06,43.39,307753.44376,13417182.8209459,37184
1593993600000,2020-07-06,LTCUSDT,41.58,44.31,41.5,44.06,368489.71516,15857759.2091878,47338
1593907200000,2020-07-05,LTCUSDT,42.11,42.2,40.75,41.58,235045.82858,9752587.2429427,31821
1593820800000,2020-07-04,LTCUSDT,41.13,42.23,41.06,42.11,239298.32793,9986664.029021,33010
1593734400000,2020-07-03,LTCUSDT,41.03,41.7,40.89,41.14,190294.77564,7860587.6040164,27007
1593648000000,2020-07-02,LTCUSDT,41.76,41.9,40.28,41.05,274520.05417,11294890.1957212,34825
1593561600000,2020-07-01,LTCUSDT,41.16,42.01,40.96,41.77,189759.33668,7889028.9814239,27100
1593475200000,2020-06-30,LTCUSDT,41.87,42.07,40.73,41.17,170712.36761,7047775.850108,26189
1593388800000,2020-06-29,LTCUSDT,41.37,42.29,40.59,41.87,323346.172,13400088.9615602,38361
1593302400000,2020-06-28,LTCUSDT,41.04,42.05,40.48,41.37,169011.98685,6984592.7145514,28350
1593216000000,2020-06-27,LTCUSDT,43.1,43.12,39.11,41.06,301504.6343,12500262.7682874,45758
1593129600000,2020-06-26,LTCUSDT,42.34,43.6,41.37,43.09,348389.34208,14853210.4044505,47569
1593043200000,2020-06-25,LTCUSDT,42.65,43.0,41.68,42.35,241972.00632,10274173.0759525,33515
1592956800000,2020-06-24,LTCUSDT,44.18,44.69,42.1,42.65,357937.97223,15461096.4397973,49816
1592870400000,2020-06-23,LTCUSDT,44.3,44.49,43.89,44.18,219437.96099,9687570.3990332,30539
1592784000000,2020-06-22,LTCUSDT,43.0,44.67,42.94,44.3,281907.39739,12383199.9091788,34486
1592697600000,2020-06-21,LTCUSDT,43.57,43.83,42.88,43.0,159632.6785,6913195.7711694,24986
1592611200000,2020-06-20,LTCUSDT,42.89,43.85,42.21,43.57,202428.9463,8709765.1207691,32764
1592524800000,2020-06-19,LTCUSDT,43.43,43.73,42.57,42.89,304810.97536,13177549.1287969,39094
1592438400000,2020-06-18,LTCUSDT,44.07,44.23,42.88,43.43,193534.98938,8454598.7423494,32774
1592352000000,2020-06-17,LTCUSDT,43.9,45.04,43.0,44.07,324893.86142,14346683.2404897,45652
1592265600000,2020-06-16,LTCUSDT,43.73,44.22,43.33,43.88,215557.59073,9436824.369403,33537
1592179200000,2020-06-15,LTCUSDT,44.04,44.09,41.75,43.73,355287.54016,15285580.7524259,46769
1592092800000,2020-06-14,LTCUSDT,45.09,45.11,43.53,44.05,170082.74029,7542598.7766238,31779
1592006400000,2020-06-13,LTCUSDT,44.72,45.22,44.27,45.08,151582.80518,6775955.9311852,29696
1591920000000,2020-06-12,LTCUSDT,43.22,45.36,42.81,44.72,236934.18593,10491354.1973889,40477
1591833600000,2020-06-11,LTCUSDT,46.63,46.96,42.0,43.22,538636.15983,24131180.6041691,70189
1591747200000,2020-06-10,LTCUSDT,45.89,47.19,45.65,46.63,319582.73016,14778921.7062224,48823
1591660800000,2020-06-09,LTCUSDT,46.45,46.84,45.31,45.87,219681.6354,10109968.6980758,38178
1591574400000,2020-06-08,LTCUSDT,46.6,46.79,45.95,46.43,220499.06993,10227376.4431033,38235
1591488000000,2020-06-07,LTCUSDT,46.79,46.98,45.06,46.63,306262.54148,14151417.8965962,46193
1591401600000,2020-06-06,LTCUSDT,46.8,47.24,46.07,46.79,226441.44764,10574728.4621176,42622
1591315200000,2020-06-05,LTCUSDT,47.43,47.98,46.42,46.83,400925.03604,18974096.1902247,58184
1591228800000,2020-06-04,LTCUSDT,47.15,48.1,46.15,47.43,471692.41566,22364295.2813654,70634
1591142400000,2020-06-03,LTCUSDT,46.01,47.5,45.25,47.16,428190.82164,19934098.4986712,64465
1591056000000,2020-06-02,LTCUSDT,48.26,49.96,44.0,45.99,920374.03122,43606491.9494218,114367
1590969600000,2020-06-01,LTCUSDT,45.6,48.81,45.36,48.25,599583.67722,28169093.7117312,85242
1590883200000,2020-05-31,LTCUSDT,47.72,47.84,45.07,45.61,494076.18673,23046362.233182,68650
1590796800000,2020-05-30,LTCUSDT,44.49,48.08,44.18,47.72,590070.5535,27463513.6798885,79436
1590710400000,2020-05-29,LTCUSDT,44.77,45.29,44.17,44.47,298721.59314,13357497.6828728,45012
1590624000000,2020-05-28,LTCUSDT,43.86,44.88,43.15,44.77,291358.47336,12814294.2587099,44203
1590537600000,2020-05-27,LTCUSDT,42.26,44.05,42.22,43.85,282807.46234,12241409.4045981,42540
1590451200000,2020-05-26,LTCUSDT,42.99,43.07,41.76,42.27,218690.04463,9289007.7526253,38218
1590364800000,2020-05-25,LTCUSDT,42.08,43.32,41.72,42.97,250914.52741,10724204.7176995,40826
1590278400000,2020-05-24,LTCUSDT,43.84,44.55,42.04,42.08,360333.24872,15692713.5176937,49205
1590192000000,2020-05-23,LTCUSDT,44.22,44.74,43.67,43.85,237539.1384,10485675.1347525,38049
1590105600000,2020-05-22,LTCUSDT,42.72,44.68,42.35,44.23,398405.53856,17376646.5729939,54144
1590019200000,2020-05-21,LTCUSDT,44.24,44.62,41.66,42.73,504821.89137,21790870.5584974,65461
1589932800000,2020-05-20,LTCUSDT,45.73,46.14,43.17,44.25,546255.006,24521814.4765792,65389
1589846400000,2020-05-19,LTCUSDT,45.33,45.8,44.07,45.73,375917.65225,16910574.087028,52707
1589760000000,2020-05-18,LTCUSDT,43.7,46.59,43.64,45.32,694361.60251,31432563.3847662,81539
1589673600000,2020-05-17,LTCUSDT,43.25,44.49,43.1,43.71,344498.72506,15154204.1456112,48482
1589587200000,2020-05-16,LTCUSDT,42.73,43.89,42.5,43.25,435940.40697,18877872.4650066,56811
1589500800000,2020-05-15,LTCUSDT,43.99,44.14,41.82,42.74,468836.21013,20206122.3500829,68163
1589414400000,2020-05-14,LTCUSDT,43.18,44.38,42.21,43.98,507436.34974,22075904.0089257,68377
1589328000000,2020-05-13,LTCUSDT,42.18,43.74,41.94,43.18,404524.24723,17315990.299253,54203
1589241600000,2020-05-12,LTCUSDT,41.49,42.88,41.26,42.18,598291.63995,25210189.4177928,70121
1589155200000,2020-05-11,LTCUSDT,42.05,42.9,39.37,41.51,955643.70805,39459230.3842054,110451
1589068800000,2020-05-10,LTCUSDT,46.97,47.04,39.4,42.06,1404081.17548,58997967.7865462,165366
1588982400000,2020-05-09,LTCUSDT,47.7,49.1,46.75,46.95,656199.9985,31531059.6019839,78873
1588896000000,2020-05-08,LTCUSDT,47.37,48.43,46.34,47.69,631882.81036,30005956.2869064,78500
1588809600000,2020-05-07,LTCUSDT,44.92,48.22,44.37,47.37,796061.59933,37063053.8901235,94194
1588723200000,2020-05-06,LTCUSDT,46.56,47.55,44.55,44.94,466241.72785,21723146.90549,66423
1588636800000,2020-05-05,LTCUSDT,46.97,47.76,45.71,46.54,415057.43762,19397806.1047045,60309
1588550400000,2020-05-04,LTCUSDT,48.07,48.2,45.11,46.96,693367.01092,32216489.9441149,78696
1588464000000,2020-05-03,LTCUSDT,49.2,50.02,46.61,48.05,566317.38081,27433863.0171966,81409
1588377600000,2020-05-02,LTCUSDT,47.08,49.6,46.73,49.2,408979.14996,19681383.6038507,63094
1588291200000,2020-05-01,LTCUSDT,46.33,48.27,46.3,47.07,499757.96625,23637798.3684333,71176
1588204800000,2020-04-30,LTCUSDT,48.81,50.8,45.59,46.33,1404189.5332,67399084.9885884,159556
1588118400000,2020-04-29,LTCUSDT,45.69,49.91,45.64,48.81,1198086.90059,56983117.1665334,136085
1588032000000,2020-04-28,LTCUSDT,44.47,46.13,43.42,45.69,590012.52304,26316522.2759296,61434
1587945600000,2020-04-27,LTCUSDT,44.54,45.23,43.16,44.46,443570.66029,19611892.4186017,59917
1587859200000,2020-04-26,LTCUSDT,44.38,45.39,43.75,44.52,485605.15593,21633052.1727374,63842
1587772800000,2020-04-25,LTCUSDT,44.52,45.58,43.84,44.38,555367.18724,24833710.3539497,73594
1587686400000,2020-04-24,LTCUSDT,42.98,44.99,42.83,44.53,623877.17694,27511434.9676274,80860
1587600000000,2020-04-23,LTCUSDT,41.81,43.91,40.94,42.98,639336.05312,27228427.4097155,79767
1587513600000,2020-04-22,LTCUSDT,40.59,42.32,40.27,41.8,463111.32681,19156266.6703552,50721
1587427200000,2020-04-21,LTCUSDT,40.21,41.34,40.01,40.59,346732.08492,14070441.0197207,49957
1587340800000,2020-04-20,LTCUSDT,42.23,43.24,39.55,40.21,543840.05683,22495305.8560983,75587
1587254400000,2020-04-19,LTCUSDT,44.16,44.3,41.54,42.23,456205.81252,19598464.2516534,58029
1587168000000,2020-04-18,LTCUSDT,42.2,44.43,41.98,44.14,497104.94271,21438290.7611933,62859
1587081600000,2020-04-17,LTCUSDT,42.52,43.01,41.61,42.19,407623.04587,17197450.7389667,54144
1586995200000,2020-04-16,LTCUSDT,39.24,43.78,37.91,42.53,913086.97771,37743900.8368466,111554
1586908800000,2020-04-15,LTCUSDT,41.19,41.75,39.08,39.22,460328.1631,18685153.461205,58489
1586822400000,2020-04-14,LTCUSDT,41.2,41.85,40.47,41.22,420837.68832,17361900.5288536,56730
1586736000000,2020-04-13,LTCUSDT,41.99,41.99,39.52,41.22,744114.51306,30090872.0861414,87006
1586649600000,2020-04-12,LTCUSDT,42.54,43.58,41.83,42.0,499257.03257,21342178.1331751,58658
1586563200000,2020-04-11,LTCUSDT,42.28,43.16,41.43,42.54,382360.32132,16212942.580929,50015
1586476800000,2020-04-10,LTCUSDT,46.19,46.39,40.86,42.25,785172.33131,33771322.3596793,95650
1586390400000,2020-04-09,LTCUSDT,46.52,46.86,44.69,46.21,401085.47958,18464427.8396111,58252
1586304000000,2020-04-08,LTCUSDT,44.79,47.2,44.27,46.55,500059.46495,23044062.5534744,74268
1586217600000,2020-04-07,LTCUSDT,45.03,47.64,43.64,44.77,808081.85352,37013956.7638161,103739
1586131200000,2020-04-06,LTCUSDT,40.31,45.09,40.28,45.04,721562.2858,30935223.8039845,84826
1586044800000,2020-04-05,LTCUSDT,40.74,41.0,39.86,40.31,231112.9573,9362413.0545055,37753
1585958400000,2020-04-04,LTCUSDT,40.49,41.16,39.86,40.71,362602.27624,14665302.0990476,50599
1585872000000,2020-04-03,LTCUSDT,39.88,41.26,39.64,40.46,463368.1163,18748635.1666391,66985
1585785600000,2020-04-02,LTCUSDT,39.23,42.92,39.0,39.86,701573.76921,28237488.2668046,93739
1585699200000,2020-04-01,LTCUSDT,39.07,39.5,37.14,39.23,489850.01556,18778547.2175432,63203
1585612800000,2020-03-31,LTCUSDT,38.93,39.32,38.33,39.08,378426.95789,14723154.0958653,50858
1585526400000,2020-03-30,LTCUSDT,37.11,39.7,37.1,38.91,432738.21921,16715085.1675954,64243
1585440000000,2020-03-29,LTCUSDT,38.85,39.11,36.97,37.11,402076.31264,15295566.9072943,56705
1585353600000,2020-03-28,LTCUSDT,38.04,39.43,36.61,38.87,624312.49566,23604387.5985499,95631
1585267200000,2020-03-27,LTCUSDT,40.41,41.21,37.73,38.04,481643.28173,19173843.6256671,72751
1585180800000,2020-03-26,LTCUSDT,39.17,40.48,38.4,40.41,415595.26222,16307374.3661029,68334
1585094400000,2020-03-25,LTCUSDT,40.56,41.04,38.09,39.17,577448.88856,22783918.7644918,88553
1585008000000,2020-03-24,LTCUSDT,38.93,40.95,38.21,40.57,593656.77335,23511452.0939469,87833
1584921600000,2020-03-23,LTCUSDT,35.42,39.99,34.57,38.94,859942.52611,32311045.4297424,120735
1584835200000,2020-03-22,LTCUSDT,38.34,39.69,34.82,35.4,714342.7273,26556648.0907723,106232
1584748800000,2020-03-21,LTCUSDT,38.07,39.84,36.21,38.32,667452.63396,25414755.1357619,110811
1584662400000,2020-03-20,LTCUSDT,38.9,43.69,34.05,38.08,1571300.60857,62380455.8925126,203546
1584576000000,2020-03-19,LTCUSDT,34.72,40.8,34.0,38.9,1344406.50235,50321916.0686265,153523
1584489600000,2020-03-18,LTCUSDT,34.06,34.83,32.28,34.71,1044607.75726,35191685.5695325,119552
1584403200000,2020-03-17,LTCUSDT,33.23,35.85,32.42,34.07,945437.93136,32633674.457893,124781
1584316800000,2020-03-16,LTCUSDT,36.37,36.41,29.29,33.2,1624714.37584,52644643.378624,217526
1584230400000,2020-03-15,LTCUSDT,34.4,38.73,34.04,36.38,1040322.30282,37333342.6425041,135686
1584144000000,2020-03-14,LTCUSDT,37.51,37.65,33.8,34.4,1181175.59196,42316336.5957334,165906
1584057600000,2020-03-13,LTCUSDT,29.83,39.92,24.0,37.52,3435572.20926,113058309.4866767,428733
1583971200000,2020-03-12,LTCUSDT,48.52,48.76,28.65,29.83,2239777.98028,80981795.2278049,324788
1583884800000,2020-03-11,LTCUSDT,50.24,50.74,45.47,48.53,799984.95798,38538721.6190485,105084
