https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume USD
1689724800000,2023-07-19 00:00:00,GALA/USD,0.02675,0.02835,0.02559,0.02589,1132160.64677,29311.6391448753
1689638400000,2023-07-18 00:00:00,GALA/USD,0.02805,0.02886,0.02593,0.02675,2228203.017061,59604.430706381754
1689552000000,2023-07-17 00:00:00,GALA/USD,0.02499,0.02805,0.02499,0.02805,2696844.615071,75646.49145274155
1689465600000,2023-07-16 00:00:00,GALA/USD,0.02651,0.03167,0.02398,0.02499,1766468.559706,44144.049307052934
1689379200000,2023-07-15 00:00:00,GALA/USD,0.02525,0.02651,0.02486,0.02651,967320.633062,25643.66998247362
1689292800000,2023-07-14 00:00:00,GALA/USD,0.02628,0.02729,0.02421,0.02525,2943547.614497,74324.57726604925
1689206400000,2023-07-13 00:00:00,GALA/USD,0.02413,0.02628,0.02364,0.02628,2168463.326252,56987.21621390256
1689120000000,2023-07-12 00:00:00,GALA/USD,0.02473,0.02499,0.02373,0.02413,2940843.82763,70962.5615607119
1689033600000,2023-07-11 00:00:00,GALA/USD,0.02456,0.0265,0.02396,0.02473,741788.646359,18344.43322445807
1688947200000,2023-07-10 00:00:00,GALA/USD,0.02433,0.02524,0.02339,0.02456,706848.941624,17360.210006285437
1688860800000,2023-07-09 00:00:00,GALA/USD,0.02421,0.02508,0.02403,0.02433,341857.742496,8317.398874927681
1688774400000,2023-07-08 00:00:00,GALA/USD,0.02437,0.02516,0.0235,0.02421,795258.144013,19253.199666554727
1688688000000,2023-07-07 00:00:00,GALA/USD,0.02387,0.02511,0.02321,0.02437,441272.838666,10753.81907829042
1688601600000,2023-07-06 00:00:00,GALA/USD,0.0246,0.0256,0.02329,0.02387,1383218.951146,33017.43636385502
1688515200000,2023-07-05 00:00:00,GALA/USD,0.02585,0.0259,0.0238,0.0246,812274.550826,19981.953950319603
1688428800000,2023-07-04 00:00:00,GALA/USD,0.02582,0.02665,0.02541,0.02585,506624.945506,13096.254841330101
1688342400000,2023-07-03 00:00:00,GALA/USD,0.02577,0.02913,0.02456,0.02582,1858436.276517,47984.82465966894
1688256000000,2023-07-02 00:00:00,GALA/USD,0.0253,0.02625,0.0247,0.02577,491694.074331,12670.95629550987
1688169600000,2023-07-01 00:00:00,GALA/USD,0.02497,0.02587,0.02445,0.0253,753419.050582,19061.501979724602
1688083200000,2023-06-30 00:00:00,GALA/USD,0.02483,0.033,0.02349,0.02497,8306567.212698,207414.98330106903
1687996800000,2023-06-29 00:00:00,GALA/USD,0.02367,0.02705,0.02314,0.02483,720032.32562,17878.4026451446
1687910400000,2023-06-28 00:00:00,GALA/USD,0.02597,0.02625,0.02328,0.02367,787585.08998,18642.1390798266
1687824000000,2023-06-27 00:00:00,GALA/USD,0.02579,0.02715,0.02521,0.02597,919017.268593,23866.87846536021
1687737600000,2023-06-26 00:00:00,GALA/USD,0.02729,0.02787,0.0252,0.02579,858390.85481,22137.900145549902
1687651200000,2023-06-25 00:00:00,GALA/USD,0.02665,0.0285,0.02636,0.02729,717444.891643,19579.07109293747
1687564800000,2023-06-24 00:00:00,GALA/USD,0.0264,0.02744,0.02492,0.02665,1198654.361779,31944.13874141035
1687478400000,2023-06-23 00:00:00,GALA/USD,0.02507,0.0275,0.0247,0.0264,1394205.330938,36807.0207367632
1687392000000,2023-06-22 00:00:00,GALA/USD,0.02561,0.02743,0.02473,0.02507,1277310.463734,32022.173325811378
1687305600000,2023-06-21 00:00:00,GALA/USD,0.02401,0.02679,0.02362,0.02561,2313611.096928,59251.58019232608
1687219200000,2023-06-20 00:00:00,GALA/USD,0.02364,0.0251,0.02195,0.02401,4741702.182375,113848.26939882374
1687132800000,2023-06-19 00:00:00,GALA/USD,0.02294,0.024,0.02272,0.02364,615053.024006,14539.853487501841
1687046400000,2023-06-18 00:00:00,GALA/USD,0.02338,0.0238,0.02269,0.02294,562962.791645,12914.366440336298
1686960000000,2023-06-17 00:00:00,GALA/USD,0.02251,0.02435,0.02203,0.02338,903532.187298,21124.58253902724
1686873600000,2023-06-16 00:00:00,GALA/USD,0.0223,0.02274,0.02107,0.02251,666842.630995,15010.62762369745
1686787200000,2023-06-15 00:00:00,GALA/USD,0.0214,0.02274,0.0207,0.0223,1317866.841098,29388.4305564854
1686700800000,2023-06-14 00:00:00,GALA/USD,0.0226,0.02392,0.021,0.0214,1017935.548788,21783.8207440632
1686614400000,2023-06-13 00:00:00,GALA/USD,0.02182,0.02307,0.02141,0.0226,948927.529643,21445.762169931797
1686528000000,2023-06-12 00:00:00,GALA/USD,0.02223,0.02367,0.02106,0.02182,1128947.196511,24633.62782787002
1686441600000,2023-06-11 00:00:00,GALA/USD,0.0217,0.024,0.0206,0.02223,1055517.706452,23464.158614427957
1686355200000,2023-06-10 00:00:00,GALA/USD,0.02621,0.02706,0.01926,0.0217,6525214.833024,141597.1618766208
1686268800000,2023-06-09 00:00:00,GALA/USD,0.02614,0.02705,0.02583,0.02621,393780.282631,10320.98120775851
1686182400000,2023-06-08 00:00:00,GALA/USD,0.02592,0.0267,0.02571,0.02614,759711.100851,19858.84817624514
1686096000000,2023-06-07 00:00:00,GALA/USD,0.02767,0.02772,0.02565,0.02592,811360.733573,21030.470214212157
1686009600000,2023-06-06 00:00:00,GALA/USD,0.02689,0.02802,0.02622,0.02767,1443560.03216,39943.3060898672
1685923200000,2023-06-05 00:00:00,GALA/USD,0.0305,0.03125,0.02468,0.02689,4542654.444323,122151.97800784546
1685836800000,2023-06-04 00:00:00,GALA/USD,0.0309,0.03232,0.02979,0.0305,591408.123959,18037.9477807495
1685750400000,2023-06-03 00:00:00,GALA/USD,0.03065,0.03276,0.02993,0.0309,1396268.417477,43144.694100039305
1685664000000,2023-06-02 00:00:00,GALA/USD,0.02966,0.0309,0.029,0.03065,1085682.313634,33276.1629128821
1685577600000,2023-06-01 00:00:00,GALA/USD,0.02935,0.0302,0.02884,0.02966,1496329.256042,44381.125734205714
1685491200000,2023-05-31 00:00:00,GALA/USD,0.0299,0.0302,0.029,0.02935,455783.366262,13377.241799789701
