https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1697932800000,2023-10-22,ETHUSDT,1628.94,1667.8,1621.1,1663.7,228650.9225,374841495.304391,580843
1697846400000,2023-10-21,ETHUSDT,1603.88,1644.53,1592.36,1628.94,176419.4092,285546594.56213,463033
1697760000000,2023-10-20,ETHUSDT,1566.57,1630.4,1561.19,1603.89,315995.792,506065182.982314,651738
1697673600000,2023-10-19,ETHUSDT,1563.45,1574.45,1541.61,1566.57,216217.6675,336684246.044496,469598
1697587200000,2023-10-18,ETHUSDT,1565.01,1585.42,1555.88,1563.44,177750.2253,279357949.45458,440577
1697500800000,2023-10-17,ETHUSDT,1599.41,1600.53,1551.08,1565.01,234817.0699,370032208.156754,475213
1697414400000,2023-10-16,ETHUSDT,1557.78,1639.43,1555.06,1599.42,418510.8644,665124956.25364,729569
1697328000000,2023-10-15,ETHUSDT,1554.94,1567.62,1547.44,1557.77,120311.2738,187266232.062386,316951
1697241600000,2023-10-14,ETHUSDT,1552.16,1561.72,1544.55,1554.94,100314.6754,155648012.907844,281561
1697155200000,2023-10-13,ETHUSDT,1539.61,1575.36,1537.76,1552.16,192205.8736,297929349.186925,520123
1697068800000,2023-10-12,ETHUSDT,1566.86,1568.56,1521.0,1539.61,237221.4977,366335747.01366705,510960
1696982400000,2023-10-11,ETHUSDT,1567.62,1578.43,1544.26,1566.87,260253.9671,406667649.144022,605321
1696896000000,2023-10-10,ETHUSDT,1580.13,1594.9,1550.55,1567.63,240659.3287,378967575.34008306,613660
1696809600000,2023-10-09,ETHUSDT,1632.85,1636.0,1546.0,1580.13,340141.0988,540588837.459589,646240
1696723200000,2023-10-08,ETHUSDT,1633.56,1641.4,1616.17,1632.84,149424.6635,243516204.388717,372636
1696636800000,2023-10-07,ETHUSDT,1645.03,1647.71,1630.03,1633.57,101241.5732,165907550.809013,288695
1696550400000,2023-10-06,ETHUSDT,1611.79,1662.0,1611.68,1645.03,220507.9286,360565723.578844,539488
1696464000000,2023-10-05,ETHUSDT,1646.58,1655.47,1606.73,1611.79,237378.7449,386770321.772352,545845
1696377600000,2023-10-04,ETHUSDT,1656.88,1657.66,1625.0,1646.58,222861.7167,365919693.07999,553269
1696291200000,2023-10-03,ETHUSDT,1662.41,1670.65,1643.0,1656.88,198287.1164,328606758.398617,530016
1696204800000,2023-10-02,ETHUSDT,1733.8,1744.0,1636.79,1662.4,378575.6898,643680600.0926031,773990
1696118400000,2023-10-01,ETHUSDT,1670.89,1751.0,1668.0,1733.79,225611.5868,383793846.183488,495195
1696032000000,2023-09-30,ETHUSDT,1667.45,1694.32,1666.19,1670.89,136924.9141,229630339.535437,342315
1695945600000,2023-09-29,ETHUSDT,1653.0,1688.0,1648.37,1667.45,251975.6728,420335662.096628,494615
1695859200000,2023-09-28,ETHUSDT,1598.63,1668.21,1598.14,1652.99,331409.7015,541873730.296698,567825
1695772800000,2023-09-27,ETHUSDT,1594.02,1634.1,1583.5,1598.64,274404.4328,440883556.960054,478489
1695686400000,2023-09-26,ETHUSDT,1588.34,1599.78,1580.05,1594.01,125583.0161,199551097.289548,317309
1695600000000,2023-09-25,ETHUSDT,1580.71,1597.5,1563.01,1588.33,176706.9277,279294486.722661,405042
1695513600000,2023-09-24,ETHUSDT,1593.85,1601.12,1570.01,1580.71,137517.8533,218549215.974009,307377
1695427200000,2023-09-23,ETHUSDT,1593.07,1598.24,1587.45,1593.86,64537.1341,102806906.083431,217950
1695340800000,2023-09-22,ETHUSDT,1583.94,1602.68,1576.58,1593.08,124886.091,198987470.055888,267398
1695254400000,2023-09-21,ETHUSDT,1622.27,1625.3,1567.77,1583.94,240627.544,384503484.65584093,368163
1695168000000,2023-09-20,ETHUSDT,1643.13,1649.34,1604.51,1622.26,232844.2347,379255954.951705,382581
1695081600000,2023-09-19,ETHUSDT,1636.66,1661.04,1626.32,1643.12,184282.4258,302910996.591828,350549
1694995200000,2023-09-18,ETHUSDT,1622.48,1669.5,1603.88,1636.66,279041.6978,458235380.246686,453410
1694908800000,2023-09-17,ETHUSDT,1634.4,1635.0,1612.0,1622.48,120227.4117,195464805.891003,264713
1694822400000,2023-09-16,ETHUSDT,1641.3,1653.17,1631.31,1634.4,99555.4671,163144495.691079,245713
1694736000000,2023-09-15,ETHUSDT,1626.48,1654.08,1611.42,1641.29,181340.024,295616593.107865,313776
1694649600000,2023-09-14,ETHUSDT,1607.61,1644.29,1607.05,1626.47,275301.1505,447913522.75155,414952
1694563200000,2023-09-13,ETHUSDT,1592.97,1619.3,1581.88,1607.62,223409.2889,357304191.673901,349327
1694476800000,2023-09-12,ETHUSDT,1551.84,1626.0,1549.67,1592.97,329739.9685,525392019.744392,444268
1694390400000,2023-09-11,ETHUSDT,1617.42,1619.0,1531.01,1551.85,417424.8189,657137141.34232,470056
1694304000000,2023-09-10,ETHUSDT,1635.53,1635.7,1600.0,1617.42,207957.8428,336517904.443572,292581
1694217600000,2023-09-09,ETHUSDT,1636.43,1637.52,1629.74,1635.54,58519.6229,95627623.417556,156305
1694131200000,2023-09-08,ETHUSDT,1648.11,1658.93,1616.21,1636.44,221570.0458,362938822.785618,312966
1694044800000,2023-09-07,ETHUSDT,1633.15,1660.0,1623.4,1648.11,228558.2782,374542954.194732,319517
1693958400000,2023-09-06,ETHUSDT,1634.46,1670.0,1609.2,1633.15,219541.0193,358419121.474319,331227
1693872000000,2023-09-05,ETHUSDT,1630.52,1648.02,1609.69,1634.45,204365.4907,333010633.963955,299045
1693785600000,2023-09-04,ETHUSDT,1635.84,1644.82,1616.32,1630.51,168010.9056,274049115.417922,275381
1693699200000,2023-09-03,ETHUSDT,1637.02,1647.5,1625.14,1635.84,116767.2862,190979647.353311,216339
1693612800000,2023-09-02,ETHUSDT,1629.13,1645.0,1628.03,1637.03,102145.9476,166937240.933972,208209
1693526400000,2023-09-01,ETHUSDT,1645.77,1654.53,1602.33,1629.12,302406.1686,493457144.938849,368740
1693440000000,2023-08-31,ETHUSDT,1705.23,1729.0,1630.0,1645.76,330518.2668,554219312.094311,396774
1693353600000,2023-08-30,ETHUSDT,1729.41,1730.93,1694.34,1705.23,202841.4402,347291135.28552,308391
1693267200000,2023-08-29,ETHUSDT,1653.08,1745.84,1640.0,1729.42,494371.0823,842464924.522092,504683
1693180800000,2023-08-28,ETHUSDT,1658.33,1664.34,1621.75,1653.08,214351.0143,352868062.83225,274580
1693094400000,2023-08-27,ETHUSDT,1647.03,1660.24,1646.32,1658.33,87789.9196,145109143.683836,163046
1693008000000,2023-08-26,ETHUSDT,1653.79,1655.59,1644.0,1647.04,79175.425,130634757.648333,157980
1692921600000,2023-08-25,ETHUSDT,1661.16,1677.22,1635.51,1653.8,236261.6898,390502520.582296,307211
1692835200000,2023-08-24,ETHUSDT,1679.61,1683.37,1635.28,1661.16,231539.7805,383948287.500426,287178
1692748800000,2023-08-23,ETHUSDT,1635.0,1702.11,1629.05,1679.61,374761.1088,622717740.76397,472134
1692662400000,2023-08-22,ETHUSDT,1667.56,1669.38,1580.0,1634.99,402012.045,657589420.923018,484314
1692576000000,2023-08-21,ETHUSDT,1685.23,1688.59,1649.4,1667.55,250835.1518,418860905.06739694,297843
1692489600000,2023-08-20,ETHUSDT,1669.68,1694.75,1662.03,1685.24,195623.5263,327342264.94863,275035
1692403200000,2023-08-19,ETHUSDT,1661.6,1696.72,1654.31,1669.67,231919.0485,387407573.3804,312174
1692316800000,2023-08-18,ETHUSDT,1681.49,1699.4,1641.02,1661.59,538083.1018,901117750.7173231,597838
1692230400000,2023-08-17,ETHUSDT,1807.81,1809.99,1550.0,1681.49,812138.2159,1390504308.003381,906515
1692144000000,2023-08-16,ETHUSDT,1828.98,1831.52,1798.17,1807.81,205430.7368,373631455.899558,311372
1692057600000,2023-08-15,ETHUSDT,1845.5,1847.36,1814.0,1828.98,186081.6989,341622741.956271,264314
1691971200000,2023-08-14,ETHUSDT,1840.73,1856.5,1835.0,1845.5,150196.1203,277387603.677403,244296
1691884800000,2023-08-13,ETHUSDT,1849.94,1862.0,1834.51,1840.73,120674.1364,222956657.347428,211874
1691798400000,2023-08-12,ETHUSDT,1848.84,1854.01,1846.08,1849.93,63292.6476,117106742.569844,154110
1691712000000,2023-08-11,ETHUSDT,1852.47,1857.26,1838.05,1848.84,113209.3103,209237745.63836,197546
1691625600000,2023-08-10,ETHUSDT,1855.36,1865.95,1845.38,1852.47,127321.4553,236043286.656351,208017
1691539200000,2023-08-09,ETHUSDT,1856.3,1871.99,1846.28,1855.35,191926.8343,356559464.883318,266834
1691452800000,2023-08-08,ETHUSDT,1829.1,1876.51,1826.33,1856.3,236336.03,436891258.634858,322607
1691366400000,2023-08-07,ETHUSDT,1830.28,1847.0,1802.0,1829.1,224092.9059,409166592.89164895,289161
1691280000000,2023-08-06,ETHUSDT,1836.48,1838.58,1825.86,1830.28,90403.9915,165701947.019345,169928
1691193600000,2023-08-05,ETHUSDT,1830.24,1839.0,1827.5,1836.48,93657.3255,171683574.022643,174254
1691107200000,2023-08-04,ETHUSDT,1835.81,1851.31,1815.74,1830.23,187699.4552,344687096.602038,256002
1691020800000,2023-08-03,ETHUSDT,1839.9,1859.12,1826.0,1835.81,171148.052,315081750.38648,254918
1690934400000,2023-08-02,ETHUSDT,1873.48,1879.74,1821.21,1839.9,254213.0553,470466371.262786,331270
1690848000000,2023-08-01,ETHUSDT,1856.13,1875.62,1813.8,1873.47,358476.0966,659100582.108448,411508
1690761600000,2023-07-31,ETHUSDT,1861.79,1877.4,1851.02,1856.14,168204.4534,313517086.161755,246487
1690675200000,2023-07-30,ETHUSDT,1880.45,1885.3,1848.17,1861.79,158657.5902,296504225.221497,247858
1690588800000,2023-07-29,ETHUSDT,1874.2,1886.58,1869.54,1880.46,72867.0269,136676328.67955,166385
1690502400000,2023-07-28,ETHUSDT,1861.29,1883.39,1856.52,1874.19,138695.7147,259228467.502262,219389
1690416000000,2023-07-27,ETHUSDT,1871.99,1886.11,1854.84,1861.28,163766.4259,306463587.40202,252294
1690329600000,2023-07-26,ETHUSDT,1857.66,1888.0,1848.35,1872.0,272090.5333,507049348.717311,319851
1690243200000,2023-07-25,ETHUSDT,1850.0,1868.71,1845.45,1857.66,152251.21,282696600.921257,248856
1690156800000,2023-07-24,ETHUSDT,1888.74,1890.86,1833.19,1850.0,276504.5547,512402907.457845,336366
1690070400000,2023-07-23,ETHUSDT,1866.52,1905.25,1857.82,1888.73,153501.0178,288736391.861338,254227
1689984000000,2023-07-22,ETHUSDT,1891.73,1897.35,1851.18,1866.52,131901.6487,247820592.768613,240897
1689897600000,2023-07-21,ETHUSDT,1891.59,1905.74,1884.64,1891.73,165554.0428,313414135.895111,260385
1689811200000,2023-07-20,ETHUSDT,1888.64,1929.05,1878.0,1891.59,292907.5164,556981450.4553009,353180
1689724800000,2023-07-19,ETHUSDT,1897.21,1922.04,1882.17,1888.63,218045.0005,415268112.54340094,266831
1689638400000,2023-07-18,ETHUSDT,1911.21,1917.19,1875.73,1897.21,215780.5006,409583830.87633294,315100
1689552000000,2023-07-17,ETHUSDT,1922.12,1936.18,1873.26,1911.2,277159.0349,528662412.297658,391391
1689465600000,2023-07-16,ETHUSDT,1931.41,1943.55,1914.0,1922.11,148667.1051,286787440.456901,253770
1689379200000,2023-07-15,ETHUSDT,1937.82,1946.37,1926.23,1931.41,135181.7663,261553961.167515,242818
1689292800000,2023-07-14,ETHUSDT,2004.49,2029.11,1898.39,1937.83,498724.0359,982369872.0199,604687
1689206400000,2023-07-13,ETHUSDT,1871.82,2012.63,1862.59,2004.49,548861.4207,1069502144.026194,618276
1689120000000,2023-07-12,ETHUSDT,1878.31,1902.0,1864.37,1871.82,264406.8673,498567734.55913293,338468
1689033600000,2023-07-11,ETHUSDT,1880.41,1891.99,1862.38,1878.3,177771.6117,333339876.932696,256360
1688947200000,2023-07-10,ETHUSDT,1862.81,1905.5,1846.63,1880.4,247868.1494,464186441.163382,338462
1688860800000,2023-07-09,ETHUSDT,1865.24,1879.36,1856.15,1862.8,135046.3743,252189550.05161,234925
1688774400000,2023-07-08,ETHUSDT,1870.92,1876.0,1842.8,1865.24,125819.8273,234001180.804625,228589
1688688000000,2023-07-07,ETHUSDT,1846.17,1878.0,1826.0,1870.91,232944.3466,432733381.05496705,355260
1688601600000,2023-07-06,ETHUSDT,1910.35,1958.0,1846.0,1846.17,456362.741,868009586.22327,519031
1688515200000,2023-07-05,ETHUSDT,1936.19,1942.5,1894.51,1910.36,267633.4783,512774138.21894896,362985
1688428800000,2023-07-04,ETHUSDT,1955.55,1967.08,1931.58,1936.2,205525.0984,401186997.249838,307691
1688342400000,2023-07-03,ETHUSDT,1937.49,1976.16,1933.55,1955.54,322102.4295,631158998.811416,404084
1688256000000,2023-07-02,ETHUSDT,1924.5,1959.2,1885.75,1937.48,255852.7832,491981842.96013904,381133
1688169600000,2023-07-01,ETHUSDT,1933.8,1944.56,1909.44,1924.5,178373.3688,343093755.612736,307019
1688083200000,2023-06-30,ETHUSDT,1851.99,1948.6,1825.01,1933.79,716538.1035,1353630452.615445,824889
1687996800000,2023-06-29,ETHUSDT,1828.03,1880.0,1827.84,1851.99,241844.8281,448678322.176822,350823
1687910400000,2023-06-28,ETHUSDT,1889.58,1890.19,1816.56,1828.02,337836.5792,626358502.58848,437585
1687824000000,2023-06-27,ETHUSDT,1858.97,1912.53,1855.19,1889.58,366634.5707,690855987.041332,437184
1687737600000,2023-06-26,ETHUSDT,1898.8,1909.1,1837.18,1858.97,458743.861,859537162.3556141,518009
1687651200000,2023-06-25,ETHUSDT,1874.95,1930.0,1868.83,1898.8,338757.6158,644415530.040616,482753
1687564800000,2023-06-24,ETHUSDT,1892.63,1906.0,1864.77,1874.96,226910.2941,427721477.76198,356654
1687478400000,2023-06-23,ETHUSDT,1872.0,1936.42,1861.01,1892.63,401147.9324,760352485.336681,531784
1687392000000,2023-06-22,ETHUSDT,1889.1,1933.17,1865.98,1872.01,416714.5719,791056016.146176,536410
1687305600000,2023-06-21,ETHUSDT,1791.99,1901.0,1787.38,1889.11,613755.8869,1132377905.488902,699689
1687219200000,2023-06-20,ETHUSDT,1737.1,1796.99,1714.72,1791.99,328855.6846,577529266.789217,459724
1687132800000,2023-06-19,ETHUSDT,1720.95,1752.19,1698.0,1737.11,245162.7589,422827205.775489,366143
1687046400000,2023-06-18,ETHUSDT,1727.75,1747.84,1712.0,1720.95,156535.0128,270948973.417484,273858
1686960000000,2023-06-17,ETHUSDT,1717.91,1770.0,1714.26,1727.76,210914.9216,366944179.320637,359758
1686873600000,2023-06-16,ETHUSDT,1666.96,1729.5,1649.86,1717.92,311734.5904,525393264.96220094,408176
1686787200000,2023-06-15,ETHUSDT,1650.95,1680.91,1626.01,1666.96,370774.7696,611499814.542176,458568
1686700800000,2023-06-14,ETHUSDT,1740.12,1750.03,1630.43,1650.95,415847.327,705586390.233981,572996
1686614400000,2023-06-13,ETHUSDT,1742.57,1770.13,1724.22,1740.12,284268.0018,495907901.668493,498880
1686528000000,2023-06-12,ETHUSDT,1752.77,1759.33,1720.0,1742.57,302132.4819,525467514.61960894,467392
1686441600000,2023-06-11,ETHUSDT,1751.52,1778.25,1738.72,1752.76,219956.2434,385656545.950238,378921
1686355200000,2023-06-10,ETHUSDT,1840.37,1844.99,1715.03,1751.53,652324.6695,1148312156.525596,877410
1686268800000,2023-06-09,ETHUSDT,1845.65,1855.0,1827.0,1840.37,198324.3252,365037779.742887,354623
1686182400000,2023-06-08,ETHUSDT,1832.12,1861.28,1828.31,1845.64,189270.4853,349160385.10498,347990
1686096000000,2023-06-07,ETHUSDT,1884.65,1897.8,1821.18,1832.13,429196.7064,796856688.8667129,594071
1686009600000,2023-06-06,ETHUSDT,1810.49,1898.29,1797.18,1884.64,491407.2174,907660359.425966,616201
1685923200000,2023-06-05,ETHUSDT,1890.0,1890.63,1778.0,1810.5,555361.2683,1017689609.362256,688879
1685836800000,2023-06-04,ETHUSDT,1892.05,1914.63,1884.22,1890.01,172683.0119,328166899.062354,289973
1685750400000,2023-06-03,ETHUSDT,1906.69,1907.92,1881.6,1892.06,148818.2427,282550389.946688,292512
1685664000000,2023-06-02,ETHUSDT,1861.78,1910.0,1847.51,1906.68,313004.0658,591169483.099447,456788
1685577600000,2023-06-01,ETHUSDT,1873.63,1889.2,1840.0,1861.78,270496.6097,504448237.27338,422899
1685491200000,2023-05-31,ETHUSDT,1900.58,1907.13,1846.95,1873.63,319255.5681,597360395.544034,451133
1685404800000,2023-05-30,ETHUSDT,1892.6,1917.0,1881.19,1900.59,272665.8402,519059196.247416,422249
1685318400000,2023-05-29,ETHUSDT,1908.64,1927.62,1873.65,1892.6,313593.4942,596236148.9098849,445895
1685232000000,2023-05-28,ETHUSDT,1829.89,1918.65,1823.6,1908.64,378392.4371,705699886.229488,549727
1685145600000,2023-05-27,ETHUSDT,1827.8,1836.12,1812.18,1829.89,138824.9406,253710138.250563,276383
1685059200000,2023-05-26,ETHUSDT,1805.61,1838.2,1796.99,1827.79,275690.6854,501773973.87993693,375854
1684972800000,2023-05-25,ETHUSDT,1799.89,1818.81,1761.41,1805.6,350633.0089,628769352.442571,482899
1684886400000,2023-05-24,ETHUSDT,1854.06,1854.09,1777.6,1799.89,420846.1445,761360360.597887,554307
1684800000000,2023-05-23,ETHUSDT,1817.36,1872.5,1815.24,1854.05,396869.6097,734581474.7224659,548587
1684713600000,2023-05-22,ETHUSDT,1804.91,1828.27,1792.01,1817.35,237498.9423,430673377.916653,411867
1684627200000,2023-05-21,ETHUSDT,1819.42,1828.98,1797.21,1804.91,161517.8053,292535613.878124,308391
1684540800000,2023-05-20,ETHUSDT,1812.31,1828.87,1807.06,1819.42,127754.4349,232010582.306628,272744
1684454400000,2023-05-19,ETHUSDT,1800.56,1829.54,1796.81,1812.32,243116.4676,440291732.350879,390917
1684368000000,2023-05-18,ETHUSDT,1822.12,1831.92,1771.12,1800.56,293755.311,531357170.827152,480171
1684281600000,2023-05-17,ETHUSDT,1824.21,1837.5,1783.68,1822.12,352097.9913,637776970.833855,524718
1684195200000,2023-05-16,ETHUSDT,1816.21,1832.64,1796.2,1824.21,311238.6786,565367254.106777,466058
1684108800000,2023-05-15,ETHUSDT,1799.2,1846.7,1785.05,1816.2,388171.9261,708011632.174709,503728
1684022400000,2023-05-14,ETHUSDT,1795.12,1824.0,1789.82,1799.21,218101.0977,393557662.80186,348092
1683936000000,2023-05-13,ETHUSDT,1807.45,1817.03,1785.23,1795.11,212895.4373,383397322.74478096,342566
