https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ADA
1698537600000,2023-10-29 00:00:00,ADA/USD,0.29105,0.29897,0.28827,0.29522,300311.8277719906,1017247.57053042
1698451200000,2023-10-28 00:00:00,ADA/USD,0.28974,0.29738,0.28896,0.29135,404652.4003498599,1388887.59344383
1698364800000,2023-10-27 00:00:00,ADA/USD,0.28638,0.2927,0.28082,0.28971,471694.4926481887,1628160.89416378
1698278400000,2023-10-26 00:00:00,ADA/USD,0.28087,0.29753,0.28087,0.28771,942183.121792455,3274766.68100676
1698192000000,2023-10-25 00:00:00,ADA/USD,0.27974,0.2897,0.27682,0.28066,401389.72856010124,1430163.64483753
1698105600000,2023-10-24 00:00:00,ADA/USD,0.2812,0.29375,0.27391,0.27913,860025.8606606042,3081094.33117402
1698019200000,2023-10-23 00:00:00,ADA/USD,0.26443,0.28117,0.262,0.28082,1398983.3605404699,4981779.64724902
1697932800000,2023-10-22 00:00:00,ADA/USD,0.25889,0.26454,0.256,0.26375,358518.40473629517,1359311.48715183
1697846400000,2023-10-21 00:00:00,ADA/USD,0.2514,0.26265,0.25,0.25877,407006.85716660274,1572851.78794529
1697760000000,2023-10-20 00:00:00,ADA/USD,0.24743,0.25356,0.24567,0.25129,279328.31817622355,1111577.53263649
1697673600000,2023-10-19 00:00:00,ADA/USD,0.24309,0.24718,0.23901,0.24711,336347.39588667144,1361124.17905658
1697587200000,2023-10-18 00:00:00,ADA/USD,0.24627,0.24825,0.24241,0.24319,161307.35800042172,663297.66026737
1697500800000,2023-10-17 00:00:00,ADA/USD,0.25151,0.25173,0.24457,0.24657,181118.38582121077,734551.59111494
1697414400000,2023-10-16 00:00:00,ADA/USD,0.24745,0.26083,0.24745,0.25167,699137.9986218034,2777994.98796759
1697328000000,2023-10-15 00:00:00,ADA/USD,0.24739,0.24857,0.2457,0.24737,154620.45830826747,625057.43747531
1697241600000,2023-10-14 00:00:00,ADA/USD,0.24608,0.24791,0.24508,0.24733,93048.92573585123,376213.66488437
1697155200000,2023-10-13 00:00:00,ADA/USD,0.24628,0.24977,0.24543,0.24606,121653.20229408387,494404.62608341
1697068800000,2023-10-12 00:00:00,ADA/USD,0.24789,0.24813,0.24228,0.24631,211287.03690975654,857809.4145985
1696982400000,2023-10-11 00:00:00,ADA/USD,0.24943,0.24951,0.24454,0.24813,194714.2907525445,784726.92037458
1696896000000,2023-10-10 00:00:00,ADA/USD,0.25153,0.25347,0.24698,0.24937,455018.94290198403,1824673.94996184
1696809600000,2023-10-09 00:00:00,ADA/USD,0.25613,0.25875,0.24895,0.25165,239547.72890357368,951908.32069769
1696723200000,2023-10-08 00:00:00,ADA/USD,0.25874,0.25912,0.25537,0.25651,139640.79867248415,544387.34814426
1696636800000,2023-10-07 00:00:00,ADA/USD,0.26443,0.26585,0.25658,0.25889,220362.63678361554,851182.49752256
1696550400000,2023-10-06 00:00:00,ADA/USD,0.26086,0.26696,0.26059,0.26475,188663.18224376958,712608.80923048
1696464000000,2023-10-05 00:00:00,ADA/USD,0.25911,0.26401,0.25668,0.26035,307252.19619967224,1180150.55194804
1696377600000,2023-10-04 00:00:00,ADA/USD,0.26101,0.26123,0.25195,0.25965,198984.2651358876,766355.72938913
1696291200000,2023-10-03 00:00:00,ADA/USD,0.25939,0.26483,0.25743,0.26111,257234.301411543,985156.83586053
1696204800000,2023-10-02 00:00:00,ADA/USD,0.26641,0.2697,0.25798,0.25977,676650.5341884186,2604806.30630334
1696118400000,2023-10-01 00:00:00,ADA/USD,0.25455,0.26804,0.25399,0.26641,772070.9226348391,2898055.33814361
1696032000000,2023-09-30 00:00:00,ADA/USD,0.25005,0.25497,0.24947,0.25414,263571.5225611862,1037111.52341696
1695945600000,2023-09-29 00:00:00,ADA/USD,0.24927,0.2561,0.24789,0.2497,327997.42957034404,1313565.99747835
1695859200000,2023-09-28 00:00:00,ADA/USD,0.24491,0.25095,0.24357,0.24922,358042.0452227763,1436650.53054641
1695772800000,2023-09-27 00:00:00,ADA/USD,0.24564,0.24875,0.24268,0.24478,242790.2203208856,991871.15091464
1695686400000,2023-09-26 00:00:00,ADA/USD,0.24596,0.24816,0.24345,0.24577,194232.36853426314,790301.37337455
1695600000000,2023-09-25 00:00:00,ADA/USD,0.24288,0.24635,0.24066,0.24635,314099.29985612846,1275012.38017507
1695513600000,2023-09-24 00:00:00,ADA/USD,0.24645,0.24661,0.24225,0.24323,217007.7159172085,892191.40696957
1695427200000,2023-09-23 00:00:00,ADA/USD,0.24547,0.24722,0.24401,0.24646,150694.39002404964,611435.48658626
1695340800000,2023-09-22 00:00:00,ADA/USD,0.24554,0.24674,0.24315,0.24527,367439.33366126026,1498101.41338631
1695254400000,2023-09-21 00:00:00,ADA/USD,0.25189,0.2533,0.24526,0.24534,442570.25546163804,1803905.82645161
1695168000000,2023-09-20 00:00:00,ADA/USD,0.25553,0.25671,0.25032,0.25185,281341.30744235124,1117098.69939389
1695081600000,2023-09-19 00:00:00,ADA/USD,0.25222,0.2583,0.25117,0.25517,424966.72490651935,1665425.89217588
1694995200000,2023-09-18 00:00:00,ADA/USD,0.2472,0.25617,0.24434,0.25159,196086.05814615704,779387.3291711
1694908800000,2023-09-17 00:00:00,ADA/USD,0.25,0.25144,0.24461,0.24741,189575.8907587239,766241.82837688
1694822400000,2023-09-16 00:00:00,ADA/USD,0.25084,0.25403,0.24864,0.25069,138132.38576458234,551008.75888381
1694736000000,2023-09-15 00:00:00,ADA/USD,0.25157,0.25537,0.24553,0.25079,276612.8670019237,1102966.09514703
1694649600000,2023-09-14 00:00:00,ADA/USD,0.24896,0.25311,0.24666,0.25119,317010.9571069304,1262036.53452339
1694563200000,2023-09-13 00:00:00,ADA/USD,0.24536,0.25037,0.2439,0.24884,203522.19664724285,817883.7672691
1694476800000,2023-09-12 00:00:00,ADA/USD,0.24229,0.25276,0.24102,0.24563,246396.77397977348,1003121.66258101
1694390400000,2023-09-11 00:00:00,ADA/USD,0.24935,0.24953,0.2368,0.24201,329006.97682098043,1359476.7853435
1694304000000,2023-09-10 00:00:00,ADA/USD,0.25318,0.25318,0.24237,0.24919,731206.1275752168,2934331.74515517
1694217600000,2023-09-09 00:00:00,ADA/USD,0.2545,0.25593,0.25328,0.25358,106351.82303172885,419401.46317426
1694131200000,2023-09-08 00:00:00,ADA/USD,0.25837,0.26016,0.25267,0.25453,180040.15311314748,707343.54737417
1694044800000,2023-09-07 00:00:00,ADA/USD,0.258,0.25994,0.2534,0.25811,246108.25187411855,953501.42138669
1693958400000,2023-09-06 00:00:00,ADA/USD,0.25798,0.26178,0.25236,0.25774,241571.3259233215,937267.50183643
1693872000000,2023-09-05 00:00:00,ADA/USD,0.25628,0.25904,0.2541,0.25796,232240.5340747979,900296.68969917
1693785600000,2023-09-04 00:00:00,ADA/USD,0.25634,0.26013,0.25346,0.25631,166783.69698672567,650710.84618909
1693699200000,2023-09-03 00:00:00,ADA/USD,0.25628,0.25697,0.25343,0.25604,157150.84066740194,613774.56908062
1693612800000,2023-09-02 00:00:00,ADA/USD,0.25509,0.25762,0.25381,0.25634,103145.90457345796,402379.27975914
1693526400000,2023-09-01 00:00:00,ADA/USD,0.25561,0.25893,0.25141,0.25561,232202.51965386892,908425.02114107
1693440000000,2023-08-31 00:00:00,ADA/USD,0.26552,0.26669,0.24956,0.25559,559494.3701136752,2189030.75282161
1693353600000,2023-08-30 00:00:00,ADA/USD,0.27322,0.27322,0.26054,0.26566,666661.1526288867,2509452.50556684
1693267200000,2023-08-29 00:00:00,ADA/USD,0.26794,0.28069,0.26068,0.27286,1130674.2798964886,4143789.04894997
1693180800000,2023-08-28 00:00:00,ADA/USD,0.26351,0.26812,0.25866,0.26802,350649.0963396386,1308294.51660189
1693094400000,2023-08-27 00:00:00,ADA/USD,0.26118,0.2654,0.26028,0.2634,219929.93616266057,834965.58907616
1693008000000,2023-08-26 00:00:00,ADA/USD,0.26121,0.26207,0.25806,0.26108,152884.60890796766,585585.2953423
1692921600000,2023-08-25 00:00:00,ADA/USD,0.26604,0.27101,0.25956,0.26141,561379.936462717,2147507.50339588
1692835200000,2023-08-24 00:00:00,ADA/USD,0.2689,0.27168,0.2626,0.26653,333108.54839548195,1249797.57774165
1692748800000,2023-08-23 00:00:00,ADA/USD,0.25887,0.27008,0.25852,0.26839,342879.64178187976,1277542.53803003
1692662400000,2023-08-22 00:00:00,ADA/USD,0.26298,0.26338,0.25001,0.25877,687960.7916313288,2658580.17402067
1692576000000,2023-08-21 00:00:00,ADA/USD,0.27077,0.27217,0.25912,0.26361,517927.6989998011,1964749.81601533
1692489600000,2023-08-20 00:00:00,ADA/USD,0.26919,0.27345,0.26521,0.27101,250675.3808437757,924967.27369387
1692403200000,2023-08-19 00:00:00,ADA/USD,0.26415,0.26992,0.26072,0.26922,372876.1464322774,1385023.94484911
1692316800000,2023-08-18 00:00:00,ADA/USD,0.25577,0.26741,0.25493,0.26404,2761999.7505886746,10460535.33778471
1692230400000,2023-08-17 00:00:00,ADA/USD,0.27426,0.27836,0.235,0.25591,3712588.0708855963,14507397.40879839
1692144000000,2023-08-16 00:00:00,ADA/USD,0.28199,0.28279,0.26545,0.27487,1292380.2960732111,4701787.37611675
1692057600000,2023-08-15 00:00:00,ADA/USD,0.29063,0.29117,0.27441,0.28208,899828.6795283735,3189976.88431783
1691971200000,2023-08-14 00:00:00,ADA/USD,0.28961,0.29268,0.28744,0.29078,536304.9986435274,1844366.87063597
1691884800000,2023-08-13 00:00:00,ADA/USD,0.29208,0.2937,0.28668,0.28979,356576.49395633844,1230465.1435741
1691798400000,2023-08-12 00:00:00,ADA/USD,0.29272,0.29468,0.29094,0.29213,174646.05450421013,597836.76618016
1691712000000,2023-08-11 00:00:00,ADA/USD,0.29643,0.29766,0.29251,0.2937,317275.90943107876,1080272.07841702
1691625600000,2023-08-10 00:00:00,ADA/USD,0.30157,0.30189,0.29587,0.29631,480091.00092174736,1620232.192372
1691539200000,2023-08-09 00:00:00,ADA/USD,0.29761,0.30246,0.29598,0.30133,556557.7459590927,1847004.10167953
1691452800000,2023-08-08 00:00:00,ADA/USD,0.29118,0.30297,0.29035,0.29773,638391.8953309683,2144197.41151704
1691366400000,2023-08-07 00:00:00,ADA/USD,0.29259,0.29608,0.28223,0.29107,703523.8216470259,2417026.21928411
1691280000000,2023-08-06 00:00:00,ADA/USD,0.29394,0.29585,0.29073,0.29241,234596.38107531573,802285.76681822
1691193600000,2023-08-05 00:00:00,ADA/USD,0.29337,0.29424,0.29028,0.2941,328315.71276064747,1116340.40381043
1691107200000,2023-08-04 00:00:00,ADA/USD,0.29251,0.2973,0.29021,0.29394,449851.2027175963,1530418.46199087
1691020800000,2023-08-03 00:00:00,ADA/USD,0.29947,0.30155,0.28933,0.2925,615361.1342443139,2103798.74955321
1690934400000,2023-08-02 00:00:00,ADA/USD,0.31078,0.31205,0.29779,0.29947,633387.3664188178,2115027.7704572002
1690848000000,2023-08-01 00:00:00,ADA/USD,0.30724,0.31087,0.2949,0.31069,1056242.8983992173,3399668.15281862
1690761600000,2023-07-31 00:00:00,ADA/USD,0.31591,0.31903,0.30709,0.30833,470871.9270364452,1527168.70572583
1690675200000,2023-07-30 00:00:00,ADA/USD,0.3129,0.31856,0.30545,0.3161,938213.9055040817,2968092.07688732
1690588800000,2023-07-29 00:00:00,ADA/USD,0.31022,0.31486,0.30924,0.3131,405688.78777193587,1295716.34548686
1690502400000,2023-07-28 00:00:00,ADA/USD,0.30808,0.31356,0.30649,0.31028,256938.52434987843,828086.00086979
1690416000000,2023-07-27 00:00:00,ADA/USD,0.30638,0.31395,0.30583,0.3082,345715.8613418129,1121725.70195267
1690329600000,2023-07-26 00:00:00,ADA/USD,0.30422,0.31115,0.30054,0.30673,357133.0609065475,1164323.87085237
1690243200000,2023-07-25 00:00:00,ADA/USD,0.30553,0.30818,0.30209,0.30451,493872.09887189907,1621858.39175035
1690156800000,2023-07-24 00:00:00,ADA/USD,0.31712,0.31932,0.30036,0.30545,592154.0696476161,1938628.48141305
1690070400000,2023-07-23 00:00:00,ADA/USD,0.31039,0.31945,0.30779,0.31731,497229.391801829,1567014.56557256
1689984000000,2023-07-22 00:00:00,ADA/USD,0.3132,0.31521,0.30656,0.31041,448961.1562616601,1446348.88135582
1689897600000,2023-07-21 00:00:00,ADA/USD,0.31584,0.31885,0.31082,0.31332,459291.6481759657,1465886.78723339
1689811200000,2023-07-20 00:00:00,ADA/USD,0.3231,0.33285,0.31357,0.31627,1032351.46601631,3264146.033504
1689724800000,2023-07-19 00:00:00,ADA/USD,0.30912,0.32625,0.30717,0.32329,999502.0088562357,3091657.67223309
1689638400000,2023-07-18 00:00:00,ADA/USD,0.31277,0.31458,0.3,0.30972,676834.4995821489,2185310.92464855
1689552000000,2023-07-17 00:00:00,ADA/USD,0.3148,0.31995,0.30582,0.3123,907889.9253991839,2907108.31059617
1689465600000,2023-07-16 00:00:00,ADA/USD,0.32632,0.3282,0.31251,0.31488,2107385.9921481903,6692663.84701534
1689379200000,2023-07-15 00:00:00,ADA/USD,0.32831,0.33795,0.32452,0.326,901240.878883135,2764542.57326115
1689292800000,2023-07-14 00:00:00,ADA/USD,0.35739,0.37877,0.31669,0.3284,3187023.9506441415,9704701.43314294
1689206400000,2023-07-13 00:00:00,ADA/USD,0.28935,0.368,0.28629,0.35665,5022167.931884557,14081502.68297927
1689120000000,2023-07-12 00:00:00,ADA/USD,0.29316,0.29569,0.28528,0.28937,963841.4154456798,3330827.02230943
1689033600000,2023-07-11 00:00:00,ADA/USD,0.28855,0.2937,0.28772,0.29293,766004.8106692613,2614975.62786079
1688947200000,2023-07-10 00:00:00,ADA/USD,0.28461,0.29295,0.27813,0.28815,2598933.555216635,9019377.25218336
1688860800000,2023-07-09 00:00:00,ADA/USD,0.29115,0.292,0.28342,0.28457,890311.1950561272,3128619.30300498
1688774400000,2023-07-08 00:00:00,ADA/USD,0.28486,0.29352,0.28189,0.29073,859681.3249437737,2956974.94219301
1688688000000,2023-07-07 00:00:00,ADA/USD,0.27909,0.28564,0.27615,0.2847,667013.0379886617,2342862.79588571
1688601600000,2023-07-06 00:00:00,ADA/USD,0.28441,0.29392,0.2767,0.27942,1177549.5366776825,4214263.60560333
1688515200000,2023-07-05 00:00:00,ADA/USD,0.29267,0.29652,0.2799,0.28433,934639.945492593,3287166.12911966
1688428800000,2023-07-04 00:00:00,ADA/USD,0.29635,0.30219,0.28933,0.29235,681189.5116630249,2330047.92769976
1688342400000,2023-07-03 00:00:00,ADA/USD,0.29297,0.29952,0.29093,0.29627,834532.4232231405,2816796.91910467
1688256000000,2023-07-02 00:00:00,ADA/USD,0.29258,0.29412,0.28536,0.29217,601135.8565242412,2057486.58837061
1688169600000,2023-07-01 00:00:00,ADA/USD,0.28733,0.29378,0.28134,0.29239,433459.6294780856,1482470.77354932
1688083200000,2023-06-30 00:00:00,ADA/USD,0.27565,0.29973,0.26764,0.28698,3002677.869849231,10463021.35984818
1687996800000,2023-06-29 00:00:00,ADA/USD,0.26695,0.27825,0.26677,0.27539,778457.0046702183,2826743.90744115
1687910400000,2023-06-28 00:00:00,ADA/USD,0.28623,0.28623,0.26007,0.26674,920046.3346778237,3449225.21810686
1687824000000,2023-06-27 00:00:00,ADA/USD,0.28065,0.28978,0.27936,0.28715,558198.2548069524,1943925.66535592
1687737600000,2023-06-26 00:00:00,ADA/USD,0.29232,0.2924,0.2764,0.28076,493188.3099768576,1756618.85587996
1687651200000,2023-06-25 00:00:00,ADA/USD,0.28979,0.30487,0.28884,0.29238,589145.4695740208,2014999.21189555
1687564800000,2023-06-24 00:00:00,ADA/USD,0.29692,0.29778,0.28432,0.28956,696573.382884676,2405627.09933926
1687478400000,2023-06-23 00:00:00,ADA/USD,0.29118,0.30319,0.28747,0.29633,681820.5996911091,2300882.79853916
1687392000000,2023-06-22 00:00:00,ADA/USD,0.2866,0.30504,0.28597,0.29055,1403441.2341242568,4830291.63353728
1687305600000,2023-06-21 00:00:00,ADA/USD,0.2708,0.28919,0.26884,0.28646,1878969.401531216,6559273.20230125
1687219200000,2023-06-20 00:00:00,ADA/USD,0.26262,0.27081,0.25219,0.2707,718525.7056883142,2654324.73471856
1687132800000,2023-06-19 00:00:00,ADA/USD,0.26072,0.26388,0.25711,0.26291,493849.65441007854,1878398.13780411
1687046400000,2023-06-18 00:00:00,ADA/USD,0.26733,0.26935,0.25918,0.26116,323886.4195342266,1240183.87017241
1686960000000,2023-06-17 00:00:00,ADA/USD,0.26285,0.27374,0.26097,0.26695,613769.1019048559,2299191.24144917
1686873600000,2023-06-16 00:00:00,ADA/USD,0.26211,0.26772,0.25403,0.26342,471192.0921732888,1788748.35689503
1686787200000,2023-06-15 00:00:00,ADA/USD,0.26351,0.26604,0.25277,0.26161,687008.4852510523,2626078.83968905
1686700800000,2023-06-14 00:00:00,ADA/USD,0.27498,0.2776,0.25633,0.26356,772456.6313515027,2930856.84986911
1686614400000,2023-06-13 00:00:00,ADA/USD,0.2746,0.29006,0.26901,0.27528,809265.7649944564,2939791.35787001
1686528000000,2023-06-12 00:00:00,ADA/USD,0.27092,0.28673,0.26555,0.27494,1376977.9903048228,5008285.40883401
1686441600000,2023-06-11 00:00:00,ADA/USD,0.27512,0.28054,0.25951,0.27235,1656215.007719634,6081200.6892588
1686355200000,2023-06-10 00:00:00,ADA/USD,0.29489,0.29515,0.22056,0.27517,5298183.561442423,19254219.4332319
1686268800000,2023-06-09 00:00:00,ADA/USD,0.32262,0.32399,0.29098,0.2952,1228272.717792801,4160815.43967751
1686182400000,2023-06-08 00:00:00,ADA/USD,0.3217,0.33095,0.32029,0.32281,527466.3584889857,1633983.94872831
1686096000000,2023-06-07 00:00:00,ADA/USD,0.35312,0.35312,0.31784,0.32232,629311.6323088811,1952443.6346143
1686009600000,2023-06-06 00:00:00,ADA/USD,0.35098,0.35718,0.33685,0.35315,680597.2011354759,1927218.46562502
1685923200000,2023-06-05 00:00:00,ADA/USD,0.37758,0.37915,0.34678,0.352,894104.391889361,2540069.29514023
1685836800000,2023-06-04 00:00:00,ADA/USD,0.37611,0.382,0.37549,0.37745,219461.67632772392,581432.44490058
1685750400000,2023-06-03 00:00:00,ADA/USD,0.37816,0.37839,0.37337,0.37626,134261.70086479295,356832.24595969
1685664000000,2023-06-02 00:00:00,ADA/USD,0.36445,0.3795,0.36192,0.37808,310235.97704104026,820556.43525455
