https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1694044800,2023-09-07 00:00:00,ADA/USD,0.25765,0.25937,0.25330,0.25756,378244.86231186,97420.74673704267
1693958400,2023-09-06 00:00:00,ADA/USD,0.25781,0.26064,0.25233,0.25790,1173655.17225557,302685.6689247115
1693872000,2023-09-05 00:00:00,ADA/USD,0.25614,0.25863,0.25382,0.25768,582888.88371921,150198.80755676606
1693785600,2023-09-04 00:00:00,ADA/USD,0.25615,0.25965,0.25344,0.25620,621388.75573839,159199.7992201755
1693699200,2023-09-03 00:00:00,ADA/USD,0.25553,0.25679,0.25323,0.25572,302988.67424701,77480.2637784454
1693612800,2023-09-02 00:00:00,ADA/USD,0.25505,0.25669,0.25380,0.25614,601364.64613131,154033.54046007374
1693526400,2023-09-01 00:00:00,ADA/USD,0.25539,0.25841,0.25153,0.25532,2042473.57330300,521484.352735722
1693440000,2023-08-31 00:00:00,ADA/USD,0.26473,0.26637,0.24920,0.25535,658739.14750982,168209.04131663253
1693353600,2023-08-30 00:00:00,ADA/USD,0.27282,0.27282,0.26062,0.26576,1388607.82914090,369036.4166724856
1693267200,2023-08-29 00:00:00,ADA/USD,0.26750,0.27991,0.26022,0.27237,1332801.39708846,363015.11652498384
1693180800,2023-08-28 00:00:00,ADA/USD,0.26287,0.26758,0.25840,0.26758,632953.47240952,169365.69014733934
1693094400,2023-08-27 00:00:00,ADA/USD,0.26115,0.26499,0.26009,0.26317,55926.12065605,14718.07717305268
1693008000,2023-08-26 00:00:00,ADA/USD,0.25957,0.26140,0.25814,0.26088,267885.87214864,69886.0663261372
1692921600,2023-08-25 00:00:00,ADA/USD,0.26456,0.27069,0.25922,0.26058,2033686.81983680,529938.1115130733
1692835200,2023-08-24 00:00:00,ADA/USD,0.26853,0.27140,0.26237,0.26587,1008899.25608751,268236.04521598626
1692748800,2023-08-23 00:00:00,ADA/USD,0.25839,0.26918,0.25833,0.26830,2289392.73462474,614244.0706998177
1692662400,2023-08-22 00:00:00,ADA/USD,0.26258,0.26258,0.25042,0.25785,1293187.85093171,333448.4873627415
1692576000,2023-08-21 00:00:00,ADA/USD,0.27117,0.27180,0.25875,0.26296,573927.90142525,150920.08095878374
1692489600,2023-08-20 00:00:00,ADA/USD,0.26806,0.27312,0.26485,0.27075,673991.02379821,182483.06969336534
1692403200,2023-08-19 00:00:00,ADA/USD,0.26352,0.26948,0.26047,0.26872,2114955.86009898,568330.9387257979
1692316800,2023-08-18 00:00:00,ADA/USD,0.25510,0.26740,0.25506,0.26329,4868916.20332896,1281936.9471744818
1692230400,2023-08-17 00:00:00,ADA/USD,0.27402,0.27797,0.24000,0.25627,2357549.18715059,604169.1301910817
1692144000,2023-08-16 00:00:00,ADA/USD,0.28139,0.28236,0.26526,0.27474,1742317.85205821,478684.40667447256
1692057600,2023-08-15 00:00:00,ADA/USD,0.29040,0.29040,0.27480,0.28180,837034.51795676,235876.32716021498
1691971200,2023-08-14 00:00:00,ADA/USD,0.28886,0.30000,0.28771,0.29062,1277996.22155203,371411.2619074509
1691884800,2023-08-13 00:00:00,ADA/USD,0.29190,0.29326,0.28690,0.28938,100508.89477343,29085.263969535175
1691798400,2023-08-12 00:00:00,ADA/USD,0.29282,0.29440,0.29043,0.29201,384081.71632701,112155.7019846502
1691712000,2023-08-11 00:00:00,ADA/USD,0.29678,0.29719,0.29262,0.29279,317836.34132223,93059.30237573572
1691625600,2023-08-10 00:00:00,ADA/USD,0.30128,0.30130,0.29566,0.29584,543011.70233656,160644.5820192479
1691539200,2023-08-09 00:00:00,ADA/USD,0.29830,0.30205,0.29620,0.30115,404010.94352479,121667.89564249049
1691452800,2023-08-08 00:00:00,ADA/USD,0.29164,0.30263,0.28992,0.30113,1091325.83320916,328630.9481542744
1691366400,2023-08-07 00:00:00,ADA/USD,0.29172,0.29539,0.28161,0.29051,2366388.85658292,687459.6267259041
1691280000,2023-08-06 00:00:00,ADA/USD,0.29311,0.29550,0.29127,0.29183,449426.04941211,131156.00399993605
1691193600,2023-08-05 00:00:00,ADA/USD,0.29329,0.29402,0.28980,0.29394,375262.82056539,110304.75347699072
1691107200,2023-08-04 00:00:00,ADA/USD,0.29208,0.29704,0.29029,0.29380,2183390.46284128,641480.117982768
1691020800,2023-08-03 00:00:00,ADA/USD,0.29897,0.30138,0.28938,0.29299,3068352.56490601,898996.6179918117
1690934400,2023-08-02 00:00:00,ADA/USD,0.31040,0.31151,0.29750,0.29916,3014402.93674223,901788.7825558054
1690848000,2023-08-01 00:00:00,ADA/USD,0.30670,0.31044,0.29500,0.31033,1566004.32179933,485978.1211839861
