https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DAI
1687478400000,2023-06-23 00:00:00,DAI/USD,1.0007,1.0023,0.9998,1.001,177.52567243410996,177.34832411
1687392000000,2023-06-22 00:00:00,DAI/USD,0.9998,1.001,0.9998,0.9998,54.160569649214,54.17140393
1687305600000,2023-06-21 00:00:00,DAI/USD,0.99991,1.0018,0.9998,0.9998,2161.67423741825,2162.10665875
1687219200000,2023-06-20 00:00:00,DAI/USD,1.0014,1.0052,1.0,1.0,18177.37414129,18177.37414129
1687132800000,2023-06-19 00:00:00,DAI/USD,1.0003,1.006,1.0,1.0012,309653.16938178363,309282.03094465
1687046400000,2023-06-18 00:00:00,DAI/USD,1.0009,1.0024,1.0,1.0002,595.260116547666,595.14108833
1686960000000,2023-06-17 00:00:00,DAI/USD,1.0017,1.0024,1.0002,1.0002,991.3515441326939,991.15331347
1686873600000,2023-06-16 00:00:00,DAI/USD,1.0008,1.0024,1.0,1.0017,2564.659930854042,2560.30740826
1686787200000,2023-06-15 00:00:00,DAI/USD,1.0,1.0024,1.0,1.0002,2547.928119667188,2547.41863594
1686700800000,2023-06-14 00:00:00,DAI/USD,1.0012,1.0025,0.9998,1.0,8752.87297858,8752.87297858
1686614400000,2023-06-13 00:00:00,DAI/USD,1.0012,1.0052,1.0,1.0012,18562.084615643766,18539.83681147
1686528000000,2023-06-12 00:00:00,DAI/USD,1.0006,1.0038,1.0,1.0012,1226.541866246132,1225.07178011
1686441600000,2023-06-11 00:00:00,DAI/USD,1.0016,1.003,0.9996,1.0006,19921.050925137115,19909.10546186
1686355200000,2023-06-10 00:00:00,DAI/USD,1.0025,1.0193,1.0012,1.0016,21807.73300472285,21772.89637053
1686268800000,2023-06-09 00:00:00,DAI/USD,0.99949,1.0348,0.99863,1.002,49197.695912978284,49099.49691914
1686182400000,2023-06-08 00:00:00,DAI/USD,1.0,1.0013,0.99829,0.99949,1722.830824742432,1723.7099168
1686096000000,2023-06-07 00:00:00,DAI/USD,1.0002,1.003,0.99808,1.0,12631.87047587,12631.87047587
1686009600000,2023-06-06 00:00:00,DAI/USD,0.999,1.0008,0.99721,0.99874,4487.775854901312,4493.43758626
1685923200000,2023-06-05 00:00:00,DAI/USD,0.999,0.999,0.9972,0.999,4456.46357309241,4460.92449759
1685836800000,2023-06-04 00:00:00,DAI/USD,0.999,0.999,0.99875,0.999,540.4113186390899,540.9522709099999
1685750400000,2023-06-03 00:00:00,DAI/USD,0.999,0.999,0.9988,0.999,1422.93924892746,1424.36361254
1685664000000,2023-06-02 00:00:00,DAI/USD,1.0004,1.0019,0.999,1.0005,3435.69083206257,3433.97384514
1685577600000,2023-06-01 00:00:00,DAI/USD,0.99876,1.0005,0.99823,1.0005,8346.311189759848,8342.1401197
1685491200000,2023-05-31 00:00:00,DAI/USD,0.99844,1.0012,0.99842,1.0006,7185.200264297556,7180.89172926
1685404800000,2023-05-30 00:00:00,DAI/USD,1.0,1.0,0.99842,1.0,6312.34883347,6312.34883347
1685318400000,2023-05-29 00:00:00,DAI/USD,1.0002,1.0012,0.99855,1.0,9706.70485314,9706.70485314
1685232000000,2023-05-28 00:00:00,DAI/USD,0.9996,1.0002,0.9983,0.99962,3505.0590229783425,3506.39145173
1685145600000,2023-05-27 00:00:00,DAI/USD,0.99951,0.9996,0.99845,0.99907,932.3776254942195,933.24554385
