https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume BTC
1667347200000,2022-11-02 00:00:00,BTC/USDT,20484.06,20790.13,20071.06,20150.44,1661047.6556468008,82.43232682
1667260800000,2022-11-01 00:00:00,BTC/USDT,20489.86,20677.75,20352.85,20482.85,975680.344406021,47.63401306
1667174400000,2022-10-31 00:00:00,BTC/USDT,20638.4,20819.58,20250.0,20481.03,1096791.2766945385,53.55156829
1667088000000,2022-10-30 00:00:00,BTC/USDT,20816.92,20912.98,20531.82,20625.91,892249.623898072,43.2586792
1667001600000,2022-10-29 00:00:00,BTC/USDT,20592.02,21061.84,20561.07,20809.77,1335983.9681146964,64.19984306
1666915200000,2022-10-28 00:00:00,BTC/USDT,20287.3,20742.47,20050.51,20596.12,1409907.0529103691,68.45498341
1666828800000,2022-10-27 00:00:00,BTC/USDT,20761.18,20866.29,20213.44,20292.18,1474262.5451735514,72.65175773
1666742400000,2022-10-26 00:00:00,BTC/USDT,20094.13,20998.0,20066.34,20772.03,1457707.0496718227,70.17643676
1666656000000,2022-10-25 00:00:00,BTC/USDT,19329.62,20390.0,19243.25,20080.32,1187008.421019408,59.11302315
1666569600000,2022-10-24 00:00:00,BTC/USDT,19566.94,19590.29,19177.01,19334.12,771638.8038593364,39.91072797
1666483200000,2022-10-23 00:00:00,BTC/USDT,19204.16,19675.0,19090.0,19562.4,755198.5356835921,38.60459533
1666396800000,2022-10-22 00:00:00,BTC/USDT,19160.0,19248.77,19118.75,19203.74,539843.1856901703,28.11135673
1666310400000,2022-10-21 00:00:00,BTC/USDT,19043.09,19243.78,18583.17,19163.25,972364.3138626076,50.74109631
1666224000000,2022-10-20 00:00:00,BTC/USDT,19129.98,19330.0,18880.01,19042.74,707984.19900173,37.17869377
1666137600000,2022-10-19 00:00:00,BTC/USDT,19318.41,19351.38,19075.0,19125.03,700364.9056523934,36.62032978
1666051200000,2022-10-18 00:00:00,BTC/USDT,19554.0,19681.96,19125.0,19329.93,897098.7779696537,46.40983066
1665964800000,2022-10-17 00:00:00,BTC/USDT,19253.58,19679.72,19160.59,19547.57,730392.8993822958,37.36489494
1665878400000,2022-10-16 00:00:00,BTC/USDT,19067.39,19400.0,19067.39,19258.4,676025.191145192,35.10287413
1665792000000,2022-10-15 00:00:00,BTC/USDT,19182.71,19218.42,19000.0,19068.44,577117.0671739256,30.26556274
1665705600000,2022-10-14 00:00:00,BTC/USDT,19367.01,19910.0,19098.0,19184.23,1129332.2213430516,58.86773779
1665619200000,2022-10-13 00:00:00,BTC/USDT,19157.23,19474.0,18111.57,19386.75,1189420.7704916627,61.35225195
1665532800000,2022-10-12 00:00:00,BTC/USDT,19057.68,19230.03,18994.0,19154.59,618067.9578995467,32.26735513
1665446400000,2022-10-11 00:00:00,BTC/USDT,19128.21,19255.54,18872,19060.45,691296.5194247145,36.26863581
1665360000000,2022-10-10 00:00:00,BTC/USDT,19436.72,19519.15,19040.82,19126.0,851654.05849162,44.52860287
1665273600000,2022-10-09 00:00:00,BTC/USDT,19413.0,19549.0,19328.98,19443.3,795667.8074819249,40.92246725
1665187200000,2022-10-08 00:00:00,BTC/USDT,19531.29,19624.45,19274.02,19417.94,654595.5484810767,33.71086472
1665100800000,2022-10-07 00:00:00,BTC/USDT,19964.72,20049.02,19326.73,19532.34,942255.9367816716,48.24081174
1665014400000,2022-10-06 00:00:00,BTC/USDT,20155.28,20422,19870.0,19960.08,949285.9349395969,47.55922496
1664928000000,2022-10-05 00:00:00,BTC/USDT,20327.35,20357.21,19746.32,20157.18,813343.726804218,40.3500751
1664841600000,2022-10-04 00:00:00,BTC/USDT,19626.44,20399.0,19496.74,20333.48,1295636.0226972343,63.71934478
1664755200000,2022-10-03 00:00:00,BTC/USDT,19054.18,19707.99,18980.52,19619.83,1009808.3774273156,51.46876285
1664668800000,2022-10-02 00:00:00,BTC/USDT,19306.64,19390.46,18900.0,19050.0,789106.397781,41.42290802
1664582400000,2022-10-01 00:00:00,BTC/USDT,19414.41,19475.71,19181.0,19312.0,690781.91440368,35.76956889
1664496000000,2022-09-30 00:00:00,BTC/USDT,19600.0,20170.0,19168.52,19426.97,1281106.1433345887,65.94472238
1664409600000,2022-09-29 00:00:00,BTC/USDT,19417.18,19630.28,18841.14,19594.79,1034015.1525173817,52.76990223
1664323200000,2022-09-28 00:00:00,BTC/USDT,19084.16,19778.89,18500,19412.28,1328098.2709893913,68.41536754
1664236800000,2022-09-27 00:00:00,BTC/USDT,19226.21,20355.39,18842.34,19077.76,1411744.8241715517,73.99950645
1664150400000,2022-09-26 00:00:00,BTC/USDT,18801.44,19302.87,18695.0,19227.27,956236.6188263082,49.73335366
1664064000000,2022-09-25 00:00:00,BTC/USDT,18910.51,19161.27,18656.0,18809.28,793473.3940206529,42.18520826
1663977600000,2022-09-24 00:00:00,BTC/USDT,19284.54,19307.64,18797.97,18921.61,767185.0591555818,40.54544297
1663891200000,2022-09-23 00:00:00,BTC/USDT,19417.07,19469.91,18555.0,19288.23,1095391.8595246496,56.79068839
1663804800000,2022-09-22 00:00:00,BTC/USDT,18462.77,19501.31,18383.23,19401.55,1407717.6423063846,72.55696799
1663718400000,2022-09-21 00:00:00,BTC/USDT,18884.08,20323.44,18104.96,18496.66,2738511.743301989,148.05439162
1663632000000,2022-09-20 00:00:00,BTC/USDT,19532.11,19633.51,18741.45,18883.46,1242344.008895385,65.79006225
1663545600000,2022-09-19 00:00:00,BTC/USDT,19412.7,19670.0,18270.0,19534.89,1904972.3845449134,97.51641215
1663459200000,2022-09-18 00:00:00,BTC/USDT,20112.84,20116.3,19338.08,19420.0,1071109.3622342,55.15496201
1663372800000,2022-09-17 00:00:00,BTC/USDT,19801.48,20181.0,19750.51,20113.99,958979.3232237621,47.67722979
1663286400000,2022-09-16 00:00:00,BTC/USDT,19692.91,19885.0,19340.28,19801.35,853059.5637826769,43.08087902
1663200000000,2022-09-15 00:00:00,BTC/USDT,20217.0,20325.05,19521.49,19701.96,1149344.259381534,58.33654415
1663113600000,2022-09-14 00:00:00,BTC/USDT,20166.94,20519.0,19646.81,20223.85,1228061.7657059045,60.72344117
1663027200000,2022-09-13 00:00:00,BTC/USDT,22373.19,22783.68,20057.36,20168.16,2310950.6550636096,114.58410956
1662940800000,2022-09-12 00:00:00,BTC/USDT,21832.22,22476.81,21550.84,22400.26,1391101.1084738798,62.10200723
1662854400000,2022-09-11 00:00:00,BTC/USDT,21661.3,21830.0,21360.0,21830,889978.8881531999,40.76861604
1662768000000,2022-09-10 00:00:00,BTC/USDT,21370.64,21785.31,21137.63,21650.0,1003947.4667255,46.37170747
1662681600000,2022-09-09 00:00:00,BTC/USDT,19316.65,21500.0,19298.68,21361.77,1733541.3067763448,81.15157624
1662595200000,2022-09-08 00:00:00,BTC/USDT,19304.39,19442.11,19019.96,19312.07,2034722.587568724,105.36014977
1662508800000,2022-09-07 00:00:00,BTC/USDT,18794.69,19445.97,18550.0,19290.97,1314684.4077940718,68.15024894
1662422400000,2022-09-06 00:00:00,BTC/USDT,19792.1,20168.0,18668.08,18784.16,2862495.2281667404,152.38878013
1662336000000,2022-09-05 00:00:00,BTC/USDT,20000.0,20048.12,19649.16,19788.8,972411.8428764159,49.13950532
1662249600000,2022-09-04 00:00:00,BTC/USDT,19835,20013.57,19605.0,19997.47,687666.383196924,34.3876692
1662163200000,2022-09-03 00:00:00,BTC/USDT,19949.9,20048.76,19660.25,19832.0,907611.2876296,45.7649903
1662076800000,2022-09-02 00:00:00,BTC/USDT,20119.86,20430.0,19770.0,19974.77,1208544.3086694004,60.50354065
1661990400000,2022-09-01 00:00:00,BTC/USDT,20049.97,20201.08,19589.97,20121.0,1097186.56424799,54.52942519
1661904000000,2022-08-31 00:00:00,BTC/USDT,19821.66,20485.0,19814.51,20035.28,923911.6837402775,46.11423867
1661817600000,2022-08-30 00:00:00,BTC/USDT,20285.27,20555,19572.0,19797.9,962728.3410219421,48.62780098
1661731200000,2022-08-29 00:00:00,BTC/USDT,19573.92,20410.0,19532.4,20298.0,927188.83694136,45.67882732
1661644800000,2022-08-28 00:00:00,BTC/USDT,20010.98,20145.84,19538.0,19550.43,717557.6637581022,36.70290954
1661558400000,2022-08-27 00:00:00,BTC/USDT,20232.16,20380.62,19812.02,20031.31,880624.9006284366,43.96242186
1661472000000,2022-08-26 00:00:00,BTC/USDT,21557.9,21849.0,20126.42,20242.88,1861645.4842856193,91.96544584
1661385600000,2022-08-25 00:00:00,BTC/USDT,21375.0,21805.02,21326.4,21568.93,972119.8083121245,45.07037708
1661299200000,2022-08-24 00:00:00,BTC/USDT,21527.98,21870.0,21164.99,21375.33,874003.3520455186,40.88841445
1661212800000,2022-08-23 00:00:00,BTC/USDT,21391.7,21658.32,20920.0,21516.46,1056755.5299218302,49.11381937
1661126400000,2022-08-22 00:00:00,BTC/USDT,21518.99,21523.22,21395.93,21431.03,34030.1422294536,1.58789112
1661040000000,2022-08-21 00:00:00,BTC/USDT,21157.12,21778.0,21079.79,21515.24,1117710.4577106172,51.94970903
1660953600000,2022-08-20 00:00:00,BTC/USDT,20847.03,21359.0,20794.59,21133.32,980901.402571038,46.41492215
1660867200000,2022-08-19 00:00:00,BTC/USDT,23198.0,23201.48,20820.51,20829.45,2810005.8262205836,134.90542603
1660780800000,2022-08-18 00:00:00,BTC/USDT,23319.45,23596.01,23144.0,23206.93,797976.7606948463,34.38527891
1660694400000,2022-08-17 00:00:00,BTC/USDT,23845.43,24416.0,23201.0,23323.33,2073194.2352728348,88.88928962
1660608000000,2022-08-16 00:00:00,BTC/USDT,24084.0,24242.61,23699.83,23854.32,978437.71844658,41.01721275
1660521600000,2022-08-15 00:00:00,BTC/USDT,24303.49,25175.0,23800.38,24095.03,1863517.2409760882,77.34031628
1660435200000,2022-08-14 00:00:00,BTC/USDT,24442.38,25000.01,24160.0,24305.01,1198467.5760881705,49.30948706
1660348800000,2022-08-13 00:00:00,BTC/USDT,24396.15,24873.0,24300,24449.15,1461512.4329733786,59.77763779
1660262400000,2022-08-12 00:00:00,BTC/USDT,23942.58,24433,23618.4,24395.06,1329164.7140743302,54.48499467
1660176000000,2022-08-11 00:00:00,BTC/USDT,23964.63,24860.0,23874.99,23939.44,1395004.9956732623,58.27224846
1660089600000,2022-08-10 00:00:00,BTC/USDT,23196.11,24199.0,22850,23950.01,1991958.4931015985,83.17150987
1660003200000,2022-08-09 00:00:00,BTC/USDT,23816.45,23863.62,23735.97,23788.55,41289.546446415996,1.73568992
1659916800000,2022-08-08 00:00:00,BTC/USDT,23171.58,24236.99,23157.71,23814.25,1836445.0705722303,77.11538556
1659830400000,2022-08-07 00:00:00,BTC/USDT,22950.23,23387.96,22857.39,23177.91,795493.0887879339,34.32117429
1659744000000,2022-08-06 00:00:00,BTC/USDT,23300.0,23340.15,22932.97,22943.23,842830.2481189353,36.73546611
1659657600000,2022-08-05 00:00:00,BTC/USDT,22619.01,23450.0,22595.28,23300.0,1185952.669227,50.89925619
1659571200000,2022-08-04 00:00:00,BTC/USDT,22813.43,23210.0,22423.0,22623.99,1132595.0845783395,50.06168605
1659484800000,2022-08-03 00:00:00,BTC/USDT,22996.02,23627.0,22700.0,22825.99,1158804.3837760412,50.76688388
1659398400000,2022-08-02 00:00:00,BTC/USDT,23276.73,23434.2,22671,22987.63,1559391.3853657325,67.83610948
1659312000000,2022-08-01 00:00:00,BTC/USDT,23283.53,23495.98,22865.9,23270.0,1869272.8601495,80.32973185
1659225600000,2022-07-31 00:00:00,BTC/USDT,23626.43,24168.0,23243.0,23306.37,1154609.4376366676,49.54050921
1659139200000,2022-07-30 00:00:00,BTC/USDT,23778.78,24635.29,23540.0,23634.06,1270096.691084256,53.7400976
1659052800000,2022-07-29 00:00:00,BTC/USDT,23845.25,24470.4,23440.99,23763.44,1877752.9886227376,79.01856754
1658966400000,2022-07-28 00:00:00,BTC/USDT,22958.22,24164.0,22600.0,23847.71,1594409.3898428334,66.85796623
1658880000000,2022-07-27 00:00:00,BTC/USDT,21256.08,23239.05,21049.62,22932.42,1541538.7265962067,67.22093554
1658793600000,2022-07-26 00:00:00,BTC/USDT,21304.42,21318.94,20725.15,21259.08,1052332.0658610517,49.50035777
1658707200000,2022-07-25 00:00:00,BTC/USDT,22577.03,22650.41,21265,21290.99,1384842.7793878133,65.04360668
1658620800000,2022-07-24 00:00:00,BTC/USDT,22449.4,23000.0,22282.51,22591.75,952705.1132373001,42.1704876
1658534400000,2022-07-23 00:00:00,BTC/USDT,22697.2,22994.98,21952.78,22458.75,1073567.7848113875,47.80176033
1658448000000,2022-07-22 00:00:00,BTC/USDT,23159.21,23742.61,22509.94,22675.55,1300854.2616697669,57.36814594
1658361600000,2022-07-21 00:00:00,BTC/USDT,23209.09,23409.12,22367.18,23158.41,1577950.3833517048,68.1372505
1658275200000,2022-07-20 00:00:00,BTC/USDT,23420.0,24254.08,22950.0,23215.35,2246475.6508681467,96.76682242
1658188800000,2022-07-19 00:00:00,BTC/USDT,22441.18,23836.38,21591.3,23404.33,2955177.682183881,126.26627988
1658102400000,2022-07-18 00:00:00,BTC/USDT,20785.96,22732.45,20757.07,22440.34,3093447.6690022806,137.85208553
1658016000000,2022-07-17 00:00:00,BTC/USDT,21209.93,21670.0,20750.0,20765.67,1734675.65095417,83.53574197
1657929600000,2022-07-16 00:00:00,BTC/USDT,20831.19,21564.85,20483.91,21200.31,2458374.659245692,115.9593732
1657843200000,2022-07-15 00:00:00,BTC/USDT,20583.13,21181.81,20389.28,20839.41,1441850.9691661135,69.18866557
1657756800000,2022-07-14 00:00:00,BTC/USDT,20247.13,20883.3,19624.0,20587.78,1936013.0894771689,94.03700105
1657670400000,2022-07-13 00:00:00,BTC/USDT,19342.4,20509.86,18932.31,20263.72,2539298.7774641793,125.31256736
1657584000000,2022-07-12 00:00:00,BTC/USDT,19961.32,20057.0,19253.97,19334.9,1266625.603907261,65.50980889
1657497600000,2022-07-11 00:00:00,BTC/USDT,20853.96,20853.96,19898.99,19966.0,1410242.46886188,70.63219818
1657411200000,2022-07-10 00:00:00,BTC/USDT,21591.66,21598.37,20662.25,20856.01,1468985.214564956,70.43462362
1657324800000,2022-07-09 00:00:00,BTC/USDT,21605.91,21950.0,21364.91,21592.1,1374213.160490095,63.64425695
1657238400000,2022-07-08 00:00:00,BTC/USDT,21628.58,22488.73,21170.15,21602.35,2908629.9824647447,134.6441467
1657152000000,2022-07-07 00:00:00,BTC/USDT,20563.99,21819.59,20258.94,21620.32,1704671.3060146144,78.84579442
1657065600000,2022-07-06 00:00:00,BTC/USDT,20185.02,20659.11,19764.73,20569.25,1647543.6080641525,80.09740793
1656979200000,2022-07-05 00:00:00,BTC/USDT,20229.12,20858.21,19312.62,20188.54,2311581.87175619,114.49970487
1656892800000,2022-07-04 00:00:00,BTC/USDT,19312.55,20330.08,19062.09,20231.68,1394319.8741296383,68.91765163
1656806400000,2022-07-03 00:00:00,BTC/USDT,19239.85,19666.24,18811.05,19313.23,1166419.912769981,60.3948647
1656720000000,2022-07-02 00:00:00,BTC/USDT,19276.53,19434.0,18994.99,19250.14,5321200.909956532,276.42401094
1656633600000,2022-07-01 00:00:00,BTC/USDT,19955.45,20863.44,18991.21,19268.32,3058851.814798771,158.75031216
1656547200000,2022-06-30 00:00:00,BTC/USDT,20113.97,20163.36,18636.81,19909.39,2483934.235692874,124.76194578
1656460800000,2022-06-29 00:00:00,BTC/USDT,20278.41,20430.89,19869.35,20108.08,1429060.7150492393,71.06897899
1656374400000,2022-06-28 00:00:00,BTC/USDT,20742.63,20866.22,20686.07,20792.42,71035.22410384839,3.41640002
1656288000000,2022-06-27 00:00:00,BTC/USDT,21037.99,21526.13,20536.02,20730.72,1294332.1247417664,62.43546412
1656201600000,2022-06-26 00:00:00,BTC/USDT,21488.66,21868.63,20978.0,21046.94,1376523.8643476714,65.40256514
1656115200000,2022-06-25 00:00:00,BTC/USDT,21237.21,21589.56,20924.9,21495.01,1161323.2075090732,54.02757233
1656028800000,2022-06-24 00:00:00,BTC/USDT,21111.63,21528.45,20760.66,21225.58,1477611.6288198635,69.61466442
1655942400000,2022-06-23 00:00:00,BTC/USDT,20003.56,21207.05,19903.53,21105.04,1622606.4413389952,76.88241488
1655856000000,2022-06-22 00:00:00,BTC/USDT,20721.99,20877.21,19784.12,19976.4,1375000.9752360242,68.83126966
1655769600000,2022-06-21 00:00:00,BTC/USDT,20567.98,21694.65,20357.06,20717.26,1651373.1938216002,79.71001927
1655683200000,2022-06-20 00:00:00,BTC/USDT,20575.99,21054.59,19619.6,20574.81,1957397.6639396423,95.13563741
1655596800000,2022-06-19 00:00:00,BTC/USDT,18973.09,20787.14,17980.01,20591.9,2307721.1141064293,112.06936291
1655510400000,2022-06-18 00:00:00,BTC/USDT,20452.94,20758.0,17625.0,18986.45,2861634.111892115,150.7198087
1655424000000,2022-06-17 00:00:00,BTC/USDT,20402.41,21345.5,20263.64,20459.27,1646096.035099499,80.45722233
1655337600000,2022-06-16 00:00:00,BTC/USDT,22608.57,22970.94,20253.38,20402.79,1540148.0386496312,75.4871289
1655251200000,2022-06-15 00:00:00,BTC/USDT,22143.62,22770.58,20100.01,22590.78,3885369.925203817,171.98918874
1655164800000,2022-06-14 00:00:00,BTC/USDT,22476.26,23575.47,20859.21,22162.79,3117269.958723964,140.65331841
1655078400000,2022-06-13 00:00:00,BTC/USDT,26601.63,26882.18,21964.98,22486.61,3608949.4945596904,160.49326664
1654992000000,2022-06-12 00:00:00,BTC/USDT,28404.04,28529.37,26588.35,26621.59,2244574.855942621,84.31407951
1654905600000,2022-06-11 00:00:00,BTC/USDT,29097.76,29434.48,28140.03,28404.03,2005968.0377153975,70.62265593
1654819200000,2022-06-10 00:00:00,BTC/USDT,30096.65,30350.0,28852.02,29094.75,2247610.539653325,77.2514127
1654732800000,2022-06-09 00:00:00,BTC/USDT,30216.0,30694.52,29975.76,30103.72,1660935.892005232,55.1737756
1654646400000,2022-06-08 00:00:00,BTC/USDT,31124.45,31299.0,29883.68,30213.91,3033177.316069048,100.39009569
1654560000000,2022-06-07 00:00:00,BTC/USDT,31361.74,31554.42,29230.84,31134.46,3081480.6527979122,98.97331294
1654473600000,2022-06-06 00:00:00,BTC/USDT,29920.06,31744.32,29894.42,31375.28,2178588.617553467,69.43646774
1654387200000,2022-06-05 00:00:00,BTC/USDT,29865.26,30369.85,29543.36,29926.34,1509761.5866059866,50.44925596
1654300800000,2022-06-04 00:00:00,BTC/USDT,29721.22,29973.45,29500.01,29864.22,1284203.7423599605,43.00141582
1654214400000,2022-06-03 00:00:00,BTC/USDT,30458.9,30677.07,29310.01,29712.08,1637314.5781196384,55.10602348
1654128000000,2022-06-02 00:00:00,BTC/USDT,29805.42,30689.9,29611.28,30452.39,1842269.1901204071,60.49670289
1654041600000,2022-06-01 00:00:00,BTC/USDT,31806.58,31974.78,29351.07,29784.33,2046395.6673741818,68.70712443
1653955200000,2022-05-31 00:00:00,BTC/USDT,31732.16,32365.74,31232.63,31787.62,1970827.854635815,61.99985575
1653868800000,2022-05-30 00:00:00,BTC/USDT,29457.07,32212.72,29310.69,31725.11,2782730.6628914597,87.71382236
1653782400000,2022-05-29 00:00:00,BTC/USDT,29037.5,29559.74,28833.64,29454.62,1420018.1348894164,48.21037022
1653696000000,2022-05-28 00:00:00,BTC/USDT,28645.12,29234.79,28531.0,29031.76,1674806.9431022264,57.68878439
1653609600000,2022-05-27 00:00:00,BTC/USDT,29206.16,29391.38,28300.0,28609.23,2283488.6637995522,79.81650201
1653523200000,2022-05-26 00:00:00,BTC/USDT,29547.77,29875.72,28060.86,29206.84,2302780.169021046,78.84386565
1653436800000,2022-05-25 00:00:00,BTC/USDT,29649.76,30209.95,29351.33,29543.97,1909874.9619431414,64.64516996
1653350400000,2022-05-24 00:00:00,BTC/USDT,29101.14,29849.61,28714.54,29645.65,1686914.1904512667,56.90258741
1653264000000,2022-05-23 00:00:00,BTC/USDT,30280.81,30631.96,28900.03,29099.29,2178091.785468741,74.85034121
1653177600000,2022-05-22 00:00:00,BTC/USDT,29457.55,30458.48,29260.0,30289.78,1557043.4302675878,51.40491051
1653091200000,2022-05-21 00:00:00,BTC/USDT,29201.0,29643.4,28960.0,29446.36,1519689.4288237952,51.60873632
1653004800000,2022-05-20 00:00:00,BTC/USDT,30300.71,30721.52,28750.0,29201.26,1987736.882210961,68.07024362
1652918400000,2022-05-19 00:00:00,BTC/USDT,28704.67,30500.0,28691.59,30313.3,1941612.2564385529,64.05149741
1652832000000,2022-05-18 00:00:00,BTC/USDT,30445.12,30699.99,28667.74,28708.04,1676503.7989248328,58.39840682
1652745600000,2022-05-17 00:00:00,BTC/USDT,29873.04,30750.0,29496.81,30448.11,1705961.370889776,56.0284816
1652659200000,2022-05-16 00:00:00,BTC/USDT,31322.47,31322.47,29098.05,29867.17,1848062.4935263186,61.87604964
1652572800000,2022-05-15 00:00:00,BTC/USDT,30073.95,31437.36,29498.38,31323.88,1806159.6297030216,57.66078882
1652486400000,2022-05-14 00:00:00,BTC/USDT,29305.26,30283.29,28644.01,30082.87,1696620.8228753288,56.3982367
1652400000000,2022-05-13 00:00:00,BTC/USDT,29032.79,31031.0,28735.57,29294.87,2716110.2624304625,92.71624221
1652313600000,2022-05-12 00:00:00,BTC/USDT,29091.29,30175.56,26750.2,28988.33,6667998.856648184,230.02355971
1652227200000,2022-05-11 00:00:00,BTC/USDT,31018.71,32133.91,27764.53,29091.29,5227007.413032176,179.67602719
1652140800000,2022-05-10 00:00:00,BTC/USDT,30065.0,32636.29,29737.21,31006.12,3862328.5019287956,124.56665013
1652054400000,2022-05-09 00:00:00,BTC/USDT,34061.6,34223.93,30024.85,30070.0,3939761.1331999,131.01965857
1651968000000,2022-05-08 00:00:00,BTC/USDT,35467.59,35511.61,33707.01,34061.92,2738579.587076117,80.40003579
1651881600000,2022-05-07 00:00:00,BTC/USDT,36052.58,36135.66,34810.0,35473.75,1956429.0452885749,55.15145834
1651795200000,2022-05-06 00:00:00,BTC/USDT,36550.78,36656.83,35350.0,36046.56,2385574.3903756514,66.18036202
1651708800000,2022-05-05 00:00:00,BTC/USDT,39683.19,39822.75,35350.0,36550.9,3302271.5718984483,90.34720272
1651622400000,2022-05-04 00:00:00,BTC/USDT,37741.51,39961.05,37678.54,39690.17,3418756.5767641338,86.13610314
1651536000000,2022-05-03 00:00:00,BTC/USDT,38515.81,38645.97,37525.0,37739.12,2064930.2786809432,54.71590961
1651449600000,2022-05-02 00:00:00,BTC/USDT,38490.76,39160.4,38053.27,38508.84,2416307.768292344,62.74683341
1651363200000,2022-05-01 00:00:00,BTC/USDT,37626.1,38644.24,37393.0,38480.93,2519048.487314796,65.46225591
1651276800000,2022-04-30 00:00:00,BTC/USDT,38596.07,38785.79,37599,37626.11,1991172.0446387,52.91995491
1651190400000,2022-04-29 00:00:00,BTC/USDT,39744.33,39907.1,38200.22,38585.92,2249658.5753885726,58.30257709
1651104000000,2022-04-28 00:00:00,BTC/USDT,39240.85,40349.0,38900.0,39749.42,2843637.125745851,71.53908474
1651017600000,2022-04-27 00:00:00,BTC/USDT,38112.82,39481.96,37902.0,39230.28,2673418.34207722,68.14680757
1650931200000,2022-04-26 00:00:00,BTC/USDT,40435.72,40776.99,37700,38121.4,2732524.988358214,71.67955501
1650844800000,2022-04-25 00:00:00,BTC/USDT,39443.81,40916.89,38243.36,40437.56,3411683.719361962,84.36917854
1650758400000,2022-04-24 00:00:00,BTC/USDT,39434.29,39635.92,39425.67,39607.13,83946.6692112801,2.11948377
1650672000000,2022-04-23 00:00:00,BTC/USDT,39722.37,39976.79,39335.44,39438.19,1784478.5148871043,45.24747497
1650585600000,2022-04-22 00:00:00,BTC/USDT,40490.34,40784.46,39197.92,39719.63,2419975.8200452533,60.92644418
1650499200000,2022-04-21 00:00:00,BTC/USDT,41362.87,41563.79,41331.31,41563.79,80743.1044376626,1.94263094
1650412800000,2022-04-20 00:00:00,BTC/USDT,41482.36,42159.99,40891.22,41349.8,2543656.783505708,61.51557646
1650326400000,2022-04-19 00:00:00,BTC/USDT,40796.23,41736.1,40567.35,41496.15,2405770.737052932,57.97575768
1650240000000,2022-04-18 00:00:00,BTC/USDT,39696.0,41081.34,38601.65,40798.47,3152288.619871683,77.26487341
