https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1671408000000,2022-12-19 00:00:00,APT/USDT,3.992,4.703,3.58,3.722,6184.37570011,1539.79638,3058.90120573,762.65527,964,4.023049652737761882
1671321600000,2022-12-18 00:00:00,APT/USDT,4.095,4.639,3.881,4.096,5775.13542385,1399.2459,2611.27866798,633.06625,882,4.128663139977343685
1671235200000,2022-12-17 00:00:00,APT/USDT,4.051,6.896,3.958,4.09,10502.24807252,2512.46999,4912.24518027,1168.17991,1456,4.216628982386584528
1671148800000,2022-12-16 00:00:00,APT/USDT,4.66,4.916,4.001,4.053,16231.68486553,3614.15056,8278.02595189,1840.79614,2302,4.496912964281642162
1671062400000,2022-12-15 00:00:00,APT/USDT,4.547,4.771,3.518,4.66,21335.70760316,4607.48311,10752.90506402,2321.75276,3289,4.631729133996165055
1670976000000,2022-12-14 00:00:00,APT/USDT,4.557,4.771,3.585,4.55,41328.63730111,9137.97535,20540.70314547,4541.82248,3466,4.526860220029597141
1670889600000,2022-12-13 00:00:00,APT/USDT,4.475,108.706,3.891,4.621,164720.59681414,35687.14914,83866.77326349,18326.46014,3322,5.562860053937307459
1670803200000,2022-12-12 00:00:00,APT/USDT,4.725,5.571,2.111,4.475,304065.22014861,68854.80808,148531.86044541,33623.96552,4303,4.418606751895180357
1670716800000,2022-12-11 00:00:00,APT/USDT,4.776,4.966,4.593,4.725,78259.15343881,16399.50792,39225.69870064,8219.66727,4218,4.772390276550567452
1670630400000,2022-12-10 00:00:00,APT/USDT,4.808,4.837,4.592,4.717,75261.21085537,15764.83666,37644.73933511,7885.26726,3909,4.774190494124378468
1670544000000,2022-12-09 00:00:00,APT/USDT,4.966,4.966,4.676,4.808,48673.72949331,10116.90942,24253.57378004,5040.15895,2580,4.811319745122914542
1670457600000,2022-12-08 00:00:00,APT/USDT,4.711,5.544,4.599,4.773,59846.02910476,12482.24303,28982.59309144,6040.69993,3279,4.795670781230686145
1670371200000,2022-12-07 00:00:00,APT/USDT,5.085,5.167,4.574,4.709,71970.5585018,14883.82535,36592.26129057,7570.84302,3983,4.838366961094967319
1670284800000,2022-12-06 00:00:00,APT/USDT,5.167,5.349,4.597,5.085,76409.36440537,14881.91588,38393.95941794,7480.16961,3799,5.137422489782903817
1670198400000,2022-12-05 00:00:00,APT/USDT,5.152,6.078,4.966,5.161,72492.76003243,13749.41145,36166.78081509,6855.84441,3583,5.27499810536862737
1670112000000,2022-12-04 00:00:00,APT/USDT,5.035,5.449,4.977,5.221,66393.98712642,12854.19719,32398.81163511,6274.57143,3175,5.165589045274523158
1670025600000,2022-12-03 00:00:00,APT/USDT,4.864,5.329,4.862,5.098,61296.40956139,12060.44581,29711.67214665,5846.87634,2765,5.083540034621005084
1669939200000,2022-12-02 00:00:00,APT/USDT,4.628,5.266,4.245,4.964,43697.91832429,9303.21023,22303.25420224,4750.19558,2245,4.703709274606358246
1669852800000,2022-12-01 00:00:00,APT/USDT,4.77,4.918,4.304,4.631,44881.38572818,9568.30229,22379.45268027,4772.31737,2504,4.691437188172874783
1669766400000,2022-11-30 00:00:00,APT/USDT,4.663,5.698,4.444,4.772,53936.95381961,11402.13861,26739.87771558,5654.34536,2836,4.73132322659840979
1669680000000,2022-11-29 00:00:00,APT/USDT,4.468,4.813,3.889,4.656,45280.31710978,9755.96515,22943.64507085,4943.6965,2561,4.642401962522805741
1669593600000,2022-11-28 00:00:00,APT/USDT,4.765,4.767,4.316,4.467,50218.19550384,11241.84547,25140.26601782,5626.46009,2719,4.467677350699990095
1669507200000,2022-11-27 00:00:00,APT/USDT,4.763,5.904,4.562,4.767,64399.97886306,13527.57014,31952.48339664,6717.3613,3272,4.762988623246450593
1669420800000,2022-11-26 00:00:00,APT/USDT,4.446,5.678,4.36,4.766,59724.05667796,12432.30893,28894.38184489,6017.51194,3312,4.806621525321727689
1669334400000,2022-11-25 00:00:00,APT/USDT,4.466,4.63,3.612,4.448,64861.71796911,14964.46305,33062.62032898,7625.34161,3504,4.337592603642761466
1669248000000,2022-11-24 00:00:00,APT/USDT,4.431,5.702,3.712,4.638,116641.20164544,26261.26013,59755.02847394,13449.30062,4450,4.446121415504801581
1669161600000,2022-11-23 00:00:00,APT/USDT,4.311,4.59,3.746,4.431,140248.36662798,31925.79538,68349.4293026,15555.84749,5097,4.394178435671728074
1669075200000,2022-11-22 00:00:00,APT/USDT,4.007,5.64,3.711,4.252,173132.54861261,42146.43448,87843.39223831,21380.15948,6673,4.11595537779738742
1668988800000,2022-11-21 00:00:00,APT/USDT,4.143,8.876,3.865,4.005,133588.70603705,33140.69438,67172.93257761,16656.30993,5816,4.034874047845001019
