https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USD
1694131200,2023-09-08 00:00:00,AVAX/USD,10.10700,10.12720,9.88764,9.92584,1185.39287989,11766.020062927359
1694044800,2023-09-07 00:00:00,AVAX/USD,9.97581,10.09100,9.86390,10.05378,2553.85686460,25675.915068178187
1693958400,2023-09-06 00:00:00,AVAX/USD,9.91205,10.03234,9.82197,9.96000,7570.78390720,75405.00771571201
1693872000,2023-09-05 00:00:00,AVAX/USD,9.74452,9.94126,9.67760,9.90446,323.33762653,3202.484588461324
1693785600,2023-09-04 00:00:00,AVAX/USD,9.92759,9.92759,9.69176,9.76559,6011.20174097,58702.93160959922
1693699200,2023-09-03 00:00:00,AVAX/USD,9.96978,9.96978,9.85126,9.87943,950.81070522,9393.467805471624
1693612800,2023-09-02 00:00:00,AVAX/USD,9.92275,9.92909,9.78412,9.90897,340.44440803,3373.453425837029
1693526400,2023-09-01 00:00:00,AVAX/USD,10.01201,10.03866,9.75174,9.88784,3221.86559142,31857.291469466334
1693440000,2023-08-31 00:00:00,AVAX/USD,10.38662,10.52001,9.96184,9.99066,6883.50267605,68770.73484550569
1693353600,2023-08-30 00:00:00,AVAX/USD,10.79977,10.79977,10.38111,10.40053,665.93266101,6926.052618814335
1693267200,2023-08-29 00:00:00,AVAX/USD,10.41101,11.16808,10.34227,10.80014,1180.64578217,12751.139737845506
1693180800,2023-08-28 00:00:00,AVAX/USD,10.18360,10.37567,9.95551,10.34339,1204.16764501,12455.175577719981
1693094400,2023-08-27 00:00:00,AVAX/USD,10.10401,10.22351,10.09629,10.16737,126.90952994,1290.3361474260578
1693008000,2023-08-26 00:00:00,AVAX/USD,10.03834,10.09612,10.00462,10.09612,757.57294952,7648.547407107862
1692921600,2023-08-25 00:00:00,AVAX/USD,10.08338,10.08534,9.87000,10.05909,2133.18408044,21457.890651713198
1692835200,2023-08-24 00:00:00,AVAX/USD,10.34175,10.34175,10.04767,10.06351,3884.67730633,39093.488919025025
1692748800,2023-08-23 00:00:00,AVAX/USD,10.13317,10.44280,10.06822,10.33622,5352.17174688,55321.224653535995
1692662400,2023-08-22 00:00:00,AVAX/USD,10.35000,10.35000,9.72540,10.11353,6101.98527358,61712.61112390954
1692576000,2023-08-21 00:00:00,AVAX/USD,10.85198,10.85198,10.19585,10.35744,5884.58216361,60949.20668466076
1692489600,2023-08-20 00:00:00,AVAX/USD,10.79030,10.89730,10.77206,10.86016,2008.40122209,21811.558616092934
1692403200,2023-08-19 00:00:00,AVAX/USD,10.82000,10.84267,10.58955,10.76110,1038.73869041,11177.97092137105
1692316800,2023-08-18 00:00:00,AVAX/USD,10.68946,10.98789,10.58455,10.83000,2686.50794524,29094.881046949202
1692230400,2023-08-17 00:00:00,AVAX/USD,11.36347,11.50142,10.06104,10.61990,16351.85299196,173655.043589316
1692144000,2023-08-16 00:00:00,AVAX/USD,11.81166,11.83027,11.10762,11.36682,10253.26951239,116547.0689588249
1692057600,2023-08-15 00:00:00,AVAX/USD,12.35111,12.35204,11.33692,11.79930,7461.64352219,88042.17041137647
1691971200,2023-08-14 00:00:00,AVAX/USD,12.33841,12.41539,12.27914,12.34818,3702.22307098,45715.716880613814
1691884800,2023-08-13 00:00:00,AVAX/USD,12.28433,12.40000,12.28433,12.40000,3483.82858201,43199.474416924
