https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DAI
1652313600000,2022-05-12 00:00:00,DAI/USD,1.0961,1.248,1.056482,1.102117,30607.386997561654,27771.44985293
1652227200000,2022-05-11 00:00:00,DAI/USD,1.081506,1.12,1.07001,1.094013,20245.804333772536,18505.99977676
1652140800000,2022-05-10 00:00:00,DAI/USD,1.081725,1.11,1.066164,1.079877,16466.767805852713,15248.74389014
1652054400000,2022-05-09 00:00:00,DAI/USD,1.091447,1.108396,1.050165,1.075001,21957.684187407984,20425.73373179
1651968000000,2022-05-08 00:00:00,DAI/USD,1.081899,1.0999,1.0616,1.090354,18002.132403625223,16510.35572266
1651881600000,2022-05-07 00:00:00,DAI/USD,1.064734,1.087551,1.061775,1.075343,16340.226393569266,15195.36221798
1651795200000,2022-05-06 00:00:00,DAI/USD,1.056355,1.067372,1.03144,1.064578,19460.015179335256,18279.55788992
1651708800000,2022-05-05 00:00:00,DAI/USD,1.060933,1.063899,1.03144,1.058435,15535.821684170296,14678.10652914
1651622400000,2022-05-04 00:00:00,DAI/USD,1.05405,1.069999,1.051948,1.057915,15078.82252300361,14253.34031846
1651536000000,2022-05-03 00:00:00,DAI/USD,1.054751,1.0691,1.041501,1.053621,14009.899777056933,13296.90636107
1651449600000,2022-05-02 00:00:00,DAI/USD,1.050553,1.066,1.039721,1.053405,14657.498580688378,13914.40004622
1651363200000,2022-05-01 00:00:00,DAI/USD,1.059732,1.064699,1.025,1.048436,20843.48195412998,19880.54774362
1651276800000,2022-04-30 00:00:00,DAI/USD,1.059338,1.066499,1.045975,1.060003,15253.122309529906,14389.6973023
1651190400000,2022-04-29 00:00:00,DAI/USD,1.070367,1.072599,1.052001,1.063647,14325.350427749028,13468.1434985
1651104000000,2022-04-28 00:00:00,DAI/USD,1.104446,1.13,1.048001,1.069376,17388.8096264927,16260.70682949
1651017600000,2022-04-27 00:00:00,DAI/USD,1.085534,1.1164,1.078201,1.1128,17558.83771189756,15778.96990645
1650931200000,2022-04-26 00:00:00,DAI/USD,1.094586,1.098,1.067401,1.084255,16728.411487927424,15428.48452433
1650844800000,2022-04-25 00:00:00,DAI/USD,1.083625,1.098,1.035,1.094221,21523.81216671753,19670.44332609
1650758400000,2022-04-24 00:00:00,DAI/USD,1.074302,1.07906,1.065401,1.071806,796.351858,743.0
1650672000000,2022-04-23 00:00:00,DAI/USD,1.069504,1.078891,1.062,1.074886,14908.175255415852,13869.54082146
1650585600000,2022-04-22 00:00:00,DAI/USD,1.072236,1.085,1.051001,1.071855,18273.471491378466,17048.45477362
1650499200000,2022-04-21 00:00:00,DAI/USD,1.075042,1.080821,1.072252,1.075212,746.197128,694.0
1650412800000,2022-04-20 00:00:00,DAI/USD,1.085682,1.097,1.061776,1.072931,15179.139898160032,14147.35886852
1650326400000,2022-04-19 00:00:00,DAI/USD,1.078126,1.097,1.070255,1.089972,15539.861929539049,14257.12030175
1650240000000,2022-04-18 00:00:00,DAI/USD,1.064265,1.090136,1.056646,1.074096,16983.94093702188,15812.31187624
